tingkat_wilayah,provinsi_id,kabupaten_id,sektor_id,tahun,pertumbuhan,kontribusi
kabupaten,17,1701,14,2021,0,9.68
kabupaten,17,1701,15,2021,0,5.14
kabupaten,17,1701,16,2021,0,1.56
kabupaten,17,1701,17,2021,0,0.63
kabupaten,17,1701,1,2022,4.02,32.73
kabupaten,17,1701,2,2022,1.36,2.23
kabupaten,17,1701,3,2022,2.8,3.06
kabupaten,17,1701,4,2022,6.96,0.11
kabupaten,17,1701,5,2022,4.17,0.15
kabupaten,17,1701,6,2022,1.53,4.91
kabupaten,17,1701,7,2022,4.36,16.9
kabupaten,17,1701,8,2022,6.24,6.6
kabupaten,17,1701,9,2022,8.56,2.01
kabupaten,17,1701,10,2022,8.13,3.92
kabupaten,17,1701,11,2022,-2.79,6
kabupaten,17,1701,12,2022,2.9,4.33
kabupaten,17,1701,13,2022,12.58,0.27
kabupaten,17,1701,14,2022,-0.14,9.34
kabupaten,17,1701,15,2022,5.02,5.22
kabupaten,17,1701,16,2022,3.73,1.56
kabupaten,17,1701,17,2022,7.99,0.65
kabupaten,17,1701,1,2023,1.38,32.16
kabupaten,17,1701,2,2023,5.39,2.28
kabupaten,17,1701,3,2023,-0.7,2.94
kabupaten,17,1701,4,2023,4.82,0.11
kabupaten,17,1701,5,2023,6.33,0.16
kabupaten,17,1701,6,2023,5.46,5.02
kabupaten,17,1701,7,2023,2.86,16.84
kabupaten,17,1701,8,2023,5.33,6.73
kabupaten,17,1701,9,2023,9.17,2.13
kabupaten,17,1701,10,2023,9.69,4.17
kabupaten,17,1701,11,2023,-6.72,5.43
kabupaten,17,1701,12,2023,5.48,4.42
kabupaten,17,1701,13,2023,7.77,0.28
kabupaten,17,1701,14,2023,6.8,9.67
kabupaten,17,1701,15,2023,5.21,5.33
kabupaten,17,1701,16,2023,9,1.65
kabupaten,17,1701,17,2023,7.44,0.68
kabupaten,17,1701,1,2024,1.86,31.38
kabupaten,17,1701,2,2024,5.6,2.31
kabupaten,17,1701,3,2024,3.16,2.91
kabupaten,17,1701,4,2024,5.06,0.11
kabupaten,17,1701,5,2024,4.08,0.16
kabupaten,17,1701,6,2024,6.22,5.11
kabupaten,17,1701,7,2024,2.52,16.55
kabupaten,17,1701,8,2024,3.68,6.69
kabupaten,17,1701,9,2024,9.71,2.24
kabupaten,17,1701,10,2024,9.25,4.37
kabupaten,17,1701,11,2024,6.65,5.55
kabupaten,17,1701,12,2024,4.62,4.44
kabupaten,17,1701,13,2024,8.21,0.29
kabupaten,17,1701,14,2024,8.58,10.06
kabupaten,17,1701,15,2024,6.58,5.44
kabupaten,17,1701,16,2024,8.21,1.71
kabupaten,17,1701,17,2024,9.06,0.71
kabupaten,17,1701,1,2025,3.55,31.09
kabupaten,17,1701,2,2025,5.2,2.32
kabupaten,17,1701,3,2025,10.39,3.07
kabupaten,17,1701,4,2025,4.16,0.11
kabupaten,17,1701,5,2025,-1.05,0.15
kabupaten,17,1701,6,2025,1.74,4.97
kabupaten,17,1701,7,2025,3.12,16.32
kabupaten,17,1701,8,2025,8.02,6.91
kabupaten,17,1701,9,2025,10.86,2.37
kabupaten,17,1701,10,2025,8.22,4.52
kabupaten,17,1701,11,2025,7.42,5.7
kabupaten,17,1701,12,2025,5.48,4.48
kabupaten,17,1701,13,2025,7.08,0.29
kabupaten,17,1701,14,2025,0.48,9.67
kabupaten,17,1701,15,2025,6.97,5.56
kabupaten,17,1701,16,2025,4.55,1.71
kabupaten,17,1701,17,2025,10.16,0.75
kabupaten,17,1709,1,2021,0,29.53
kabupaten,17,1709,2,2021,0,14.18
kabupaten,17,1709,3,2021,0,14.47
kabupaten,17,1709,4,2021,0,0.05
kabupaten,17,1709,5,2021,0,0.11
kabupaten,17,1709,6,2021,0,4.53
kabupaten,17,1709,7,2021,0,8.18
kabupaten,17,1709,8,2021,0,1.23
kabupaten,17,1709,9,2021,0,2.02
kabupaten,17,1709,10,2021,0,0.73
kabupaten,17,1709,11,2021,0,2.61
kabupaten,17,1709,12,2021,0,4.12
kabupaten,17,1709,13,2021,0,0.09
kabupaten,17,1709,14,2021,0,15.19
kabupaten,17,1709,15,2021,0,2.1
kabupaten,17,1709,16,2021,0,0.57
kabupaten,17,1709,17,2021,0,0.28
kabupaten,17,1709,1,2022,4.5,29.95
kabupaten,17,1709,2,2022,1.12,13.92
kabupaten,17,1709,3,2022,3.01,14.47
kabupaten,17,1709,4,2022,8.22,0.05
kabupaten,17,1709,5,2022,5.72,0.12
kabupaten,17,1709,6,2022,1.9,4.48
kabupaten,17,1709,7,2022,5.14,8.34
kabupaten,17,1709,8,2022,7.17,1.28
kabupaten,17,1709,9,2022,7.58,2.11
kabupaten,17,1709,10,2022,7.43,0.77
kabupaten,17,1709,11,2022,-0.86,2.52
kabupaten,17,1709,12,2022,3.5,4.14
kabupaten,17,1709,13,2022,11.07,0.09
kabupaten,17,1709,14,2022,0.16,14.77
kabupaten,17,1709,15,2022,4.41,2.13
kabupaten,17,1709,16,2022,4.63,0.58
kabupaten,17,1709,17,2022,8.82,0.29
kabupaten,17,1709,1,2023,1.73,29.35
kabupaten,17,1709,2,2023,7.73,14.44
kabupaten,17,1709,3,2023,1.46,14.14
kabupaten,17,1709,4,2023,3.8,0.05
kabupaten,17,1709,5,2023,4.56,0.12
kabupaten,17,1709,6,2023,5.43,4.55
kabupaten,17,1709,7,2023,3.09,8.29
kabupaten,17,1709,8,2023,6.53,1.31
kabupaten,17,1709,9,2023,9.39,2.22
kabupaten,17,1709,10,2023,8.12,0.8
kabupaten,17,1709,11,2023,-5.39,2.29
kabupaten,17,1709,12,2023,5.32,4.2
kabupaten,17,1709,13,2023,7.83,0.1
kabupaten,17,1709,14,2023,6.04,15.08
kabupaten,17,1709,15,2023,4.89,2.15
kabupaten,17,1709,16,2023,8.39,0.61
kabupaten,17,1709,17,2023,10.02,0.31
kabupaten,17,1709,1,2024,3.03,29.09
kabupaten,17,1709,2,2024,1.72,14.13
kabupaten,17,1709,3,2024,0.83,13.72
kabupaten,17,1709,4,2024,4.27,0.05
kabupaten,17,1709,5,2024,6.27,0.12
kabupaten,17,1709,6,2024,5,4.6
kabupaten,17,1709,7,2024,3.34,8.24
kabupaten,17,1709,8,2024,3.94,1.31
kabupaten,17,1709,9,2024,9.04,2.33
kabupaten,17,1709,10,2024,8.14,0.83
kabupaten,17,1709,11,2024,5.5,2.33
kabupaten,17,1709,12,2024,4.36,4.21
kabupaten,17,1709,13,2024,7.92,0.1
kabupaten,17,1709,14,2024,8.98,15.81
kabupaten,17,1709,15,2024,5.87,2.19
kabupaten,17,1709,16,2024,8.79,0.63
kabupaten,17,1709,17,2024,9.42,0.33
kabupaten,17,1709,1,2025,6.52,29.79
kabupaten,17,1709,2,2025,-9.33,12.32
kabupaten,17,1709,3,2025,9.73,14.47
kabupaten,17,1709,4,2025,3.51,0.05
kabupaten,17,1709,5,2025,0.51,0.11
kabupaten,17,1709,6,2025,4.07,4.6
kabupaten,17,1709,7,2025,3.73,8.21
kabupaten,17,1709,8,2025,11.15,1.4
kabupaten,17,1709,9,2025,12.69,2.52
kabupaten,17,1709,10,2025,9.81,0.88
kabupaten,17,1709,11,2025,10.79,2.48
kabupaten,17,1709,12,2025,5.94,4.29
kabupaten,17,1709,13,2025,7.95,0.1
kabupaten,17,1709,14,2025,2.06,15.52
kabupaten,17,1709,15,2025,7.33,2.26
kabupaten,17,1709,16,2025,7.74,0.66
kabupaten,17,1709,17,2025,11.04,0.35
kabupaten,17,1703,1,2021,0,35.39
kabupaten,17,1703,2,2021,0,17.13
kabupaten,17,1703,3,2021,0,7.64
kabupaten,17,1703,4,2021,0,0.09
kabupaten,17,1703,5,2021,0,0.16
kabupaten,17,1703,6,2021,0,4.39
kabupaten,17,1703,7,2021,0,8.54
kabupaten,17,1703,8,2021,0,2.31
kabupaten,17,1703,9,2021,0,0.7
kabupaten,17,1703,10,2021,0,1.94
kabupaten,17,1703,11,2021,0,3.8
kabupaten,17,1703,12,2021,0,2.44
kabupaten,17,1703,13,2021,0,0.11
kabupaten,17,1703,14,2021,0,8.3
kabupaten,17,1703,15,2021,0,5.19
kabupaten,17,1703,16,2021,0,1.36
kabupaten,17,1703,17,2021,0,0.52
kabupaten,17,1703,1,2022,11.48,31.56
kabupaten,17,1703,2,2022,101.02,27.56
kabupaten,17,1703,3,2022,6.66,6.52
kabupaten,17,1703,4,2022,10.27,0.08
kabupaten,17,1703,5,2022,6.42,0.14
kabupaten,17,1703,6,2022,7.13,3.77
kabupaten,17,1703,7,2022,12.45,7.69
kabupaten,17,1703,8,2022,15.13,2.13
kabupaten,17,1703,9,2022,10.51,0.62
kabupaten,17,1703,10,2022,12.49,1.74
kabupaten,17,1703,11,2022,5.93,3.22
kabupaten,17,1703,12,2022,5.57,2.06
kabupaten,17,1703,13,2022,13.91,0.1
kabupaten,17,1703,14,2022,0.79,6.69
kabupaten,17,1703,15,2022,9,4.52
kabupaten,17,1703,16,2022,6.93,1.16
kabupaten,17,1703,17,2022,11.04,0.46
kabupaten,17,1703,1,2023,10.12,34.28
kabupaten,17,1703,2,2023,-18.46,22.16
kabupaten,17,1703,3,2023,4.5,6.72
kabupaten,17,1703,4,2023,5.25,0.08
kabupaten,17,1703,5,2023,6.04,0.15
kabupaten,17,1703,6,2023,9.13,4.05
kabupaten,17,1703,7,2023,9.26,8.28
kabupaten,17,1703,8,2023,18.65,2.49
kabupaten,17,1703,9,2023,11.6,0.68
kabupaten,17,1703,10,2023,12.68,1.94
kabupaten,17,1703,11,2023,-2.89,3.08
kabupaten,17,1703,12,2023,8.15,2.2
kabupaten,17,1703,13,2023,11.88,0.11
kabupaten,17,1703,14,2023,7.82,7.11
kabupaten,17,1703,15,2023,8.73,4.85
kabupaten,17,1703,16,2023,14.52,1.31
kabupaten,17,1703,17,2023,13.45,0.52
kabupaten,17,1703,1,2024,15.76,38.78
kabupaten,17,1703,2,2024,-30.5,15.05
kabupaten,17,1703,3,2024,4.29,6.84
kabupaten,17,1703,4,2024,4.98,0.08
kabupaten,17,1703,5,2024,12.26,0.16
kabupaten,17,1703,6,2024,6.51,4.22
kabupaten,17,1703,7,2024,6.21,8.6
kabupaten,17,1703,8,2024,9.64,2.67
kabupaten,17,1703,9,2024,12.28,0.74
kabupaten,17,1703,10,2024,10.8,2.1
kabupaten,17,1703,11,2024,6.99,3.22
kabupaten,17,1703,12,2024,5.33,2.26
kabupaten,17,1703,13,2024,11.36,0.12
kabupaten,17,1703,14,2024,10.04,7.65
kabupaten,17,1703,15,2024,15.89,5.49
kabupaten,17,1703,16,2024,12.79,1.45
kabupaten,17,1703,17,2024,13.42,0.57
kabupaten,17,1703,1,2025,14.02,41.32
kabupaten,17,1703,2,2025,-15.52,11.88
kabupaten,17,1703,3,2025,13.29,7.25
kabupaten,17,1703,4,2025,3.49,0.08
kabupaten,17,1703,5,2025,2.78,0.15
kabupaten,17,1703,6,2025,4.38,4.11
kabupaten,17,1703,7,2025,5.41,8.47
kabupaten,17,1703,8,2025,11.09,2.77
kabupaten,17,1703,9,2025,15.36,0.8
kabupaten,17,1703,10,2025,10.19,2.16
kabupaten,17,1703,11,2025,12.7,3.39
kabupaten,17,1703,12,2025,5.46,2.23
kabupaten,17,1703,13,2025,9.93,0.12
kabupaten,17,1703,14,2025,4.77,7.49
kabupaten,17,1703,15,2025,10.59,5.68
kabupaten,17,1703,16,2025,10.14,1.49
kabupaten,17,1703,17,2025,12.7,0.6
kabupaten,17,1704,1,2021,0,49.06
kabupaten,17,1704,2,2021,0,4.31
kabupaten,17,1704,3,2021,0,3.73
kabupaten,17,1704,4,2021,0,0.08
kabupaten,17,1704,5,2021,0,0.24
kabupaten,17,1704,6,2021,0,6.26
kabupaten,17,1704,7,2021,0,9.8
kabupaten,17,1704,8,2021,0,4.74
kabupaten,17,1704,9,2021,0,1.28
kabupaten,17,1704,10,2021,0,3.42
kabupaten,17,1704,11,2021,0,1.25
kabupaten,17,1704,12,2021,0,4.31
kabupaten,17,1704,13,2021,0,0.05
kabupaten,17,1704,14,2021,0,7.93
kabupaten,17,1704,15,2021,0,2.76
kabupaten,17,1704,16,2021,0,0.55
kabupaten,17,1704,17,2021,0,0.24
kabupaten,17,1704,1,2022,4.03,49.18
kabupaten,17,1704,2,2022,0.63,4.17
kabupaten,17,1704,3,2022,3.82,3.73
kabupaten,17,1704,4,2022,8.15,0.08
kabupaten,17,1704,5,2022,4.36,0.24
kabupaten,17,1704,6,2022,0.68,6.07
kabupaten,17,1704,7,2022,5.58,9.97
kabupaten,17,1704,8,2022,7.68,4.92
kabupaten,17,1704,9,2022,9.21,1.35
kabupaten,17,1704,10,2022,7.81,3.55
kabupaten,17,1704,11,2022,-1.75,1.18
kabupaten,17,1704,12,2022,3.72,4.3
kabupaten,17,1704,13,2022,12.28,0.05
kabupaten,17,1704,14,2022,0.17,7.65
kabupaten,17,1704,15,2022,2.76,2.73
kabupaten,17,1704,16,2022,4.8,0.56
kabupaten,17,1704,17,2022,6.43,0.25
kabupaten,17,1704,1,2023,2.62,48.8
kabupaten,17,1704,2,2023,2.87,4.15
kabupaten,17,1704,3,2023,1.63,3.67
kabupaten,17,1704,4,2023,2.01,0.08
kabupaten,17,1704,5,2023,2.43,0.24
kabupaten,17,1704,6,2023,3.87,6.1
kabupaten,17,1704,7,2023,1.25,9.77
kabupaten,17,1704,8,2023,6.52,5.07
kabupaten,17,1704,9,2023,9.02,1.42
kabupaten,17,1704,10,2023,9.12,3.75
kabupaten,17,1704,11,2023,-5.24,1.08
kabupaten,17,1704,12,2023,4.59,4.35
kabupaten,17,1704,13,2023,7.81,0.06
kabupaten,17,1704,14,2023,6.05,7.85
kabupaten,17,1704,15,2023,4.85,2.77
kabupaten,17,1704,16,2023,7.98,0.58
kabupaten,17,1704,17,2023,8.56,0.26
kabupaten,17,1704,1,2024,2.81,48.17
kabupaten,17,1704,2,2024,3.22,4.12
kabupaten,17,1704,3,2024,2.7,3.62
kabupaten,17,1704,4,2024,3.94,0.08
kabupaten,17,1704,5,2024,6.11,0.24
kabupaten,17,1704,6,2024,5.69,6.19
kabupaten,17,1704,7,2024,2.94,9.65
kabupaten,17,1704,8,2024,5.19,5.12
kabupaten,17,1704,9,2024,9.34,1.5
kabupaten,17,1704,10,2024,9.22,3.93
kabupaten,17,1704,11,2024,5.2,1.09
kabupaten,17,1704,12,2024,4.18,4.35
kabupaten,17,1704,13,2024,7.97,0.06
kabupaten,17,1704,14,2024,8.37,8.17
kabupaten,17,1704,15,2024,6.14,2.82
kabupaten,17,1704,16,2024,9.1,0.61
kabupaten,17,1704,17,2024,9.27,0.27
kabupaten,17,1704,1,2025,4.02,47.9
kabupaten,17,1704,2,2025,4.21,4.1
kabupaten,17,1704,3,2025,10.22,3.81
kabupaten,17,1704,4,2025,3.79,0.08
kabupaten,17,1704,5,2025,0,0.23
kabupaten,17,1704,6,2025,3.11,6.1
kabupaten,17,1704,7,2025,2.75,9.48
kabupaten,17,1704,8,2025,8.48,5.31
kabupaten,17,1704,9,2025,12.08,1.6
kabupaten,17,1704,10,2025,8.78,4.09
kabupaten,17,1704,11,2025,9,1.14
kabupaten,17,1704,12,2025,5.2,4.38
kabupaten,17,1704,13,2025,7.38,0.06
kabupaten,17,1704,14,2025,1.34,7.91
kabupaten,17,1704,15,2025,7.24,2.89
kabupaten,17,1704,16,2025,6.83,0.62
kabupaten,17,1704,17,2025,9.62,0.28
kabupaten,17,1708,1,2021,0,41.37
kabupaten,17,1708,2,2021,0,2.34
kabupaten,17,1708,3,2021,0,7.35
kabupaten,17,1708,4,2021,0,0.17
kabupaten,17,1708,5,2021,0,0.17
kabupaten,17,1708,6,2021,0,5.36
kabupaten,17,1708,7,2021,0,10.13
kabupaten,17,1708,8,2021,0,2.9
kabupaten,17,1708,9,2021,0,1.96
kabupaten,17,1708,10,2021,0,2.29
kabupaten,17,1708,11,2021,0,1.25
kabupaten,17,1708,12,2021,0,3.37
kabupaten,17,1708,13,2021,0,0.13
kabupaten,17,1708,14,2021,0,13.95
kabupaten,17,1708,15,2021,0,5.12
kabupaten,17,1708,16,2021,0,1.5
kabupaten,17,1708,17,2021,0,0.63
kabupaten,17,1708,1,2022,5.32,41.82
kabupaten,17,1708,2,2022,0.6,2.26
kabupaten,17,1708,3,2022,4.02,7.34
kabupaten,17,1708,4,2022,8.69,0.18
kabupaten,17,1708,5,2022,6.05,0.17
kabupaten,17,1708,6,2022,1.29,5.21
kabupaten,17,1708,7,2022,4.87,10.19
kabupaten,17,1708,8,2022,7.62,3
kabupaten,17,1708,9,2022,9.01,2.05
kabupaten,17,1708,10,2022,8.73,2.39
kabupaten,17,1708,11,2022,-1.48,1.18
kabupaten,17,1708,12,2022,3.95,3.36
kabupaten,17,1708,13,2022,10.97,0.14
kabupaten,17,1708,14,2022,-0.02,13.39
kabupaten,17,1708,15,2022,4.99,5.16
kabupaten,17,1708,16,2022,3.56,1.49
kabupaten,17,1708,17,2022,9.05,0.66
kabupaten,17,1708,1,2023,2.41,41.18
kabupaten,17,1708,2,2023,4.94,2.28
kabupaten,17,1708,3,2023,3.03,7.27
kabupaten,17,1708,4,2023,5.35,0.18
kabupaten,17,1708,5,2023,4.33,0.17
kabupaten,17,1708,6,2023,5.21,5.27
kabupaten,17,1708,7,2023,3.1,10.11
kabupaten,17,1708,8,2023,7.3,3.09
kabupaten,17,1708,9,2023,9.96,2.16
kabupaten,17,1708,10,2023,9.58,2.52
kabupaten,17,1708,11,2023,-4.17,1.09
kabupaten,17,1708,12,2023,5.21,3.4
kabupaten,17,1708,13,2023,8.08,0.15
kabupaten,17,1708,14,2023,6.2,13.67
kabupaten,17,1708,15,2023,4.9,5.2
kabupaten,17,1708,16,2023,8.32,1.55
kabupaten,17,1708,17,2023,10.01,0.7
kabupaten,17,1708,1,2024,2.49,40.48
kabupaten,17,1708,2,2024,4.4,2.28
kabupaten,17,1708,3,2024,2.66,7.16
kabupaten,17,1708,4,2024,4.06,0.18
kabupaten,17,1708,5,2024,5.89,0.18
kabupaten,17,1708,6,2024,5.07,5.31
kabupaten,17,1708,7,2024,2.9,9.97
kabupaten,17,1708,8,2024,5.34,3.12
kabupaten,17,1708,9,2024,9.51,2.27
kabupaten,17,1708,10,2024,9.04,2.63
kabupaten,17,1708,11,2024,5.26,1.1
kabupaten,17,1708,12,2024,4.05,3.39
kabupaten,17,1708,13,2024,8.28,0.16
kabupaten,17,1708,14,2024,7.69,14.12
kabupaten,17,1708,15,2024,6.17,5.3
kabupaten,17,1708,16,2024,9.02,1.62
kabupaten,17,1708,17,2024,8.98,0.73
kabupaten,17,1707,1,2021,0,39.87
kabupaten,17,1707,2,2021,0,5.32
kabupaten,17,1707,3,2021,0,5.59
kabupaten,17,1707,4,2021,0,0.12
kabupaten,17,1707,5,2021,0,0.28
kabupaten,17,1707,6,2021,0,8.4
kabupaten,17,1707,7,2021,0,9.31
kabupaten,17,1707,8,2021,0,4.63
kabupaten,17,1707,9,2021,0,1.32
kabupaten,17,1707,10,2021,0,1.87
kabupaten,17,1707,11,2021,0,1.22
kabupaten,17,1707,12,2021,0,6.09
kabupaten,17,1707,13,2021,0,0.17
kabupaten,17,1707,14,2021,0,11.59
kabupaten,17,1707,15,2021,0,2.7
kabupaten,17,1707,16,2021,0,0.83
kabupaten,17,1707,17,2021,0,0.67
kabupaten,17,1707,1,2022,4.07,40.3
kabupaten,17,1707,2,2022,-2.36,5.04
kabupaten,17,1707,3,2022,3.04,5.59
kabupaten,17,1707,4,2022,8.05,0.12
kabupaten,17,1707,5,2022,5.5,0.29
kabupaten,17,1707,6,2022,0.27,8.18
kabupaten,17,1707,7,2022,4.76,9.47
kabupaten,17,1707,8,2022,4.25,4.69
kabupaten,17,1707,9,2022,7.61,1.38
kabupaten,17,1707,10,2022,7.45,1.96
kabupaten,17,1707,11,2022,-3.85,1.14
kabupaten,17,1707,12,2022,3.78,6.14
kabupaten,17,1707,13,2022,10.08,0.18
kabupaten,17,1707,14,2022,0.19,11.28
kabupaten,17,1707,15,2022,2.96,2.7
kabupaten,17,1707,16,2022,4.05,0.84
kabupaten,17,1707,17,2022,6.88,0.69
kabupaten,17,1707,1,2023,0.53,39.39
kabupaten,17,1707,2,2023,4.58,5.13
kabupaten,17,1707,3,2023,2.39,5.57
kabupaten,17,1707,4,2023,2.13,0.12
kabupaten,17,1707,5,2023,3.53,0.29
kabupaten,17,1707,6,2023,4.32,8.3
kabupaten,17,1707,7,2023,1.7,9.36
kabupaten,17,1707,8,2023,4.53,4.77
kabupaten,17,1707,9,2023,9.41,1.47
kabupaten,17,1707,10,2023,9.19,2.08
kabupaten,17,1707,11,2023,-4.67,1.06
kabupaten,17,1707,12,2023,5.09,6.27
kabupaten,17,1707,13,2023,7.47,0.19
kabupaten,17,1707,14,2023,6.12,11.64
kabupaten,17,1707,15,2023,4.3,2.74
kabupaten,17,1707,16,2023,8.25,0.89
kabupaten,17,1707,17,2023,9.5,0.74
kabupaten,17,1707,1,2024,2.5,38.71
kabupaten,17,1707,2,2024,5.54,5.19
kabupaten,17,1707,3,2024,2.38,5.47
kabupaten,17,1707,4,2024,4.17,0.12
kabupaten,17,1707,5,2024,6.07,0.3
kabupaten,17,1707,6,2024,5.5,8.39
kabupaten,17,1707,7,2024,2.9,9.24
kabupaten,17,1707,8,2024,5.36,4.82
kabupaten,17,1707,9,2024,9.51,1.55
kabupaten,17,1707,10,2024,8.79,2.17
kabupaten,17,1707,11,2024,5.34,1.07
kabupaten,17,1707,12,2024,4.09,6.26
kabupaten,17,1707,13,2024,8.07,0.2
kabupaten,17,1707,14,2024,7.93,12.04
kabupaten,17,1707,15,2024,6.09,2.78
kabupaten,17,1707,16,2024,9.03,0.93
kabupaten,17,1707,17,2024,9.38,0.78
kabupaten,17,1707,1,2025,2.29,38.07
kabupaten,17,1707,2,2025,4.89,5.23
kabupaten,17,1707,3,2025,10.61,5.81
kabupaten,17,1707,4,2025,3.67,0.12
kabupaten,17,1707,5,2025,-0.28,0.28
kabupaten,17,1707,6,2025,3.16,8.32
kabupaten,17,1707,7,2025,2.41,9.1
kabupaten,17,1707,8,2025,9.58,5.07
kabupaten,17,1707,9,2025,8.44,1.61
kabupaten,17,1707,10,2025,8.65,2.26
kabupaten,17,1707,11,2025,8.99,1.12
kabupaten,17,1707,12,2025,5.49,6.35
kabupaten,17,1707,13,2025,7.68,0.21
kabupaten,17,1707,14,2025,1.83,11.79
kabupaten,17,1707,15,2025,7.08,2.86
kabupaten,17,1707,16,2025,7.39,0.96
kabupaten,17,1707,17,2025,10.54,0.82
kabupaten,17,1702,1,2021,0,29.73
kabupaten,17,1702,2,2021,0,1.36
kabupaten,17,1702,3,2021,0,4.07
kabupaten,17,1702,4,2021,0,0.11
kabupaten,17,1702,5,2021,0,0.17
kabupaten,17,1702,6,2021,0,3.9
kabupaten,17,1702,7,2021,0,18.08
kabupaten,17,1702,8,2021,0,5.98
kabupaten,17,1702,9,2021,0,1.89
kabupaten,17,1702,10,2021,0,3.35
kabupaten,17,1702,11,2021,0,3.38
kabupaten,17,1702,12,2021,0,3.96
kabupaten,17,1702,13,2021,0,0.14
kabupaten,17,1702,14,2021,0,9.67
kabupaten,17,1702,15,2021,0,10
kabupaten,17,1702,16,2021,0,2.97
kabupaten,17,1702,17,2021,0,1.24
kabupaten,17,1702,1,2022,5.19,29.99
kabupaten,17,1702,2,2022,0.96,1.32
kabupaten,17,1702,3,2022,3.64,4.04
kabupaten,17,1702,4,2022,6.45,0.11
kabupaten,17,1702,5,2022,3.31,0.17
kabupaten,17,1702,6,2022,0.68,3.76
kabupaten,17,1702,7,2022,5.54,18.29
kabupaten,17,1702,8,2022,5.34,6.04
kabupaten,17,1702,9,2022,7.1,1.94
kabupaten,17,1702,10,2022,7.95,3.47
kabupaten,17,1702,11,2022,-1.32,3.2
kabupaten,17,1702,12,2022,3.18,3.91
kabupaten,17,1702,13,2022,10.97,0.15
kabupaten,17,1702,14,2022,-0.03,9.27
kabupaten,17,1702,15,2022,4.6,10.02
kabupaten,17,1702,16,2022,5.8,3.01
kabupaten,17,1702,17,2022,8.96,1.29
kabupaten,17,1702,1,2023,1.99,29.39
kabupaten,17,1702,2,2023,4.69,1.32
kabupaten,17,1702,3,2023,3.26,4.01
kabupaten,17,1702,4,2023,3.31,0.11
kabupaten,17,1702,5,2023,6.49,0.18
kabupaten,17,1702,6,2023,4.9,3.79
kabupaten,17,1702,7,2023,3.19,18.14
kabupaten,17,1702,8,2023,5.71,6.14
kabupaten,17,1702,9,2023,9.33,2.04
kabupaten,17,1702,10,2023,9.15,3.64
kabupaten,17,1702,11,2023,-5.52,2.91
kabupaten,17,1702,12,2023,5.94,3.98
kabupaten,17,1702,13,2023,7.67,0.16
kabupaten,17,1702,14,2023,6.77,9.51
kabupaten,17,1702,15,2023,4.35,10.05
kabupaten,17,1702,16,2023,10.07,3.19
kabupaten,17,1702,17,2023,15.27,1.43
kabupaten,17,1702,1,2024,2.92,29.01
kabupaten,17,1702,2,2024,2.24,1.3
kabupaten,17,1702,3,2024,1.56,3.91
kabupaten,17,1702,4,2024,3.6,0.11
kabupaten,17,1702,5,2024,6.02,0.18
kabupaten,17,1702,6,2024,4.37,3.79
kabupaten,17,1702,7,2024,2.72,17.87
kabupaten,17,1702,8,2024,1.25,5.96
kabupaten,17,1702,9,2024,9.6,2.15
kabupaten,17,1702,10,2024,9.7,3.83
kabupaten,17,1702,11,2024,5.14,2.93
kabupaten,17,1702,12,2024,3.69,3.96
kabupaten,17,1702,13,2024,8.43,0.16
kabupaten,17,1702,14,2024,7.07,9.77
kabupaten,17,1702,15,2024,6.37,10.25
kabupaten,17,1702,16,2024,8.65,3.32
kabupaten,17,1702,17,2024,9.92,1.51
kabupaten,17,1702,1,2025,2.31,28.48
kabupaten,17,1702,2,2025,5.33,1.31
kabupaten,17,1702,3,2025,10.45,4.14
kabupaten,17,1702,4,2025,2.96,0.11
kabupaten,17,1702,5,2025,0.08,0.17
kabupaten,17,1702,6,2025,2.72,3.74
kabupaten,17,1702,7,2025,2.86,17.64
kabupaten,17,1702,8,2025,4.78,5.99
kabupaten,17,1702,9,2025,11.19,2.29
kabupaten,17,1702,10,2025,7.65,3.95
kabupaten,17,1702,11,2025,9.18,3.07
kabupaten,17,1702,12,2025,5.3,4
kabupaten,17,1702,13,2025,7.26,0.17
kabupaten,17,1702,14,2025,0.94,9.46
kabupaten,17,1702,15,2025,6.21,10.45
kabupaten,17,1702,16,2025,7.43,3.42
kabupaten,17,1702,17,2025,10.02,1.59
kabupaten,17,1705,1,2021,0,47.43
kabupaten,17,1705,2,2021,0,3.49
kabupaten,17,1705,3,2021,0,8.26
kabupaten,17,1705,4,2021,0,0.12
kabupaten,17,1705,5,2021,0,0.18
kabupaten,17,1705,6,2021,0,5.29
kabupaten,17,1705,7,2021,0,8.42
kabupaten,17,1705,8,2021,0,2.28
kabupaten,17,1705,9,2021,0,1.55
kabupaten,17,1705,10,2021,0,1.22
kabupaten,17,1705,11,2021,0,0.84
kabupaten,17,1705,12,2021,0,4.51
kabupaten,17,1705,13,2021,0,0.12
kabupaten,17,1705,14,2021,0,9.36
kabupaten,17,1705,15,2021,0,5.27
kabupaten,17,1705,16,2021,0,1.01
kabupaten,17,1705,17,2021,0,0.66
kabupaten,17,1705,1,2022,2.25,47.12
kabupaten,17,1705,2,2022,2.56,3.48
kabupaten,17,1705,3,2022,5.3,8.45
kabupaten,17,1705,4,2022,5.54,0.13
kabupaten,17,1705,5,2022,4.04,0.18
kabupaten,17,1705,6,2022,3.9,5.34
kabupaten,17,1705,7,2022,5.52,8.63
kabupaten,17,1705,8,2022,4.84,2.33
kabupaten,17,1705,9,2022,7.68,1.63
