tingkat_wilayah,provinsi_id,kabupaten_id,sektor_id,tahun,pertumbuhan,kontribusi
kabupaten,11,1175,10,2021,0,3.41
kabupaten,11,1175,11,2021,0,1.85
kabupaten,11,1175,12,2021,0,3.29
kabupaten,11,1175,13,2021,0,0.32
kabupaten,11,1175,14,2021,0,6.98
kabupaten,11,1175,15,2021,0,2.37
kabupaten,11,1175,16,2021,0,2.04
kabupaten,11,1175,17,2021,0,0.63
kabupaten,11,1175,1,2022,2.67,22.37
kabupaten,11,1175,2,2022,-7.54,2
kabupaten,11,1175,3,2022,6.92,14.26
kabupaten,11,1175,4,2022,3.27,0.11
kabupaten,11,1175,5,2022,0,0.02
kabupaten,11,1175,6,2022,2.98,15.66
kabupaten,11,1175,7,2022,6.12,18.52
kabupaten,11,1175,8,2022,4.41,5.37
kabupaten,11,1175,9,2022,24.6,0.94
kabupaten,11,1175,10,2022,8.15,3.54
kabupaten,11,1175,11,2022,-4.81,1.69
kabupaten,11,1175,12,2022,2.93,3.26
kabupaten,11,1175,13,2022,10.06,0.34
kabupaten,11,1175,14,2022,0.71,6.76
kabupaten,11,1175,15,2022,3.04,2.35
kabupaten,11,1175,16,2022,9.56,2.14
kabupaten,11,1175,17,2022,11.33,0.67
kabupaten,11,1175,1,2023,7.21,23.05
kabupaten,11,1175,2,2023,-0.94,1.9
kabupaten,11,1175,3,2023,5.54,14.47
kabupaten,11,1175,4,2023,4.43,0.11
kabupaten,11,1175,5,2023,0,0.02
kabupaten,11,1175,6,2023,2.3,15.39
kabupaten,11,1175,7,2023,6.06,18.88
kabupaten,11,1175,8,2023,2.71,5.3
kabupaten,11,1175,9,2023,5.52,0.96
kabupaten,11,1175,10,2023,2.36,3.48
kabupaten,11,1175,11,2023,-10.9,1.45
kabupaten,11,1175,12,2023,2.46,3.21
kabupaten,11,1175,13,2023,-1.36,0.33
kabupaten,11,1175,14,2023,-0.35,6.47
kabupaten,11,1175,15,2023,1.45,2.29
kabupaten,11,1175,16,2023,-1.15,2.03
kabupaten,11,1175,17,2023,4.09,0.67
kabupaten,11,1175,1,2024,3.38,22.89
kabupaten,11,1175,2,2024,-2.9,1.77
kabupaten,11,1175,3,2024,4.35,14.5
kabupaten,11,1175,4,2024,4.24,0.11
kabupaten,11,1175,5,2024,4,0.02
kabupaten,11,1175,6,2024,3.63,15.32
kabupaten,11,1175,7,2024,2.69,18.62
kabupaten,11,1175,8,2024,13.38,5.78
kabupaten,11,1175,9,2024,3.35,0.95
kabupaten,11,1175,10,2024,2.19,3.42
kabupaten,11,1175,11,2024,22.34,1.7
kabupaten,11,1175,12,2024,2.66,3.16
kabupaten,11,1175,13,2024,3.75,0.32
kabupaten,11,1175,14,2024,4.58,6.5
kabupaten,11,1175,15,2024,4.14,2.29
kabupaten,11,1175,16,2024,1.61,1.99
kabupaten,11,1175,17,2024,4.12,0.67
kabupaten,11,1175,1,2025,6.98,23.58
kabupaten,11,1175,2,2025,-3.58,1.65
kabupaten,11,1175,3,2025,5.42,14.72
kabupaten,11,1175,4,2025,1.74,0.1
kabupaten,11,1175,5,2025,0,0.02
kabupaten,11,1175,6,2025,-1.33,14.56
kabupaten,11,1175,7,2025,3.7,18.6
kabupaten,11,1175,8,2025,6.57,5.93
kabupaten,11,1175,9,2025,4.02,0.95
kabupaten,11,1175,10,2025,2.76,3.38
kabupaten,11,1175,11,2025,4.2,1.71
kabupaten,11,1175,12,2025,5.05,3.2
kabupaten,11,1175,13,2025,0.76,0.31
kabupaten,11,1175,14,2025,2.1,6.39
kabupaten,11,1175,15,2025,4.17,2.3
kabupaten,11,1175,16,2025,2.42,1.96
kabupaten,11,1175,17,2025,2.03,0.66
kabupaten,13,1301,1,2021,0,36.79
kabupaten,13,1301,2,2021,0,3.55
kabupaten,13,1301,3,2021,0,7.41
kabupaten,13,1301,4,2021,0,0.03
kabupaten,13,1301,5,2021,0,0.07
kabupaten,13,1301,6,2021,0,10.05
kabupaten,13,1301,7,2021,0,13.26
kabupaten,13,1301,8,2021,0,3.91
kabupaten,13,1301,9,2021,0,1.03
kabupaten,13,1301,10,2021,0,8.7
kabupaten,13,1301,11,2021,0,2.11
kabupaten,13,1301,12,2021,0,1.41
kabupaten,13,1301,13,2021,0,0.05
kabupaten,13,1301,14,2021,0,5.9
kabupaten,13,1301,15,2021,0,3.19
kabupaten,13,1301,16,2021,0,1.51
kabupaten,13,1301,17,2021,0,1.02
kabupaten,13,1301,1,2022,3.82,36.72
kabupaten,13,1301,2,2022,2.17,3.49
kabupaten,13,1301,3,2022,2.18,7.28
kabupaten,13,1301,4,2022,4.55,0.03
kabupaten,13,1301,5,2022,1.8,0.07
kabupaten,13,1301,6,2022,2.7,9.93
kabupaten,13,1301,7,2022,5.82,13.49
kabupaten,13,1301,8,2022,4.37,3.92
kabupaten,13,1301,9,2022,11.1,1.1
kabupaten,13,1301,10,2022,7.21,8.97
kabupaten,13,1301,11,2022,3.69,2.11
kabupaten,13,1301,12,2022,3.61,1.4
kabupaten,13,1301,13,2022,4.37,0.05
kabupaten,13,1301,14,2022,-1.12,5.61
kabupaten,13,1301,15,2022,4.86,3.22
kabupaten,13,1301,16,2022,4.61,1.52
kabupaten,13,1301,17,2022,12.14,1.1
kabupaten,13,1301,1,2023,3.15,36.35
kabupaten,13,1301,2,2023,4.18,3.49
kabupaten,13,1301,3,2023,2.47,7.16
kabupaten,13,1301,4,2023,4.35,0.03
kabupaten,13,1301,5,2023,4.57,0.07
kabupaten,13,1301,6,2023,5.94,10.09
kabupaten,13,1301,7,2023,4.92,13.58
kabupaten,13,1301,8,2023,5.5,3.97
kabupaten,13,1301,9,2023,7.34,1.14
kabupaten,13,1301,10,2023,7.29,9.24
kabupaten,13,1301,11,2023,4.04,2.1
kabupaten,13,1301,12,2023,5.45,1.42
kabupaten,13,1301,13,2023,4.94,0.05
kabupaten,13,1301,14,2023,1.55,5.47
kabupaten,13,1301,15,2023,1.73,3.14
kabupaten,13,1301,16,2023,7,1.56
kabupaten,13,1301,17,2023,8.11,1.14
kabupaten,13,1301,1,2024,1.63,35.58
kabupaten,13,1301,2,2024,4.71,3.52
kabupaten,13,1301,3,2024,3.35,7.13
kabupaten,13,1301,4,2024,5.06,0.03
kabupaten,13,1301,5,2024,1.55,0.07
kabupaten,13,1301,6,2024,4.05,10.11
kabupaten,13,1301,7,2024,5.07,13.74
kabupaten,13,1301,8,2024,5.57,4.04
kabupaten,13,1301,9,2024,6.36,1.17
kabupaten,13,1301,10,2024,5.16,9.35
kabupaten,13,1301,11,2024,6.68,2.16
kabupaten,13,1301,12,2024,5.61,1.45
kabupaten,13,1301,13,2024,4.35,0.05
kabupaten,13,1301,14,2024,9.17,5.75
kabupaten,13,1301,15,2024,2.96,3.11
kabupaten,13,1301,16,2024,4.55,1.57
kabupaten,13,1301,17,2024,7.13,1.18
kabupaten,13,1301,1,2025,4.01,35.72
kabupaten,13,1301,2,2025,-0.18,3.39
kabupaten,13,1301,3,2025,8.39,7.45
kabupaten,13,1301,4,2025,2.27,0.03
kabupaten,13,1301,5,2025,-0.14,0.06
kabupaten,13,1301,6,2025,-1.4,9.62
kabupaten,13,1301,7,2025,3.67,13.75
kabupaten,13,1301,8,2025,1.28,3.95
kabupaten,13,1301,9,2025,3.74,1.17
kabupaten,13,1301,10,2025,4.87,9.47
kabupaten,13,1301,11,2025,7.69,2.24
kabupaten,13,1301,12,2025,4.8,1.46
kabupaten,13,1301,13,2025,4.69,0.05
kabupaten,13,1301,14,2025,2.63,5.69
kabupaten,13,1301,15,2025,3.53,3.11
kabupaten,13,1301,16,2025,6.19,1.61
kabupaten,13,1301,17,2025,7.42,1.22
kabupaten,13,1302,1,2021,0,36.61
kabupaten,13,1302,2,2021,0,4.91
kabupaten,13,1302,3,2021,0,5.04
kabupaten,13,1302,4,2021,0,0.02
kabupaten,13,1302,5,2021,0,0.06
kabupaten,13,1302,6,2021,0,8.58
kabupaten,13,1302,7,2021,0,11.45
kabupaten,13,1302,8,2021,0,10.18
kabupaten,13,1302,9,2021,0,0.78
kabupaten,13,1302,10,2021,0,8.37
kabupaten,13,1302,11,2021,0,1.7
kabupaten,13,1302,12,2021,0,0.82
kabupaten,13,1302,13,2021,0,0.07
kabupaten,13,1302,14,2021,0,5.5
kabupaten,13,1302,15,2021,0,3.53
kabupaten,13,1302,16,2021,0,1.52
kabupaten,13,1302,17,2021,0,0.87
kabupaten,13,1302,1,2022,3.2,36.22
kabupaten,13,1302,2,2022,9.23,5.14
kabupaten,13,1302,3,2022,1.42,4.9
kabupaten,13,1302,4,2022,5.63,0.02
kabupaten,13,1302,5,2022,1.23,0.05
kabupaten,13,1302,6,2022,6.27,8.74
kabupaten,13,1302,7,2022,5.59,11.6
kabupaten,13,1302,8,2022,2.17,9.97
kabupaten,13,1302,9,2022,10.25,0.82
kabupaten,13,1302,10,2022,6.39,8.54
kabupaten,13,1302,11,2022,4.43,1.7
kabupaten,13,1302,12,2022,4.9,0.83
kabupaten,13,1302,13,2022,6.36,0.07
kabupaten,13,1302,14,2022,2.21,5.4
kabupaten,13,1302,15,2022,4.78,3.54
kabupaten,13,1302,16,2022,5.48,1.54
kabupaten,13,1302,17,2022,9.36,0.92
kabupaten,13,1302,1,2023,2.97,35.74
kabupaten,13,1302,2,2023,4.24,5.13
kabupaten,13,1302,3,2023,3.97,4.88
kabupaten,13,1302,4,2023,4.1,0.02
kabupaten,13,1302,5,2023,1.9,0.05
kabupaten,13,1302,6,2023,4.92,8.79
kabupaten,13,1302,7,2023,5.3,11.7
kabupaten,13,1302,8,2023,6,10.13
kabupaten,13,1302,9,2023,8.09,0.85
kabupaten,13,1302,10,2023,7.89,8.83
kabupaten,13,1302,11,2023,3.81,1.69
kabupaten,13,1302,12,2023,6.34,0.84
kabupaten,13,1302,13,2023,6.41,0.07
kabupaten,13,1302,14,2023,2.05,5.28
kabupaten,13,1302,15,2023,1.86,3.46
kabupaten,13,1302,16,2023,7.57,1.58
kabupaten,13,1302,17,2023,8.09,0.95
kabupaten,13,1302,1,2024,1.35,34.86
kabupaten,13,1302,2,2024,4.89,5.18
kabupaten,13,1302,3,2024,4.7,4.92
kabupaten,13,1302,4,2024,2.36,0.02
kabupaten,13,1302,5,2024,0.85,0.05
kabupaten,13,1302,6,2024,3.99,8.8
kabupaten,13,1302,7,2024,5.32,11.86
kabupaten,13,1302,8,2024,5.11,10.24
kabupaten,13,1302,9,2024,8.35,0.89
kabupaten,13,1302,10,2024,5.55,8.97
kabupaten,13,1302,11,2024,5.22,1.71
kabupaten,13,1302,12,2024,5.98,0.86
kabupaten,13,1302,13,2024,4.82,0.07
kabupaten,13,1302,14,2024,8.63,5.52
kabupaten,13,1302,15,2024,3.15,3.43
kabupaten,13,1302,16,2024,5.7,1.61
kabupaten,13,1302,17,2024,9.93,1
kabupaten,13,1302,1,2025,3.13,34.9
kabupaten,13,1302,2,2025,2.11,5.14
kabupaten,13,1302,3,2025,8.75,5.19
kabupaten,13,1302,4,2025,3.85,0.02
kabupaten,13,1302,5,2025,-1.85,0.05
kabupaten,13,1302,6,2025,-0.81,8.47
kabupaten,13,1302,7,2025,4.49,12.03
kabupaten,13,1302,8,2025,-0.28,9.92
kabupaten,13,1302,9,2025,3.47,0.89
kabupaten,13,1302,10,2025,4.39,9.09
kabupaten,13,1302,11,2025,7.43,1.79
kabupaten,13,1302,12,2025,5.73,0.88
kabupaten,13,1302,13,2025,4.21,0.07
kabupaten,13,1302,14,2025,0.59,5.38
kabupaten,13,1302,15,2025,3.87,3.46
kabupaten,13,1302,16,2025,7,1.67
kabupaten,13,1302,17,2025,7.84,1.05
kabupaten,13,1303,1,2021,0,27.65
kabupaten,13,1303,2,2021,0,13.67
kabupaten,13,1303,3,2021,0,3.1
kabupaten,13,1303,4,2021,0,0.04
kabupaten,13,1303,5,2021,0,0.04
kabupaten,13,1303,6,2021,0,13.11
kabupaten,13,1303,7,2021,0,12.88
kabupaten,13,1303,8,2021,0,7.35
kabupaten,13,1303,9,2021,0,0.68
kabupaten,13,1303,10,2021,0,4.73
kabupaten,13,1303,11,2021,0,2.26
kabupaten,13,1303,12,2021,0,1.23
kabupaten,13,1303,13,2021,0,0.02
kabupaten,13,1303,14,2021,0,4.72
kabupaten,13,1303,15,2021,0,4.65
kabupaten,13,1303,16,2021,0,2.11
kabupaten,13,1303,17,2021,0,1.75
kabupaten,13,1303,1,2022,2.46,27.26
kabupaten,13,1303,2,2022,2.83,13.53
kabupaten,13,1303,3,2022,2.93,3.07
kabupaten,13,1303,4,2022,2.79,0.04
kabupaten,13,1303,5,2022,4.1,0.04
kabupaten,13,1303,6,2022,5.59,13.32
kabupaten,13,1303,7,2022,5.99,13.13
kabupaten,13,1303,8,2022,3.34,7.31
kabupaten,13,1303,9,2022,8.3,0.71
kabupaten,13,1303,10,2022,6.7,4.85
kabupaten,13,1303,11,2022,4.4,2.27
kabupaten,13,1303,12,2022,2.05,1.21
kabupaten,13,1303,13,2022,4.62,0.02
kabupaten,13,1303,14,2022,-0.38,4.52
kabupaten,13,1303,15,2022,6.23,4.75
kabupaten,13,1303,16,2022,4.61,2.12
kabupaten,13,1303,17,2022,8.59,1.83
kabupaten,13,1303,1,2023,4.56,27.34
kabupaten,13,1303,2,2023,-0.91,12.86
kabupaten,13,1303,3,2023,3.3,3.05
kabupaten,13,1303,4,2023,3.88,0.04
kabupaten,13,1303,5,2023,5.25,0.04
kabupaten,13,1303,6,2023,6.35,13.59
kabupaten,13,1303,7,2023,5.14,13.24
kabupaten,13,1303,8,2023,5.58,7.4
kabupaten,13,1303,9,2023,7.01,0.73
kabupaten,13,1303,10,2023,7.86,5.02
kabupaten,13,1303,11,2023,4.39,2.27
kabupaten,13,1303,12,2023,5.39,1.22
kabupaten,13,1303,13,2023,5.88,0.02
kabupaten,13,1303,14,2023,2.37,4.44
kabupaten,13,1303,15,2023,1.94,4.65
kabupaten,13,1303,16,2023,7.44,2.19
kabupaten,13,1303,17,2023,8.23,1.9
kabupaten,13,1303,1,2024,2.71,27.04
kabupaten,13,1303,2,2024,1.56,12.57
kabupaten,13,1303,3,2024,3.16,3.03
kabupaten,13,1303,4,2024,5.22,0.04
kabupaten,13,1303,5,2024,2.18,0.04
kabupaten,13,1303,6,2024,4.39,13.65
kabupaten,13,1303,7,2024,5.22,13.41
kabupaten,13,1303,8,2024,4.68,7.46
kabupaten,13,1303,9,2024,6.53,0.75
kabupaten,13,1303,10,2024,4.9,5.07
kabupaten,13,1303,11,2024,6.52,2.33
kabupaten,13,1303,12,2024,5.61,1.24
kabupaten,13,1303,13,2024,4.17,0.02
kabupaten,13,1303,14,2024,7.86,4.61
kabupaten,13,1303,15,2024,2.67,4.59
kabupaten,13,1303,16,2024,4.84,2.21
kabupaten,13,1303,17,2024,6.27,1.94
kabupaten,13,1303,1,2025,3.93,27.17
kabupaten,13,1303,2,2025,2.02,12.4
kabupaten,13,1303,3,2025,8.53,3.18
kabupaten,13,1303,4,2025,3.55,0.04
kabupaten,13,1303,5,2025,2.74,0.04
kabupaten,13,1303,6,2025,-0.64,13.12
kabupaten,13,1303,7,2025,4.3,13.53
kabupaten,13,1303,8,2025,3.2,7.45
kabupaten,13,1303,9,2025,3.56,0.75
kabupaten,13,1303,10,2025,3.95,5.1
kabupaten,13,1303,11,2025,7.51,2.42
kabupaten,13,1303,12,2025,5.98,1.27
kabupaten,13,1303,13,2025,5.33,0.02
kabupaten,13,1303,14,2025,3.71,4.63
kabupaten,13,1303,15,2025,3.53,4.6
kabupaten,13,1303,16,2025,6.79,2.28
kabupaten,13,1303,17,2025,7.37,2.02
kabupaten,13,1304,1,2021,0,29.85
kabupaten,13,1304,2,2021,0,2.8
kabupaten,13,1304,3,2021,0,11.19
kabupaten,13,1304,4,2021,0,0.02
kabupaten,13,1304,5,2021,0,0.12
kabupaten,13,1304,6,2021,0,9.61
kabupaten,13,1304,7,2021,0,13.76
kabupaten,13,1304,8,2021,0,8.68
kabupaten,13,1304,9,2021,0,0.62
kabupaten,13,1304,10,2021,0,6.69
kabupaten,13,1304,11,2021,0,2.52
kabupaten,13,1304,12,2021,0,1.53
kabupaten,13,1304,13,2021,0,0.04
kabupaten,13,1304,14,2021,0,6.22
kabupaten,13,1304,15,2021,0,3.2
kabupaten,13,1304,16,2021,0,1.52
kabupaten,13,1304,17,2021,0,1.63
kabupaten,13,1304,1,2022,3.13,29.55
kabupaten,13,1304,2,2022,1.99,2.75
kabupaten,13,1304,3,2022,3.24,11.09
kabupaten,13,1304,4,2022,2.99,0.02
kabupaten,13,1304,5,2022,3.05,0.12
kabupaten,13,1304,6,2022,3.91,9.58
kabupaten,13,1304,7,2022,6.19,14.02
kabupaten,13,1304,8,2022,4.18,8.68
kabupaten,13,1304,9,2022,14.07,0.68
kabupaten,13,1304,10,2022,7.15,6.88
kabupaten,13,1304,11,2022,4.92,2.54
kabupaten,13,1304,12,2022,4.83,1.54
kabupaten,13,1304,13,2022,6.34,0.04
kabupaten,13,1304,14,2022,-0.04,5.97
kabupaten,13,1304,15,2022,5.67,3.25
kabupaten,13,1304,16,2022,4.87,1.53
kabupaten,13,1304,17,2022,11.95,1.75
kabupaten,13,1304,1,2023,3.17,29.19
kabupaten,13,1304,2,2023,4.06,2.74
kabupaten,13,1304,3,2023,2.81,10.92
kabupaten,13,1304,4,2023,3.38,0.02
kabupaten,13,1304,5,2023,3.53,0.12
kabupaten,13,1304,6,2023,5.93,9.72
kabupaten,13,1304,7,2023,5.05,14.11
kabupaten,13,1304,8,2023,6.29,8.83
kabupaten,13,1304,9,2023,7.99,0.71
kabupaten,13,1304,10,2023,7.96,7.11
kabupaten,13,1304,11,2023,3.91,2.53
kabupaten,13,1304,12,2023,6.27,1.57
kabupaten,13,1304,13,2023,6.78,0.04
kabupaten,13,1304,14,2023,2.3,5.85
kabupaten,13,1304,15,2023,1.73,3.17
kabupaten,13,1304,16,2023,7.48,1.57
kabupaten,13,1304,17,2023,8.06,1.81
kabupaten,13,1304,1,2024,0.36,28.21
kabupaten,13,1304,2,2024,4.69,2.76
kabupaten,13,1304,3,2024,2.24,10.75
kabupaten,13,1304,4,2024,4.67,0.02
kabupaten,13,1304,5,2024,2.3,0.12
kabupaten,13,1304,6,2024,5.66,9.89
kabupaten,13,1304,7,2024,5.4,14.32
kabupaten,13,1304,8,2024,5.84,9
kabupaten,13,1304,9,2024,6.28,0.72
kabupaten,13,1304,10,2024,5.8,7.25
kabupaten,13,1304,11,2024,6.01,2.58
kabupaten,13,1304,12,2024,5.84,1.6
kabupaten,13,1304,13,2024,4.57,0.04
kabupaten,13,1304,14,2024,8.75,6.13
kabupaten,13,1304,15,2024,3.18,3.15
kabupaten,13,1304,16,2024,4.88,1.59
kabupaten,13,1304,17,2024,8.36,1.89
kabupaten,13,1304,1,2025,1.59,27.92
kabupaten,13,1304,2,2025,1.86,2.74
kabupaten,13,1304,3,2025,5.32,11.03
kabupaten,13,1304,4,2025,3.13,0.02
kabupaten,13,1304,5,2025,1.47,0.11
kabupaten,13,1304,6,2025,-0.55,9.58
kabupaten,13,1304,7,2025,3.02,14.37
kabupaten,13,1304,8,2025,1.29,8.88
kabupaten,13,1304,9,2025,2.72,0.72
kabupaten,13,1304,10,2025,5,7.41
kabupaten,13,1304,11,2025,7.87,2.71
kabupaten,13,1304,12,2025,6.4,1.66
kabupaten,13,1304,13,2025,5.1,0.04
kabupaten,13,1304,14,2025,0.32,5.99
kabupaten,13,1304,15,2025,3.55,3.17
kabupaten,13,1304,16,2025,6.49,1.65
kabupaten,13,1304,17,2025,8.91,2.01
kabupaten,13,1305,1,2021,0,23.41
kabupaten,13,1305,2,2021,0,6.69
kabupaten,13,1305,3,2021,0,13.73
kabupaten,13,1305,4,2021,0,0.03
kabupaten,13,1305,5,2021,0,0.06
kabupaten,13,1305,6,2021,0,9.66
kabupaten,13,1305,7,2021,0,11.69
kabupaten,13,1305,8,2021,0,11.14
kabupaten,13,1305,9,2021,0,0.96
kabupaten,13,1305,10,2021,0,5.49
kabupaten,13,1305,11,2021,0,1.8
kabupaten,13,1305,12,2021,0,1.16
kabupaten,13,1305,13,2021,0,0.09
kabupaten,13,1305,14,2021,0,5.75
kabupaten,13,1305,15,2021,0,6.05
kabupaten,13,1305,16,2021,0,0.83
kabupaten,13,1305,17,2021,0,1.45
kabupaten,13,1305,1,2022,6.19,23.27
kabupaten,13,1305,2,2022,2.19,6.4
kabupaten,13,1305,3,2022,2.68,13.2
kabupaten,13,1305,4,2022,3.52,0.03
kabupaten,13,1305,5,2022,2.88,0.06
kabupaten,13,1305,6,2022,2.02,9.22
kabupaten,13,1305,7,2022,5.5,11.54
kabupaten,13,1305,8,2022,24.26,12.96
kabupaten,13,1305,9,2022,31.41,1.18
kabupaten,13,1305,10,2022,6.57,5.48
kabupaten,13,1305,11,2022,6.16,1.79
kabupaten,13,1305,12,2022,5.75,1.15
kabupaten,13,1305,13,2022,7.21,0.09
kabupaten,13,1305,14,2022,-0.81,5.34
kabupaten,13,1305,15,2022,5.27,5.96
kabupaten,13,1305,16,2022,4.55,0.82
kabupaten,13,1305,17,2022,11.72,1.52
kabupaten,13,1305,1,2023,3.87,22.92
kabupaten,13,1305,2,2023,4.16,6.32
kabupaten,13,1305,3,2023,3.93,13.01
kabupaten,13,1305,4,2023,3.4,0.03
kabupaten,13,1305,5,2023,2.8,0.06
kabupaten,13,1305,6,2023,7.77,9.43
kabupaten,13,1305,7,2023,4.42,11.43
kabupaten,13,1305,8,2023,11.92,13.75
kabupaten,13,1305,9,2023,9,1.22
kabupaten,13,1305,10,2023,6.63,5.54
kabupaten,13,1305,11,2023,4.4,1.77
kabupaten,13,1305,12,2023,5.51,1.15
kabupaten,13,1305,13,2023,5.99,0.09
kabupaten,13,1305,14,2023,1.82,5.16
kabupaten,13,1305,15,2023,1.81,5.76
kabupaten,13,1305,16,2023,7.45,0.83
kabupaten,13,1305,17,2023,7.79,1.55
kabupaten,13,1305,1,2024,1.91,22.33
kabupaten,13,1305,2,2024,6.4,6.43
kabupaten,13,1305,3,2024,3.09,12.82
kabupaten,13,1305,4,2024,3.29,0.03
kabupaten,13,1305,5,2024,3.09,0.06
kabupaten,13,1305,6,2024,9.29,9.85
kabupaten,13,1305,7,2024,4.95,11.47
kabupaten,13,1305,8,2024,4.72,13.77
kabupaten,13,1305,9,2024,3.65,1.21
kabupaten,13,1305,10,2024,5,5.56
kabupaten,13,1305,11,2024,6.85,1.81
kabupaten,13,1305,12,2024,5.72,1.16
kabupaten,13,1305,13,2024,4.18,0.09
kabupaten,13,1305,14,2024,8.18,5.33
kabupaten,13,1305,15,2024,2.67,5.65
kabupaten,13,1305,16,2024,4.62,0.83
kabupaten,13,1305,17,2024,7.16,1.59
kabupaten,13,1305,1,2025,2.2,22.43
kabupaten,13,1305,2,2025,-2.38,6.16
kabupaten,13,1305,3,2025,5.38,13.28
kabupaten,13,1305,4,2025,2.73,0.03
kabupaten,13,1305,5,2025,-1.8,0.06
kabupaten,13,1305,6,2025,-4.39,9.25
kabupaten,13,1305,7,2025,3.73,11.69
kabupaten,13,1305,8,2025,-1.74,13.3
kabupaten,13,1305,9,2025,1.72,1.21
kabupaten,13,1305,10,2025,4.5,5.71
kabupaten,13,1305,11,2025,8.63,1.93
kabupaten,13,1305,12,2025,6.3,1.21
kabupaten,13,1305,13,2025,4.38,0.1
kabupaten,13,1305,14,2025,0.99,5.29
kabupaten,13,1305,15,2025,4.43,5.8
kabupaten,13,1305,16,2025,6.69,0.87
kabupaten,13,1305,17,2025,8.05,1.69
kabupaten,13,1306,1,2021,0,30.09
kabupaten,13,1306,2,2021,0,3.47
kabupaten,13,1306,3,2021,0,10.98
kabupaten,13,1306,4,2021,0,0.03
kabupaten,13,1306,5,2021,0,0.05
kabupaten,13,1306,6,2021,0,7.39
kabupaten,13,1306,7,2021,0,19.42
kabupaten,13,1306,8,2021,0,6.57
kabupaten,13,1306,9,2021,0,0.63
kabupaten,13,1306,10,2021,0,7.67
kabupaten,13,1306,11,2021,0,1.26
kabupaten,13,1306,12,2021,0,1.85
kabupaten,13,1306,13,2021,0,0.04
kabupaten,13,1306,14,2021,0,3.74
kabupaten,13,1306,15,2021,0,4.82
kabupaten,13,1306,16,2021,0,1.26
kabupaten,13,1306,17,2021,0,0.73
kabupaten,13,1306,1,2022,2.22,29.51
kabupaten,13,1306,2,2022,3.08,3.44
kabupaten,13,1306,3,2022,5.36,11.1
kabupaten,13,1306,4,2022,0,0.03
kabupaten,13,1306,5,2022,0,0.05
kabupaten,13,1306,6,2022,3.98,7.38
kabupaten,13,1306,7,2022,5.34,19.63
kabupaten,13,1306,8,2022,3.97,6.56
kabupaten,13,1306,9,2022,17.02,0.71
kabupaten,13,1306,10,2022,7.59,7.92
kabupaten,13,1306,11,2022,3.72,1.25
kabupaten,13,1306,12,2022,5.8,1.88
kabupaten,13,1306,13,2022,0,0.04
kabupaten,13,1306,14,2022,-0.89,3.56
kabupaten,13,1306,15,2022,5.96,4.91
kabupaten,13,1306,16,2022,5.32,1.27
kabupaten,13,1306,17,2022,11.01,0.78
kabupaten,13,1306,1,2023,3.09,29.11
kabupaten,13,1306,2,2023,3.74,3.41
kabupaten,13,1306,3,2023,6.59,11.32
kabupaten,13,1306,4,2023,0,0.02
kabupaten,13,1306,5,2023,0,0.05
kabupaten,13,1306,6,2023,6.01,7.48
kabupaten,13,1306,7,2023,4.32,19.59
kabupaten,13,1306,8,2023,5.68,6.63
kabupaten,13,1306,9,2023,8.18,0.73
kabupaten,13,1306,10,2023,7.06,8.11
kabupaten,13,1306,11,2023,2.56,1.23
kabupaten,13,1306,12,2023,6.51,1.91
kabupaten,13,1306,13,2023,0,0.04
kabupaten,13,1306,14,2023,2.17,3.48
kabupaten,13,1306,15,2023,1.96,4.79
kabupaten,13,1306,16,2023,5.56,1.28
kabupaten,13,1306,17,2023,8.26,0.8
kabupaten,13,1306,1,2024,1.79,28.46
kabupaten,13,1306,2,2024,4.5,3.42
kabupaten,13,1306,3,2024,3.47,11.25
kabupaten,13,1306,4,2024,0,0.02
kabupaten,13,1306,5,2024,12.5,0.05
kabupaten,13,1306,6,2024,3.12,7.41
kabupaten,13,1306,7,2024,5.05,19.77
kabupaten,13,1306,8,2024,7.6,6.85
kabupaten,13,1306,9,2024,5.04,0.74
kabupaten,13,1306,10,2024,6.06,8.26
kabupaten,13,1306,11,2024,6,1.25
kabupaten,13,1306,12,2024,5.47,1.94
kabupaten,13,1306,13,2024,0,0.04
kabupaten,13,1306,14,2024,8.83,3.63
kabupaten,13,1306,15,2024,3.08,4.74
kabupaten,13,1306,16,2024,5.74,1.3
kabupaten,13,1306,17,2024,11.45,0.86
kabupaten,13,1306,1,2025,2.32,28.28
kabupaten,13,1306,2,2025,1.21,3.36
kabupaten,13,1306,3,2025,4.77,11.45
kabupaten,13,1306,4,2025,0,0.02
kabupaten,13,1306,5,2025,0,0.05
kabupaten,13,1306,6,2025,-1.27,7.1
kabupaten,13,1306,7,2025,3.46,19.86
kabupaten,13,1306,8,2025,1.55,6.76
kabupaten,13,1306,9,2025,2.4,0.73
kabupaten,13,1306,10,2025,4.71,8.4
kabupaten,13,1306,11,2025,8.49,1.32
kabupaten,13,1306,12,2025,6.1,1.99
kabupaten,13,1306,13,2025,16.67,0.04
kabupaten,13,1306,14,2025,2.11,3.6
kabupaten,13,1306,15,2025,3.86,4.78
kabupaten,13,1306,16,2025,6.79,1.35
kabupaten,13,1306,17,2025,7.53,0.9
kabupaten,13,1307,1,2021,0,32.47
kabupaten,13,1307,2,2021,0,7.54
kabupaten,13,1307,3,2021,0,7.17
kabupaten,13,1307,4,2021,0,0.02
kabupaten,13,1307,5,2021,0,0.03
