Tahun,Provinsi,Nilai Investasi
2023,Sumatera Utara,57400000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,310100000
2023,Sumatera Utara,400000000
2023,Sumatera Utara,7464900000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,1846000000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,872400000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,3300000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,9178200000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,8808400000
2023,Sumatera Utara,30000000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,625000000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,2500000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,2845900000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,2550000000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,1105100000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,627200000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,141000000
2023,Sumatera Utara,0
2023,Sumatera Utara,2900000
2023,Sumatera Utara,9387000000
2023,Sumatera Utara,32000000000
2023,Sumatera Utara,24632800000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,6000000000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,8935000000
2023,Sumatera Utara,0
2023,Sumatera Utara,993400000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,2901900000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,1274100000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,3450000000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,241000000
2023,Sumatera Utara,0
2023,Sumatera Utara,6554600000
2023,Sumatera Utara,0
2023,Sumatera Utara,165400000
2023,Sumatera Utara,0
2023,Sumatera Utara,14500000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,83300000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,439100000
2023,Sumatera Utara,0
2023,Sumatera Utara,13338300000
2023,Sumatera Utara,267021500000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,9713900000
2023,Sumatera Utara,0
2023,Sumatera Utara,2165000000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,419700000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,5305000000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,25206100000
2023,Sumatera Utara,133285800000
2023,Sumatera Utara,0
2023,Sumatera Utara,1000000000
2023,Sumatera Utara,2915500000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,4035300000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,17782400000
2023,Sumatera Utara,0
2023,Sumatera Utara,35000000000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,283300000
2023,Sumatera Utara,247800000
2023,Sumatera Utara,4161500000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,1358800000
2023,Sumatera Utara,0
2023,Sumatera Utara,4050000000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,70244400000
2023,Sumatera Utara,0
2023,Sumatera Utara,5120100000
2023,Sumatera Utara,25000000000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,11770600000
2023,Sumatera Utara,0
2023,Sumatera Utara,3200000000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,14733000000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,9449500000
2023,Sumatera Utara,0
2023,Sumatera Utara,7500000000
2023,Sumatera Utara,0
2023,Sumatera Utara,78959100000
2023,Sumatera Utara,0
2023,Sumatera Utara,64020500000
2023,Sumatera Utara,543722900000
2023,Sumatera Utara,0
2023,Sumatera Utara,2800000
2023,Sumatera Utara,0
2023,Sumatera Utara,732100000
2023,Sumatera Utara,18959200000
2023,Sumatera Utara,2400400000
2023,Sumatera Utara,158400000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,261100000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,8572000000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,122000000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,8979300000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,1000000000
2023,Sumatera Utara,0
2023,Sumatera Utara,50000000
2023,Sumatera Utara,3957400000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,7500000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,3276500000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,5360900000
2023,Sumatera Utara,1479600000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,450000000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,500000000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,4600000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,2267400000
2023,Sumatera Utara,0
2023,Sumatera Utara,10041300000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,15600000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,1400000
2023,Sumatera Utara,0
2023,Sumatera Utara,2391100000
2023,Sumatera Utara,0
2023,Sumatera Utara,3300000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,844900000
2023,Sumatera Utara,0
2023,Sumatera Utara,25000000
2023,Sumatera Utara,2039200000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,188200000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,2039200000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,4977800000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,336200000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,13500000
2023,Sumatera Utara,888800000
2023,Sumatera Utara,100000000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,92600000
2023,Sumatera Utara,0
2023,Sumatera Utara,82100000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,66800000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,222500000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,100000000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,537400000
2023,Sumatera Utara,0
2023,Sumatera Utara,18978700000
2023,Sumatera Utara,2142600000
2023,Sumatera Utara,0
2023,Sumatera Utara,95000000
2023,Sumatera Utara,0
2023,Sumatera Utara,2308200000
2023,Sumatera Utara,0
2023,Sumatera Utara,1239000000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,46505000000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,1030300000
2023,Sumatera Utara,438000000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,80000000
2023,Sumatera Utara,5665000000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,507600000
2023,Sumatera Utara,10035700000
2023,Sumatera Utara,16723700000
2023,Sumatera Utara,74800000
2023,Sumatera Utara,0
2023,Sumatera Utara,106100000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,429411500000
2023,Sumatera Utara,500000000
2023,Sumatera Utara,500000000
2023,Sumatera Utara,50000000
2023,Sumatera Utara,100000000
2023,Sumatera Utara,0
2023,Sumatera Utara,50000000
2023,Sumatera Utara,0
2023,Sumatera Utara,50000000
2023,Sumatera Utara,15799000000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,50000000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,500000000
2023,Sumatera Utara,0
2023,Sumatera Utara,331000000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,3000000000
2023,Sumatera Utara,0
2023,Sumatera Utara,20000000000
2023,Sumatera Utara,0
2023,Sumatera Utara,1225000000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,24139700000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,57000000
2023,Sumatera Utara,95950000000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,5000000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,50000000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,72000000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,24000000
2023,Sumatera Utara,0
2023,Sumatera Utara,28100000
2023,Sumatera Utara,2912800000
2023,Sumatera Utara,49500000
2023,Sumatera Utara,230000000
2023,Sumatera Utara,0
2023,Sumatera Utara,109700000
2023,Sumatera Utara,865500000
2023,Sumatera Utara,1042100000
2023,Sumatera Utara,13600000
2023,Sumatera Utara,0
2023,Sumatera Utara,280769100000
2023,Sumatera Utara,4870800000
2023,Sumatera Utara,1014300000
2023,Sumatera Utara,425200000
2023,Sumatera Utara,801100000
2023,Sumatera Utara,0
2023,Sumatera Utara,724800000
2023,Sumatera Utara,0
2023,Sumatera Utara,50000000
2023,Sumatera Utara,50000000
2023,Sumatera Utara,90000000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,269900000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,25000000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,16500000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,16500000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,955600000
2023,Sumatera Utara,4482400000
2023,Sumatera Utara,13759000000
2023,Sumatera Utara,761800000
2023,Sumatera Utara,2674700000
2023,Sumatera Utara,5151400000
2023,Sumatera Utara,100000000
2023,Sumatera Utara,300000000
2023,Sumatera Utara,50000000
2023,Sumatera Utara,70000000
2023,Sumatera Utara,85000000
2023,Sumatera Utara,100000000
2023,Sumatera Utara,10000000
2023,Sumatera Utara,10000000
2023,Sumatera Utara,15000000
2023,Sumatera Utara,10000000
2023,Sumatera Utara,10000000
2023,Sumatera Utara,50000000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,622700000
2023,Sumatera Utara,23506000000
2023,Sumatera Utara,0
2023,Sumatera Utara,1218200000
2023,Sumatera Utara,441400000
2023,Sumatera Utara,0
2023,Sumatera Utara,100000000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,22000000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,210800000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,7514400000
2023,Sumatera Utara,170800000
2023,Sumatera Utara,0
2023,Sumatera Utara,15883300000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,148300000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,75500000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,12800000
2023,Sumatera Utara,122600000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,4600000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,1100000000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,45300000
2023,Sumatera Utara,0
2023,Sumatera Utara,73000000
2023,Sumatera Utara,92100000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,94300000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,1307700000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,9365000000
2023,Sumatera Utara,472400000
2023,Sumatera Utara,15400000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,2659200000
2023,Sumatera Utara,0
2023,Sumatera Utara,10400000
2023,Sumatera Utara,24139700000
2023,Sumatera Utara,94500000
2023,Sumatera Utara,164700000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,4500000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,148100000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,8456200000
2023,Sumatera Utara,2500000000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,100000000
2023,Sumatera Utara,0
2023,Sumatera Utara,25100000
2023,Sumatera Utara,0
2023,Sumatera Utara,1800000000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,1900000000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,89600000
2023,Sumatera Utara,0
2023,Sumatera Utara,100000000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,2580200000
2023,Sumatera Utara,6317200000
2023,Sumatera Utara,4600000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,24700000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,6317200000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,100000000
2023,Sumatera Utara,0
2023,Sumatera Utara,400000000
2023,Sumatera Utara,0
2023,Sumatera Utara,16500000
2023,Sumatera Utara,0
2023,Sumatera Utara,1150200000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,82600000
2023,Sumatera Utara,10600000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,5000000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,16500000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,24700000
2023,Sumatera Utara,50000000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,24700000
2023,Sumatera Utara,2100000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,1800000000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,2366800000
2023,Sumatera Utara,0
2023,Sumatera Utara,175000000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,1850000000
2023,Sumatera Utara,6300000
2023,Sumatera Utara,19000000
2023,Sumatera Utara,33500000
2023,Sumatera Utara,35300000
2023,Sumatera Utara,100000000
2023,Sumatera Utara,10000000
2023,Sumatera Utara,3000000
2023,Sumatera Utara,0
2023,Sumatera Utara,25000000
2023,Sumatera Utara,52000000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,1200000000
2023,Sumatera Utara,0
2023,Sumatera Utara,1271700000
2023,Sumatera Utara,782500000
2023,Sumatera Utara,492900000
2023,Sumatera Utara,0
2023,Sumatera Utara,5000000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,9000000
2023,Sumatera Utara,9000000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,632000000
2023,Sumatera Utara,100000000
2023,Sumatera Utara,1501300000
2023,Sumatera Utara,47600000
2023,Sumatera Utara,103700000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,1000000
2023,Sumatera Utara,0
2023,Sumatera Utara,94400000
2023,Sumatera Utara,300000000
2023,Sumatera Utara,569426300000
2023,Sumatera Utara,77400000
2023,Sumatera Utara,0
2023,Sumatera Utara,29500000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,6874500000
2023,Sumatera Utara,0
2023,Sumatera Utara,300000000
2023,Sumatera Utara,5000000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,251700000
2023,Sumatera Utara,0
2023,Sumatera Utara,4200000
2023,Sumatera Utara,10000000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,1500500000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,230000000
2023,Sumatera Utara,0
2023,Sumatera Utara,10000000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,130000000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,10000000
2023,Sumatera Utara,10000000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,22861700000
2023,Sumatera Utara,183100000
2023,Sumatera Utara,0
2023,Sumatera Utara,5190000000
2023,Sumatera Utara,10000000
2023,Sumatera Utara,1034300000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,10000000
2023,Sumatera Utara,10000000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,10000000
2023,Sumatera Utara,0
2023,Sumatera Utara,2765800000
2023,Sumatera Utara,0
2023,Sumatera Utara,8526600000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,15404500000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,1500900000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,10000000
2023,Sumatera Utara,1602100000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,197231400000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,1544500000
2023,Sumatera Utara,0
2023,Sumatera Utara,6000000000
2023,Sumatera Utara,100000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,20200000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,355500000
2023,Sumatera Utara,0
2023,Sumatera Utara,137600000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,5000000
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,0
2023,Sumatera Utara,2769400000
2023,Sumatera Utara,107400000
2023,Sumatera Utara,2111500000
2023,Sumatera Utara,0
2023,Sumatera Utara,2045000000
