tingkat_wilayah,provinsi_id,kabupaten_id,sektor_id,tahun_awal,tahun_akhir,growth_daerah,growth_pembanding,share_daerah,share_pembanding,kuadran,kategori_kuadran
provinsi,18,,12,2022,2023,0.86,5.05,2.88,2.92,"Kuadran IV","Sektor Relatif Tertinggal"
provinsi,18,,13,2022,2023,5.79,5.05,0.15,1.97,"Kuadran III","Sektor Berkembang Cepat / Potensial"
provinsi,18,,14,2022,2023,0.12,5.05,2.98,3.22,"Kuadran IV","Sektor Relatif Tertinggal"
provinsi,18,,15,2022,2023,2.23,5.05,2.92,3.05,"Kuadran IV","Sektor Relatif Tertinggal"
provinsi,18,,16,2022,2023,3.87,5.05,1.07,1.44,"Kuadran IV","Sektor Relatif Tertinggal"
provinsi,18,,17,2022,2023,15.38,5.05,1.16,2.06,"Kuadran III","Sektor Berkembang Cepat / Potensial"
provinsi,18,,1,2023,2024,-1.95,5.11,24.27,11.84,"Kuadran II","Sektor Maju tapi Tertekan"
provinsi,18,,2,2023,2024,4.86,5.11,4.72,7.73,"Kuadran IV","Sektor Relatif Tertinggal"
provinsi,18,,3,2023,2024,8.96,5.11,18.29,21.18,"Kuadran III","Sektor Berkembang Cepat / Potensial"
provinsi,18,,4,2023,2024,-6.43,5.11,0.14,1.09,"Kuadran IV","Sektor Relatif Tertinggal"
provinsi,18,,5,2023,2024,-0.31,5.11,0.1,0.09,"Kuadran II","Sektor Maju tapi Tertekan"
provinsi,18,,6,2023,2024,2.76,5.11,10.27,10.21,"Kuadran II","Sektor Maju tapi Tertekan"
provinsi,18,,7,2023,2024,7.2,5.11,14.75,13.61,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
provinsi,18,,8,2023,2024,9.84,5.11,6.82,4.88,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
provinsi,18,,9,2023,2024,5.54,5.11,1.64,3.36,"Kuadran III","Sektor Berkembang Cepat / Potensial"
provinsi,18,,10,2023,2024,8.62,5.11,5.76,7.02,"Kuadran III","Sektor Berkembang Cepat / Potensial"
provinsi,18,,11,2023,2024,4.81,5.11,1.93,4.2,"Kuadran IV","Sektor Relatif Tertinggal"
provinsi,18,,12,2023,2024,6.76,5.11,2.94,2.85,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
provinsi,18,,13,2023,2024,8.99,5.11,0.16,2.03,"Kuadran III","Sektor Berkembang Cepat / Potensial"
provinsi,18,,14,2023,2024,7.06,5.11,3.05,3.26,"Kuadran III","Sektor Berkembang Cepat / Potensial"
provinsi,18,,15,2023,2024,1.49,5.11,2.83,3.01,"Kuadran IV","Sektor Relatif Tertinggal"
provinsi,18,,16,2023,2024,7.29,5.11,1.09,1.48,"Kuadran III","Sektor Berkembang Cepat / Potensial"
provinsi,18,,17,2023,2024,10.63,5.11,1.23,2.16,"Kuadran III","Sektor Berkembang Cepat / Potensial"
provinsi,18,,1,2024,2025,5.91,5.16,24.42,11.86,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
provinsi,18,,2,2024,2025,-1.17,5.16,4.43,7.3,"Kuadran IV","Sektor Relatif Tertinggal"
provinsi,18,,3,2024,2025,6.32,5.16,18.47,21.21,"Kuadran III","Sektor Berkembang Cepat / Potensial"
provinsi,18,,4,2024,2025,-3.05,5.16,0.13,1.07,"Kuadran IV","Sektor Relatif Tertinggal"
provinsi,18,,5,2024,2025,2.55,5.16,0.1,0.08,"Kuadran II","Sektor Maju tapi Tertekan"
provinsi,18,,6,2024,2025,5.55,5.16,10.3,10.08,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
provinsi,18,,7,2024,2025,5.4,5.16,14.77,13.65,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
provinsi,18,,8,2024,2025,7.32,5.16,6.95,5.04,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
provinsi,18,,9,2024,2025,7.83,5.16,1.68,3.43,"Kuadran III","Sektor Berkembang Cepat / Potensial"
provinsi,18,,10,2024,2025,4.53,5.16,5.72,7.24,"Kuadran IV","Sektor Relatif Tertinggal"
provinsi,18,,11,2024,2025,5.96,5.16,1.94,4.16,"Kuadran III","Sektor Berkembang Cepat / Potensial"
provinsi,18,,12,2024,2025,3.96,5.16,2.9,2.81,"Kuadran II","Sektor Maju tapi Tertekan"
provinsi,18,,13,2024,2025,4.26,5.16,0.16,2.11,"Kuadran IV","Sektor Relatif Tertinggal"
provinsi,18,,14,2024,2025,2.76,5.16,2.98,3.22,"Kuadran IV","Sektor Relatif Tertinggal"
provinsi,18,,15,2024,2025,1.85,5.16,2.74,3.01,"Kuadran IV","Sektor Relatif Tertinggal"
provinsi,18,,16,2024,2025,2.25,5.16,1.06,1.48,"Kuadran IV","Sektor Relatif Tertinggal"
provinsi,18,,17,2024,2025,7.38,5.16,1.25,2.25,"Kuadran III","Sektor Berkembang Cepat / Potensial"
provinsi,11,,1,2021,2022,3.28,4.95,27.67,12.82,"Kuadran II","Sektor Maju tapi Tertekan"
provinsi,11,,2,2021,2022,4.3,4.95,7.7,7.66,"Kuadran II","Sektor Maju tapi Tertekan"
provinsi,11,,3,2021,2022,4.19,4.95,4.59,21.4,"Kuadran IV","Sektor Relatif Tertinggal"
provinsi,11,,4,2021,2022,2.43,4.95,0.16,1.09,"Kuadran IV","Sektor Relatif Tertinggal"
provinsi,11,,5,2021,2022,8.91,4.95,0.04,0.09,"Kuadran III","Sektor Berkembang Cepat / Potensial"
provinsi,11,,6,2021,2022,-2.26,4.95,9.59,10.04,"Kuadran IV","Sektor Relatif Tertinggal"
provinsi,11,,7,2021,2022,6.36,4.95,15.13,13.66,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
provinsi,11,,8,2021,2022,7.24,4.95,6.42,4.35,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
provinsi,11,,9,2021,2022,32.4,4.95,1.46,3.11,"Kuadran III","Sektor Berkembang Cepat / Potensial"
provinsi,11,,10,2021,2022,11.25,4.95,4.4,6.7,"Kuadran III","Sektor Berkembang Cepat / Potensial"
provinsi,11,,11,2021,2022,-5.93,4.95,1.49,4.23,"Kuadran IV","Sektor Relatif Tertinggal"
provinsi,11,,12,2021,2022,3.98,4.95,4.18,3.03,"Kuadran II","Sektor Maju tapi Tertekan"
provinsi,11,,13,2021,2022,11.56,4.95,0.67,1.91,"Kuadran III","Sektor Berkembang Cepat / Potensial"
provinsi,11,,14,2021,2022,-0.06,4.95,8.64,3.33,"Kuadran II","Sektor Maju tapi Tertekan"
provinsi,11,,15,2021,2022,3.83,4.95,2.72,3.15,"Kuadran IV","Sektor Relatif Tertinggal"
provinsi,11,,16,2021,2022,9.81,4.95,3.56,1.44,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
provinsi,11,,17,2021,2022,13.59,4.95,1.58,1.96,"Kuadran III","Sektor Berkembang Cepat / Potensial"
provinsi,11,,1,2022,2023,6.72,5.05,28.33,12.37,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
provinsi,11,,2,2022,2023,-4.83,5.05,7.03,7.74,"Kuadran IV","Sektor Relatif Tertinggal"
provinsi,11,,3,2022,2023,-1.56,5.05,4.34,21.32,"Kuadran IV","Sektor Relatif Tertinggal"
provinsi,11,,4,2022,2023,7.33,5.05,0.16,1.09,"Kuadran III","Sektor Berkembang Cepat / Potensial"
provinsi,11,,5,2022,2023,4.41,5.05,0.04,0.09,"Kuadran IV","Sektor Relatif Tertinggal"
provinsi,11,,6,2022,2023,3.67,5.05,9.54,10.03,"Kuadran IV","Sektor Relatif Tertinggal"
provinsi,11,,7,2022,2023,9.05,5.05,15.83,13.64,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
provinsi,11,,8,2022,2023,7.48,5.05,6.62,4.72,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
provinsi,11,,9,2022,2023,8.17,5.05,1.51,3.25,"Kuadran III","Sektor Berkembang Cepat / Potensial"
provinsi,11,,10,2022,2023,4.85,5.05,4.43,6.86,"Kuadran IV","Sektor Relatif Tertinggal"
provinsi,11,,11,2022,2023,-10.92,5.05,1.28,4.22,"Kuadran IV","Sektor Relatif Tertinggal"
provinsi,11,,12,2022,2023,3.65,5.05,4.16,2.92,"Kuadran II","Sektor Maju tapi Tertekan"
provinsi,11,,13,2022,2023,-1.04,5.05,0.63,1.97,"Kuadran IV","Sektor Relatif Tertinggal"
provinsi,11,,14,2022,2023,1.84,5.05,8.44,3.22,"Kuadran II","Sektor Maju tapi Tertekan"
provinsi,11,,15,2022,2023,1.82,5.05,2.66,3.05,"Kuadran IV","Sektor Relatif Tertinggal"
provinsi,11,,16,2022,2023,-0.42,5.05,3.4,1.44,"Kuadran II","Sektor Maju tapi Tertekan"
provinsi,11,,17,2022,2023,5.65,5.05,1.6,2.06,"Kuadran III","Sektor Berkembang Cepat / Potensial"
provinsi,11,,1,2023,2024,1.19,5.11,27.39,11.84,"Kuadran II","Sektor Maju tapi Tertekan"
provinsi,11,,2,2023,2024,11.16,5.11,7.47,7.73,"Kuadran III","Sektor Berkembang Cepat / Potensial"
provinsi,11,,3,2023,2024,2.95,5.11,4.27,21.18,"Kuadran IV","Sektor Relatif Tertinggal"
provinsi,11,,4,2023,2024,5.54,5.11,0.16,1.09,"Kuadran III","Sektor Berkembang Cepat / Potensial"
provinsi,11,,5,2023,2024,1.9,5.11,0.04,0.09,"Kuadran IV","Sektor Relatif Tertinggal"
provinsi,11,,6,2023,2024,4.37,5.11,9.52,10.21,"Kuadran IV","Sektor Relatif Tertinggal"
provinsi,11,,7,2023,2024,2.55,5.11,15.51,13.61,"Kuadran II","Sektor Maju tapi Tertekan"
provinsi,11,,8,2023,2024,16.79,5.11,7.38,4.88,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
provinsi,11,,9,2023,2024,2.82,5.11,1.48,3.36,"Kuadran IV","Sektor Relatif Tertinggal"
provinsi,11,,10,2023,2024,1.85,5.11,4.31,7.02,"Kuadran IV","Sektor Relatif Tertinggal"
provinsi,11,,11,2023,2024,22.04,5.11,1.49,4.2,"Kuadran III","Sektor Berkembang Cepat / Potensial"
provinsi,11,,12,2023,2024,3.54,5.11,4.11,2.85,"Kuadran II","Sektor Maju tapi Tertekan"
provinsi,11,,13,2023,2024,4.32,5.11,0.63,2.03,"Kuadran IV","Sektor Relatif Tertinggal"
provinsi,11,,14,2023,2024,7.48,5.11,8.67,3.26,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
provinsi,11,,15,2023,2024,4.39,5.11,2.65,3.01,"Kuadran IV","Sektor Relatif Tertinggal"
provinsi,11,,16,2023,2024,2.23,5.11,3.33,1.48,"Kuadran II","Sektor Maju tapi Tertekan"
provinsi,11,,17,2023,2024,4.08,5.11,1.59,2.16,"Kuadran IV","Sektor Relatif Tertinggal"
provinsi,11,,1,2024,2025,3.6,5.16,27.56,11.86,"Kuadran II","Sektor Maju tapi Tertekan"
provinsi,11,,2,2024,2025,1.01,5.16,7.33,7.3,"Kuadran II","Sektor Maju tapi Tertekan"
provinsi,11,,3,2024,2025,4.63,5.16,4.33,21.21,"Kuadran IV","Sektor Relatif Tertinggal"
provinsi,11,,4,2024,2025,-2.62,5.16,0.15,1.07,"Kuadran IV","Sektor Relatif Tertinggal"
provinsi,11,,5,2024,2025,-0.54,5.16,0.04,0.08,"Kuadran IV","Sektor Relatif Tertinggal"
provinsi,11,,6,2024,2025,-2.48,5.16,9.01,10.08,"Kuadran IV","Sektor Relatif Tertinggal"
provinsi,11,,7,2024,2025,4.48,5.16,15.74,13.65,"Kuadran II","Sektor Maju tapi Tertekan"
provinsi,11,,8,2024,2025,6,5.16,7.6,5.04,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
provinsi,11,,9,2024,2025,4.81,5.16,1.51,3.43,"Kuadran IV","Sektor Relatif Tertinggal"
provinsi,11,,10,2024,2025,1.87,5.16,4.27,7.24,"Kuadran IV","Sektor Relatif Tertinggal"
provinsi,11,,11,2024,2025,3.85,5.16,1.5,4.16,"Kuadran IV","Sektor Relatif Tertinggal"
provinsi,11,,12,2024,2025,4.46,5.16,4.17,2.81,"Kuadran II","Sektor Maju tapi Tertekan"
provinsi,11,,13,2024,2025,-0.52,5.16,0.61,2.11,"Kuadran IV","Sektor Relatif Tertinggal"
provinsi,11,,14,2024,2025,2.54,5.16,8.64,3.22,"Kuadran II","Sektor Maju tapi Tertekan"
provinsi,11,,15,2024,2025,3.47,5.16,2.67,3.01,"Kuadran IV","Sektor Relatif Tertinggal"
provinsi,11,,16,2024,2025,2.22,5.16,3.3,1.48,"Kuadran II","Sektor Maju tapi Tertekan"
provinsi,11,,17,2024,2025,2.06,5.16,1.58,2.25,"Kuadran IV","Sektor Relatif Tertinggal"
provinsi,13,,1,2021,2022,3.52,4.95,22.01,12.82,"Kuadran II","Sektor Maju tapi Tertekan"
provinsi,13,,2,2021,2022,1.94,4.95,3.85,7.66,"Kuadran IV","Sektor Relatif Tertinggal"
provinsi,13,,3,2021,2022,1.75,4.95,9.26,21.4,"Kuadran IV","Sektor Relatif Tertinggal"
provinsi,13,,4,2021,2022,3.22,4.95,0.1,1.09,"Kuadran IV","Sektor Relatif Tertinggal"
provinsi,13,,5,2021,2022,3.92,4.95,0.1,0.09,"Kuadran II","Sektor Maju tapi Tertekan"
provinsi,13,,6,2021,2022,2.51,4.95,9.09,10.04,"Kuadran IV","Sektor Relatif Tertinggal"
provinsi,13,,7,2021,2022,5.6,4.95,16.74,13.66,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
provinsi,13,,8,2021,2022,5.73,4.95,10.42,4.35,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
provinsi,13,,9,2021,2022,15.79,4.95,1.12,3.11,"Kuadran III","Sektor Berkembang Cepat / Potensial"
provinsi,13,,10,2021,2022,7.02,4.95,8.71,6.7,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
provinsi,13,,11,2021,2022,4.54,4.95,3,4.23,"Kuadran IV","Sektor Relatif Tertinggal"
provinsi,13,,12,2021,2022,5.78,4.95,2.01,3.03,"Kuadran III","Sektor Berkembang Cepat / Potensial"
provinsi,13,,13,2021,2022,7.33,4.95,0.44,1.91,"Kuadran III","Sektor Berkembang Cepat / Potensial"
provinsi,13,,14,2021,2022,0.89,4.95,5.44,3.33,"Kuadran II","Sektor Maju tapi Tertekan"
provinsi,13,,15,2021,2022,5.13,4.95,4.24,3.15,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
provinsi,13,,16,2021,2022,4.54,4.95,1.64,1.44,"Kuadran II","Sektor Maju tapi Tertekan"
provinsi,13,,17,2021,2022,11.88,4.95,1.83,1.96,"Kuadran III","Sektor Berkembang Cepat / Potensial"
provinsi,13,,1,2022,2023,3.54,5.05,21.78,12.37,"Kuadran II","Sektor Maju tapi Tertekan"
provinsi,13,,2,2022,2023,4.65,5.05,3.86,7.74,"Kuadran IV","Sektor Relatif Tertinggal"
provinsi,13,,3,2022,2023,3.08,5.05,9.13,21.32,"Kuadran IV","Sektor Relatif Tertinggal"
provinsi,13,,4,2022,2023,4.15,5.05,0.1,1.09,"Kuadran IV","Sektor Relatif Tertinggal"
provinsi,13,,5,2022,2023,2.18,5.05,0.1,0.09,"Kuadran II","Sektor Maju tapi Tertekan"
provinsi,13,,6,2022,2023,5.86,5.05,9.2,10.03,"Kuadran III","Sektor Berkembang Cepat / Potensial"
provinsi,13,,7,2022,2023,4.61,5.05,16.74,13.64,"Kuadran II","Sektor Maju tapi Tertekan"
provinsi,13,,8,2022,2023,5.77,5.05,10.53,4.72,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
provinsi,13,,9,2022,2023,7.71,5.05,1.15,3.25,"Kuadran III","Sektor Berkembang Cepat / Potensial"
provinsi,13,,10,2022,2023,7.64,5.05,8.96,6.86,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
provinsi,13,,11,2022,2023,2.78,5.05,2.95,4.22,"Kuadran IV","Sektor Relatif Tertinggal"
provinsi,13,,12,2022,2023,6.32,5.05,2.04,2.92,"Kuadran III","Sektor Berkembang Cepat / Potensial"
provinsi,13,,13,2022,2023,6.88,5.05,0.45,1.97,"Kuadran III","Sektor Berkembang Cepat / Potensial"
provinsi,13,,14,2022,2023,2.36,5.05,5.32,3.22,"Kuadran II","Sektor Maju tapi Tertekan"
provinsi,13,,15,2022,2023,1.84,5.05,4.13,3.05,"Kuadran II","Sektor Maju tapi Tertekan"
provinsi,13,,16,2022,2023,7.29,5.05,1.68,1.44,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
provinsi,13,,17,2022,2023,8.06,5.05,1.89,2.06,"Kuadran III","Sektor Berkembang Cepat / Potensial"
provinsi,13,,1,2023,2024,2.05,5.11,21.3,11.84,"Kuadran II","Sektor Maju tapi Tertekan"
provinsi,13,,2,2023,2024,3.97,5.11,3.84,7.73,"Kuadran IV","Sektor Relatif Tertinggal"
provinsi,13,,3,2023,2024,2.6,5.11,8.97,21.18,"Kuadran IV","Sektor Relatif Tertinggal"
provinsi,13,,4,2023,2024,4.4,5.11,0.1,1.09,"Kuadran IV","Sektor Relatif Tertinggal"
provinsi,13,,5,2023,2024,3.31,5.11,0.1,0.09,"Kuadran II","Sektor Maju tapi Tertekan"
provinsi,13,,6,2023,2024,4.57,5.11,9.22,10.21,"Kuadran IV","Sektor Relatif Tertinggal"
provinsi,13,,7,2023,2024,4.41,5.11,16.75,13.61,"Kuadran II","Sektor Maju tapi Tertekan"
provinsi,13,,8,2023,2024,5.56,5.11,10.66,4.88,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
provinsi,13,,9,2023,2024,5.37,5.11,1.16,3.36,"Kuadran III","Sektor Berkembang Cepat / Potensial"
provinsi,13,,10,2023,2024,5.45,5.11,9.05,7.02,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
provinsi,13,,11,2023,2024,6.06,5.11,3,4.2,"Kuadran III","Sektor Berkembang Cepat / Potensial"
provinsi,13,,12,2023,2024,5.87,5.11,2.07,2.85,"Kuadran III","Sektor Berkembang Cepat / Potensial"
provinsi,13,,13,2023,2024,4.72,5.11,0.45,2.03,"Kuadran IV","Sektor Relatif Tertinggal"
provinsi,13,,14,2023,2024,10.23,5.11,5.62,3.26,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
provinsi,13,,15,2023,2024,3.23,5.11,4.08,3.01,"Kuadran II","Sektor Maju tapi Tertekan"
provinsi,13,,16,2023,2024,5.6,5.11,1.7,1.48,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
provinsi,13,,17,2023,2024,7.27,5.11,1.94,2.16,"Kuadran III","Sektor Berkembang Cepat / Potensial"
provinsi,13,,1,2024,2025,4.14,5.16,21.46,11.86,"Kuadran II","Sektor Maju tapi Tertekan"
provinsi,13,,2,2024,2025,0.95,5.16,3.75,7.3,"Kuadran IV","Sektor Relatif Tertinggal"
provinsi,13,,3,2024,2025,5.38,5.16,9.15,21.21,"Kuadran III","Sektor Berkembang Cepat / Potensial"
provinsi,13,,4,2024,2025,0.85,5.16,0.1,1.07,"Kuadran IV","Sektor Relatif Tertinggal"
provinsi,13,,5,2024,2025,0.38,5.16,0.09,0.08,"Kuadran II","Sektor Maju tapi Tertekan"
provinsi,13,,6,2024,2025,-1.4,5.16,8.79,10.08,"Kuadran IV","Sektor Relatif Tertinggal"
provinsi,13,,7,2024,2025,3.71,5.16,16.8,13.65,"Kuadran II","Sektor Maju tapi Tertekan"
provinsi,13,,8,2024,2025,-0.01,5.16,10.31,5.04,"Kuadran II","Sektor Maju tapi Tertekan"
provinsi,13,,9,2024,2025,3.22,5.16,1.16,3.43,"Kuadran IV","Sektor Relatif Tertinggal"
provinsi,13,,10,2024,2025,5.28,5.16,9.22,7.24,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
provinsi,13,,11,2024,2025,7.55,5.16,3.12,4.16,"Kuadran III","Sektor Berkembang Cepat / Potensial"
provinsi,13,,12,2024,2025,5.78,5.16,2.12,2.81,"Kuadran III","Sektor Berkembang Cepat / Potensial"
provinsi,13,,13,2024,2025,5.22,5.16,0.46,2.11,"Kuadran III","Sektor Berkembang Cepat / Potensial"
provinsi,13,,14,2024,2025,1.96,5.16,5.54,3.22,"Kuadran II","Sektor Maju tapi Tertekan"
provinsi,13,,15,2024,2025,4.35,5.16,4.12,3.01,"Kuadran II","Sektor Maju tapi Tertekan"
provinsi,13,,16,2024,2025,8.09,5.16,1.78,1.48,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
provinsi,13,,17,2024,2025,8.5,5.16,2.04,2.25,"Kuadran III","Sektor Berkembang Cepat / Potensial"
provinsi,14,,1,2021,2022,2.82,4.95,27.32,12.82,"Kuadran II","Sektor Maju tapi Tertekan"
provinsi,14,,2,2021,2022,1.36,4.95,14.87,7.66,"Kuadran II","Sektor Maju tapi Tertekan"
provinsi,14,,3,2021,2022,4.73,4.95,32.13,21.4,"Kuadran II","Sektor Maju tapi Tertekan"
provinsi,14,,4,2021,2022,14.34,4.95,0.08,1.09,"Kuadran III","Sektor Berkembang Cepat / Potensial"
provinsi,14,,5,2021,2022,4.5,4.95,0.01,0.09,"Kuadran IV","Sektor Relatif Tertinggal"
provinsi,14,,6,2021,2022,4.76,4.95,8.43,10.04,"Kuadran IV","Sektor Relatif Tertinggal"
provinsi,14,,7,2021,2022,11.9,4.95,9.9,13.66,"Kuadran III","Sektor Berkembang Cepat / Potensial"
provinsi,14,,8,2021,2022,18.58,4.95,0.75,4.35,"Kuadran III","Sektor Berkembang Cepat / Potensial"
provinsi,14,,9,2021,2022,10.9,4.95,0.45,3.11,"Kuadran III","Sektor Berkembang Cepat / Potensial"
provinsi,14,,10,2021,2022,6.83,4.95,1.15,6.7,"Kuadran III","Sektor Berkembang Cepat / Potensial"
provinsi,14,,11,2021,2022,4.96,4.95,1,4.23,"Kuadran III","Sektor Berkembang Cepat / Potensial"
provinsi,14,,12,2021,2022,5.48,4.95,0.96,3.03,"Kuadran III","Sektor Berkembang Cepat / Potensial"
provinsi,14,,13,2021,2022,12.77,4.95,0,1.91,"Kuadran III","Sektor Berkembang Cepat / Potensial"
provinsi,14,,14,2021,2022,5.98,4.95,1.68,3.33,"Kuadran III","Sektor Berkembang Cepat / Potensial"
provinsi,14,,15,2021,2022,3.92,4.95,0.52,3.15,"Kuadran IV","Sektor Relatif Tertinggal"
provinsi,14,,16,2021,2022,2.48,4.95,0.26,1.44,"Kuadran IV","Sektor Relatif Tertinggal"
provinsi,14,,17,2021,2022,12.93,4.95,0.47,1.96,"Kuadran III","Sektor Berkembang Cepat / Potensial"
provinsi,14,,1,2022,2023,3.23,5.05,27.07,12.37,"Kuadran II","Sektor Maju tapi Tertekan"
provinsi,14,,2,2022,2023,2.52,5.05,14.63,7.74,"Kuadran II","Sektor Maju tapi Tertekan"
provinsi,14,,3,2022,2023,3.63,5.05,31.95,21.32,"Kuadran II","Sektor Maju tapi Tertekan"
provinsi,14,,4,2022,2023,1.45,5.05,0.08,1.09,"Kuadran IV","Sektor Relatif Tertinggal"
provinsi,14,,5,2022,2023,5.52,5.05,0.01,0.09,"Kuadran III","Sektor Berkembang Cepat / Potensial"
provinsi,14,,6,2022,2023,9.17,5.05,8.84,10.03,"Kuadran III","Sektor Berkembang Cepat / Potensial"
provinsi,14,,7,2022,2023,6.12,5.05,10.08,13.64,"Kuadran III","Sektor Berkembang Cepat / Potensial"
provinsi,14,,8,2022,2023,8.31,5.05,0.78,4.72,"Kuadran III","Sektor Berkembang Cepat / Potensial"
provinsi,14,,9,2022,2023,4.22,5.05,0.45,3.25,"Kuadran IV","Sektor Relatif Tertinggal"
provinsi,14,,10,2022,2023,7.67,5.05,1.19,6.86,"Kuadran III","Sektor Berkembang Cepat / Potensial"
provinsi,14,,11,2022,2023,4.07,5.05,1,4.22,"Kuadran IV","Sektor Relatif Tertinggal"
provinsi,14,,12,2022,2023,3.94,5.05,0.96,2.92,"Kuadran IV","Sektor Relatif Tertinggal"
provinsi,14,,13,2022,2023,6.61,5.05,0,1.97,"Kuadran III","Sektor Berkembang Cepat / Potensial"
provinsi,14,,14,2022,2023,5.4,5.05,1.7,3.22,"Kuadran III","Sektor Berkembang Cepat / Potensial"
provinsi,14,,15,2022,2023,3.76,5.05,0.52,3.05,"Kuadran IV","Sektor Relatif Tertinggal"
provinsi,14,,16,2022,2023,6.97,5.05,0.26,1.44,"Kuadran III","Sektor Berkembang Cepat / Potensial"
provinsi,14,,17,2022,2023,6.26,5.05,0.48,2.06,"Kuadran III","Sektor Berkembang Cepat / Potensial"
provinsi,14,,1,2023,2024,2.23,5.11,26.73,11.84,"Kuadran II","Sektor Maju tapi Tertekan"
provinsi,14,,2,2023,2024,0.36,5.11,14.18,7.73,"Kuadran II","Sektor Maju tapi Tertekan"
provinsi,14,,3,2023,2024,3.72,5.11,32.01,21.18,"Kuadran II","Sektor Maju tapi Tertekan"
provinsi,14,,4,2023,2024,6.99,5.11,0.08,1.09,"Kuadran III","Sektor Berkembang Cepat / Potensial"
provinsi,14,,5,2023,2024,3.7,5.11,0.01,0.09,"Kuadran IV","Sektor Relatif Tertinggal"
provinsi,14,,6,2023,2024,6.52,5.11,9.09,10.21,"Kuadran III","Sektor Berkembang Cepat / Potensial"
provinsi,14,,7,2023,2024,6.05,5.11,10.33,13.61,"Kuadran III","Sektor Berkembang Cepat / Potensial"
provinsi,14,,8,2023,2024,6.55,5.11,0.8,4.88,"Kuadran III","Sektor Berkembang Cepat / Potensial"
provinsi,14,,9,2023,2024,10.7,5.11,0.48,3.36,"Kuadran III","Sektor Berkembang Cepat / Potensial"
provinsi,14,,10,2023,2024,7.56,5.11,1.24,7.02,"Kuadran III","Sektor Berkembang Cepat / Potensial"
provinsi,14,,11,2023,2024,1.3,5.11,0.97,4.2,"Kuadran IV","Sektor Relatif Tertinggal"
provinsi,14,,12,2023,2024,3.85,5.11,0.96,2.85,"Kuadran IV","Sektor Relatif Tertinggal"
provinsi,14,,13,2023,2024,8.34,5.11,0.01,2.03,"Kuadran III","Sektor Berkembang Cepat / Potensial"
provinsi,14,,14,2023,2024,9.45,5.11,1.79,3.26,"Kuadran III","Sektor Berkembang Cepat / Potensial"
provinsi,14,,15,2023,2024,4.42,5.11,0.53,3.01,"Kuadran IV","Sektor Relatif Tertinggal"
provinsi,14,,16,2023,2024,6.62,5.11,0.27,1.48,"Kuadran III","Sektor Berkembang Cepat / Potensial"
provinsi,14,,17,2023,2024,7.54,5.11,0.5,2.16,"Kuadran III","Sektor Berkembang Cepat / Potensial"
provinsi,14,,1,2024,2025,4.9,5.16,26.76,11.86,"Kuadran II","Sektor Maju tapi Tertekan"
provinsi,14,,2,2024,2025,0.12,5.16,13.55,7.3,"Kuadran II","Sektor Maju tapi Tertekan"
provinsi,14,,3,2024,2025,6.39,5.16,32.5,21.21,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
provinsi,14,,4,2024,2025,4.96,5.16,0.08,1.07,"Kuadran IV","Sektor Relatif Tertinggal"
provinsi,14,,5,2024,2025,6.96,5.16,0.01,0.08,"Kuadran III","Sektor Berkembang Cepat / Potensial"
provinsi,14,,6,2024,2025,5.03,5.16,9.11,10.08,"Kuadran IV","Sektor Relatif Tertinggal"
provinsi,14,,7,2024,2025,5.25,5.16,10.37,13.65,"Kuadran III","Sektor Berkembang Cepat / Potensial"
provinsi,14,,8,2024,2025,3.6,5.16,0.79,5.04,"Kuadran IV","Sektor Relatif Tertinggal"
provinsi,14,,9,2024,2025,4.03,5.16,0.48,3.43,"Kuadran IV","Sektor Relatif Tertinggal"
provinsi,14,,10,2024,2025,5.82,5.16,1.25,7.24,"Kuadran III","Sektor Berkembang Cepat / Potensial"
