tingkat_wilayah,provinsi_id,kabupaten_id,sektor_id,tahun_awal,tahun_akhir,n_nij,c_cij,s_sij,d_dij,keunggulan_kompetitif,spesialisasi
kabupaten,16,1672,4,2021,2022,87481328.5,-63101182.99,65619854.49,90000000,1,0
kabupaten,16,1672,5,2021,2022,73337640.66,-64048504.6,40710863.94,50000000,1,0
kabupaten,16,1672,6,2021,2022,20730979493.25,-15719092521.13,10988113027.88,16000000000,1,0
kabupaten,16,1672,7,2021,2022,23221840074.18,22323933638.23,-14975773712.41,30570000000,0,1
kabupaten,16,1672,8,2021,2022,3517587550.15,4294001036,-4111588586.14,3700000000,0,1
kabupaten,16,1672,9,2021,2022,3687311804.24,6641314735.78,-2738626540.03,7590000000,0,1
kabupaten,16,1672,10,2021,2022,2471478490.19,1361169097.98,17352411.84,3850000000,1,1
kabupaten,16,1672,11,2021,2022,4552172123.72,-5074181804.26,532009680.54,10000000,1,0
kabupaten,16,1672,12,2021,2022,7256235702.86,-12166183.08,-904069519.78,6340000000,0,0
kabupaten,16,1672,13,2021,2022,111577981.86,-49800296.6,-1777685.26,60000000,0,0
kabupaten,16,1672,14,2021,2022,3700931651.8,-1087962837.53,-1102968814.26,1510000000,0,0
kabupaten,16,1672,15,2021,2022,12545451115.2,-7171891286.09,7696440170.89,13070000000,1,0
kabupaten,16,1672,16,2021,2022,2651155709.8,-552439259.93,-128716449.87,1970000000,0,0
kabupaten,16,1672,17,2021,2022,2854929582.77,-1738228735.66,863299152.89,1980000000,1,0
kabupaten,16,1672,1,2022,2023,30697815449.29,-17675538369.61,5487722920.32,18510000000,1,0
kabupaten,16,1672,2,2022,2023,2712832567.16,1530919197.61,-2823751764.76,1420000000,0,1
kabupaten,16,1672,3,2022,2023,1638579341.07,-389315503.75,180736162.68,1430000000,1,0
kabupaten,16,1672,4,2022,2023,89478735.35,-13754812.15,-35723923.2,40000000,0,0
kabupaten,16,1672,5,2022,2023,73718276.28,-72171630.77,-11546645.52,-10000000,0,0
kabupaten,16,1672,6,2022,2023,20933448454.39,-6302140639.99,-941307814.4,13690000000,0,0
kabupaten,16,1672,7,2022,2023,24091641090.66,9991561856.93,-1353202947.6,32730000000,0,1
kabupaten,16,1672,8,2022,2023,3602027499.68,1713446785.47,-915474285.15,4400000000,0,1
kabupaten,16,1672,9,2022,2023,3964518058.22,6283193816.73,-2667711874.95,7580000000,0,1
kabupaten,16,1672,10,2022,2023,2594374923.2,643674674.48,21950402.32,3260000000,1,1
kabupaten,16,1672,11,2022,2023,4418520959.73,-420303402.86,21782443.13,4020000000,1,0
kabupaten,16,1672,12,2022,2023,7364710001.46,-1158937136.27,-255772865.2,5950000000,0,0
kabupaten,16,1672,13,2022,2023,111340017.28,-66860718.56,-4479298.72,40000000,0,0
kabupaten,16,1672,14,2022,2023,3668628149.29,-975837776.41,-442790372.88,2250000000,0,0
kabupaten,16,1672,15,2022,2023,12840198522.5,-7216295909,4006097386.5,9630000000,1,0
kabupaten,16,1672,16,2022,2023,2673177218.53,-2683273911.3,10096692.76,-0,1,0
kabupaten,16,1672,17,2022,2023,2871453961.64,-1770719558.89,229265597.25,1330000000,1,0
kabupaten,16,1672,1,2023,2024,31295004695.99,-16304610108.89,4319605412.9,19310000000,1,0
kabupaten,16,1672,2,2023,2024,2754756969.48,-942220461.37,437463491.89,2250000000,1,0
kabupaten,16,1672,3,2023,2024,1692681993.29,-167215819.87,-535466173.43,990000000,0,0
kabupaten,16,1672,4,2023,2024,90517753.65,63926137.98,-14443891.63,140000000,0,1
kabupaten,16,1672,5,2023,2024,72414202.92,-30908274.28,48494071.36,90000000,1,0
kabupaten,16,1672,6,2023,2024,21394373952.09,3672890985.82,-5497264937.91,19570000000,0,1
kabupaten,16,1672,7,2023,2024,25475718888.98,12460989352.53,-2576708241.51,35360000000,0,1
kabupaten,16,1672,8,2023,2024,3784144979.07,-1200718509.75,2846573530.68,5430000000,1,0
kabupaten,16,1672,9,2023,2024,4302610556.93,3733753756.02,413635687.05,8450000000,1,1
kabupaten,16,1672,10,2023,2024,2730116025.43,2071105906.71,-201221932.14,4600000000,0,1
kabupaten,16,1672,11,2023,2024,4572655188.66,1848072483.6,-330727672.26,6090000000,0,1
kabupaten,16,1672,12,2023,2024,7583879126.82,4737098328.2,-2930977455.02,9390000000,0,1
kabupaten,16,1672,13,2023,2024,112141439.25,3402602.2,4455958.55,120000000,1,1
kabupaten,16,1672,14,2023,2024,3741903360.7,3214227776.51,-1836131137.2,5120000000,0,1
kabupaten,16,1672,15,2023,2024,13184916572.25,4532481495.97,-8837398068.22,8880000000,0,1
kabupaten,16,1672,16,2023,2024,2644124159.46,1217129846.84,-3541254006.3,320000000,0,1
kabupaten,16,1672,17,2023,2024,2907128521.46,-524022226.57,406893705.11,2790000000,1,0
kabupaten,16,1672,1,2024,2025,34298942128.08,2826970929.5,-12485913057.58,24640000000,0,1
kabupaten,16,1672,2,2024,2025,3048592911.12,-1097269545.12,-2031323366.01,-80000000,0,0
kabupaten,16,1672,3,2024,2025,1852248717.7,-273768639.29,821519921.58,2400000000,1,0
kabupaten,16,1672,4,2024,2025,103704545.81,29717931.9,-3422477.71,130000000,0,1
kabupaten,16,1672,5,2024,2025,81787605.72,-64194860.68,-7592745.04,10000000,0,0
kabupaten,16,1672,6,2024,2025,23788432954.22,3048202540.56,-9186635494.79,17650000000,0,1
kabupaten,16,1672,7,2024,2025,28970987447.18,17012226795.77,8666785757.05,54650000000,1,1
kabupaten,16,1672,8,2024,2025,4312826162.89,-255203314.35,2642377151.46,6700000000,1,0
kabupaten,16,1672,9,2024,2025,5025393995.7,4053980911.53,1080625092.77,10160000000,1,1
kabupaten,16,1672,10,2024,2025,3148020980.82,444302733.89,-242323714.71,3350000000,0,1
kabupaten,16,1672,11,2024,2025,5186296409.56,-848754549.41,-1627541860.15,2710000000,0,0
kabupaten,16,1672,12,2024,2025,8563643422.09,3908827008.78,-10652470430.87,1820000000,0,1
kabupaten,16,1672,13,2024,2025,125621485.9,17960749.95,6417764.15,150000000,1,1
kabupaten,16,1672,14,2024,2025,4251351818.72,-1545211110.1,273859291.38,2980000000,1,0
kabupaten,16,1672,15,2024,2025,14490304759.22,-2887676438.45,-5132628320.78,6470000000,0,0
kabupaten,16,1672,16,2024,2025,2827819831.64,237072143.67,-634891975.31,2430000000,0,1
kabupaten,16,1672,17,2024,2025,3239430657.8,-750937114.62,321506456.82,2810000000,1,0
kabupaten,16,1671,1,2021,2022,26387406949.17,-7167694370.26,-29129712578.92,-9910000000,0,0
kabupaten,16,1671,2,2021,2022,249871818.53,49611899.7,-259483718.23,40000000,0,1
kabupaten,16,1671,3,2021,2022,1939010550187,-266920087275.6,189989537088.61,1862080000000,1,0
kabupaten,16,1671,4,2021,2022,9728238033.33,-7017078259.26,3048840225.92,5760000000,1,0
kabupaten,16,1671,5,2021,2022,15603630730.65,-13627234331.77,1003603601.12,2980000000,1,0
kabupaten,16,1671,6,2021,2022,857754949779.14,-650385545961.59,351410596182.45,558780000000,1,0
kabupaten,16,1671,7,2021,2022,824763488288.68,792872800819.08,-474436289107.77,1143200000000,0,1
kabupaten,16,1671,8,2021,2022,212898123150.67,259889696656.3,-13447819806.97,459340000000,0,1
kabupaten,16,1671,9,2021,2022,141138813287.33,254208846508.93,-3837659796.26,391510000000,0,1
kabupaten,16,1671,10,2021,2022,575828820039.36,317138263057.52,-191687083096.88,701280000000,0,1
kabupaten,16,1671,11,2021,2022,263083594493.48,-293252089748.84,-7041504744.64,-37210000000,0,0
kabupaten,16,1671,12,2021,2022,293266224346.73,-491705441.04,-44154518905.69,248620000000,0,0
kabupaten,16,1671,13,2021,2022,9352120704.81,-4174106549.94,701985845.13,5880000000,1,0
kabupaten,16,1671,14,2021,2022,152173509004.96,-44734444791.46,36420935786.5,143860000000,1,0
kabupaten,16,1671,15,2021,2022,182132459054.19,-104120145542,2857686487.8,80870000000,1,0
kabupaten,16,1671,16,2021,2022,48308027741.96,-10066270719.45,8538242977.49,46780000000,1,0
kabupaten,16,1671,17,2021,2022,62974508193.05,-38342136498.13,3757628305.08,28390000000,1,0
kabupaten,16,1671,1,2022,2023,25105902891.91,-14455763166.69,-2610139725.22,8040000000,0,0
kabupaten,16,1671,2,2022,2023,244541316.49,138000774.75,-412542091.24,-30000000,0,1
kabupaten,16,1671,3,2022,2023,1976533406852.8,-469611131840.35,-263932275012.44,1242990000000,0,0
kabupaten,16,1671,4,2022,2023,9734371282.48,-1496382887.9,5132011605.42,13370000000,1,0
kabupaten,16,1671,5,2022,2023,15295271323.62,-14974369045.37,5809097721.74,6130000000,1,0
kabupaten,16,1671,6,2022,2023,860884064021.68,-259174328492.25,-75469735529.44,526240000000,0,0
kabupaten,16,1671,7,2022,2023,858576936175.03,356078879576.81,230814184248.16,1445470000000,1,1
kabupaten,16,1671,8,2022,2023,229976618706.48,109397470755.14,108875910538.39,448250000000,1,1
kabupaten,16,1671,9,2022,2023,156883676768.71,248638178296.1,54818144935.19,460340000000,1,1
kabupaten,16,1671,10,2022,2023,594511461310.32,147500643763.42,66747894926.26,808760000000,1,1
kabupaten,16,1671,11,2022,2023,253438349836.36,-24107841022.54,15409491186.18,244740000000,1,0
kabupaten,16,1671,12,2022,2023,297263102482.79,-46778386201.26,50855283718.47,301340000000,1,0
kabupaten,16,1671,13,2022,2023,9375439537.28,-5630038862.97,304599325.69,4050000000,1,0
kabupaten,16,1671,14,2022,2023,155002589718.78,-41229957448.29,10127367729.52,123900000000,1,0
kabupaten,16,1671,15,2022,2023,180876179487.83,-101653882670.65,33597703182.82,112820000000,1,0
kabupaten,16,1671,16,2022,2023,49262619426.47,-49448686227.28,306066800.82,120000000,1,0
kabupaten,16,1671,17,2022,2023,62561904869.54,-38579615091.78,1817710222.25,25800000000,1,0
kabupaten,16,1671,1,2023,2024,25237355471.03,-13148591768.3,-7578763702.73,4510000000,0,0
kabupaten,16,1671,2,2023,2024,240374923.59,-82216389.29,-58158534.3,100000000,0,0
kabupaten,16,1671,3,2023,2024,2017558760051,-199309582972.06,-749969177078.92,1068280000000,0,0
kabupaten,16,1671,4,2023,2024,10300920365.61,7274794501.64,-985714867.25,16590000000,0,1
kabupaten,16,1671,5,2023,2024,15437300008.96,-6589043083.11,-1578256925.85,7270000000,0,0
kabupaten,16,1671,6,2023,2024,877991032088.16,150729596229.78,-212210628317.94,816510000000,0,1
kabupaten,16,1671,7,2023,2024,921934887104.22,450947855956.23,1487256939.56,1374370000000,1,1
kabupaten,16,1671,8,2023,2024,250018584486.1,-79331511830.27,-23337072655.83,147350000000,0,0
kabupaten,16,1671,9,2023,2024,178328020717.22,154750914205.64,-37608934922.85,295470000000,0,1
kabupaten,16,1671,10,2023,2024,628720727698.92,476956730293.31,-90417457992.22,1015260000000,0,1
kabupaten,16,1671,11,2023,2024,262991287213.68,106289877822.4,-41841165036.08,327440000000,0,1
kabupaten,16,1671,12,2023,2024,309186017037.22,193126042743.78,-55102059781,447210000000,0,1
kabupaten,16,1671,13,2023,2024,9477208807.38,287558032,-774766839.38,8990000000,0,1
kabupaten,16,1671,14,2023,2024,159548604092.86,137049385177.77,-55727989270.63,240870000000,0,1
kabupaten,16,1671,15,2023,2024,184583803247.4,63453012242.41,-66666815489.81,181370000000,0,1
kabupaten,16,1671,16,2023,2024,48733249937.07,22432642892.2,-9635892829.28,61530000000,0,1
kabupaten,16,1671,17,2023,2024,63179380543.54,-11388350883.38,19388970339.83,71180000000,1,0
kabupaten,16,1671,1,2024,2025,27068490135.12,2231026089.14,-4149516224.25,25150000000,0,1
kabupaten,16,1671,2,2024,2025,260865043.07,-93892256.36,-46972786.71,120000000,0,0
kabupaten,16,1671,3,2024,2025,2201778474640.8,-325430322207.43,-403498152433.38,1472850000000,0,0
kabupaten,16,1671,4,2024,2025,11836751329.3,3391980237.8,4141268432.89,19370000000,1,1
kabupaten,16,1671,5,2024,2025,16798532742.78,-13185120893.72,-1433411849.06,2180000000,0,0
kabupaten,16,1671,6,2024,2025,976955088523.25,125185084220.75,-5270172744,1096870000000,0,1
kabupaten,16,1671,7,2024,2025,1053488508772,618625287475.71,336203752.31,1672450000000,1,1
kabupaten,16,1671,8,2024,2025,273647430180.48,-16192568053.32,-6324862127.16,251130000000,0,0
kabupaten,16,1671,9,2024,2025,205357986764.18,165662107107.2,18389906128.62,389410000000,1,1
kabupaten,16,1671,10,2024,2025,722604187696.75,101986301256.66,81419511046.59,906010000000,1,1
kabupaten,16,1671,11,2024,2025,297064344272.13,-48615561811.13,32301217539,280750000000,1,0
kabupaten,16,1671,12,2024,2025,352571935137.52,160929482309.79,-9151417447.3,504350000000,0,1
kabupaten,16,1671,13,2024,2025,10554877613.56,1509085139.03,766037247.41,12830000000,1,1
kabupaten,16,1671,14,2024,2025,182476701306.04,-66323616161.49,-50253085144.55,65900000000,0,0
kabupaten,16,1671,15,2024,2025,205908583064.1,-41034151708.2,-5924431355.9,158950000000,0,0
kabupaten,16,1671,16,2024,2025,55092772682.14,4618738992.58,-1781511674.72,57930000000,0,1
kabupaten,16,1671,17,2024,2025,70964913786.31,-16450479490.81,4745565704.49,59260000000,1,0
kabupaten,16,1674,1,2021,2022,21707417794.59,-5896454191.91,-6740963602.68,9070000000,0,0
kabupaten,16,1674,2,2021,2022,32740018151.06,6500510966.55,-42470529117.61,-3230000000,0,1
kabupaten,16,1674,3,2021,2022,25268484088.84,-3478406023.97,3629921935.13,25420000000,1,0
kabupaten,16,1674,4,2021,2022,552651506.39,-398633221.88,305981715.49,460000000,1,0
kabupaten,16,1674,5,2021,2022,123626308.54,-107967479.18,84341170.64,100000000,1,0
kabupaten,16,1674,6,2021,2022,48496610246.51,-36772150764.72,23965540518.21,35690000000,1,0
kabupaten,16,1674,7,2021,2022,63833082429.05,61364882865.33,-12867965294.37,112330000000,0,1
kabupaten,16,1674,8,2021,2022,7695737706.52,9394366227.82,-2800103934.33,14290000000,0,1
kabupaten,16,1674,9,2021,2022,9554323056.91,17208543751.37,-3312866808.29,23450000000,0,1
kabupaten,16,1674,10,2021,2022,4669512348.78,2571738308.47,-1281250657.25,5960000000,0,1
kabupaten,16,1674,11,2021,2022,14013251608.94,-15620188428.74,4296936819.8,2690000000,1,0
kabupaten,16,1674,12,2021,2022,26206682048.98,-43939489.4,-4642742559.58,21520000000,0,0
kabupaten,16,1674,13,2021,2022,2026738083.62,-904588486.07,897850402.44,2020000000,1,0
kabupaten,16,1674,14,2021,2022,12200240363.81,-3586504527.41,-1083735836.4,7530000000,0,0
kabupaten,16,1674,15,2021,2022,10223267107.78,-5844362200.48,7091095092.7,11470000000,1,0
kabupaten,16,1674,16,2021,2022,9337977016.97,-1945817476.28,2647840459.31,10040000000,1,0
kabupaten,16,1674,17,2021,2022,1660573720.62,-1011043136.15,940469415.53,1590000000,1,0
kabupaten,16,1674,1,2022,2023,21528787085.6,-12396090621.21,-2292696464.39,6840000000,0,0
kabupaten,16,1674,2,2022,2023,31610905271.37,17838823641.24,-32219728912.6,17230000000,0,1
kabupaten,16,1674,3,2022,2023,25816140353.74,-6133742465.08,6677602111.34,26360000000,1,0
kabupaten,16,1674,4,2022,2023,559750497.83,-86045728.29,366295230.46,840000000,1,0
kabupaten,16,1674,5,2022,2023,125066868.73,-122442904.61,-22623964.12,-20000000,0,0
kabupaten,16,1674,6,2022,2023,48881826399.33,-14716168020.74,2094341621.41,36260000000,1,0
kabupaten,16,1674,7,2022,2023,67662701186.3,28061851899.84,7375446913.86,103100000000,1,1
kabupaten,16,1674,8,2022,2023,8195438714.87,3898484429.32,-1983923144.19,10110000000,0,1
kabupaten,16,1674,9,2022,2023,10464944820.52,16585440051.74,-8040384872.27,19010000000,0,1
kabupaten,16,1674,10,2022,2023,4834902120.25,1199558329.28,1145539550.47,7180000000,1,1
kabupaten,16,1674,11,2022,2023,13737019483.61,-1306707852.42,-5870311631.19,6560000000,0,0
kabupaten,16,1674,12,2022,2023,26528411423.19,-4174605810.46,386194387.27,22740000000,1,0
kabupaten,16,1674,13,2022,2023,2069704156.84,-1242876645.04,1653172488.2,2480000000,1,0
kabupaten,16,1674,14,2022,2023,12223507011.27,-3251395185.45,-1052111825.82,7920000000,0,0
kabupaten,16,1674,15,2022,2023,10505108571.05,-5903956381.36,5858847810.31,10460000000,1,0
kabupaten,16,1674,16,2022,2023,9573207878.47,-9609366251.38,86158372.91,50000000,1,0
kabupaten,16,1674,17,2022,2023,1692469943.04,-1043683677.68,1731213734.64,2380000000,1,0
kabupaten,16,1674,1,2023,2024,21638771886.95,-11273739763.87,6194967876.93,16560000000,1,0
kabupaten,16,1674,2,2023,2024,32133802546.5,-10990852041.18,-2812950505.32,18330000000,0,0
kabupaten,16,1674,3,2023,2024,26861143396.27,-2653545162.83,3862401766.57,28070000000,1,0
kabupaten,16,1674,4,2023,2024,595908544.88,420847075.01,-226755619.88,790000000,0,1
kabupaten,16,1674,5,2023,2024,122701843.84,-52372353.65,-20329490.19,50000000,0,0
kabupaten,16,1674,6,2023,2024,50173990849.37,8613647640.54,-16377638489.91,42410000000,0,1
kabupaten,16,1674,7,2023,2024,72111974199.78,35272274223.51,-12894248423.29,94490000000,0,1
kabupaten,16,1674,8,2023,2024,8614775765.64,-2733489540.27,-5021286225.36,860000000,0,0
kabupaten,16,1674,9,2023,2024,11307176060.38,9812231557.27,-5219407617.65,15900000000,0,1
kabupaten,16,1674,10,2023,2024,5143419913.08,3901873496.75,-1935293409.83,7110000000,0,1
kabupaten,16,1674,11,2023,2024,13917607500.42,5624904218.21,-6402511718.63,13140000000,0,1
kabupaten,16,1674,12,2023,2024,27383631985.4,17104565503.87,-16088197489.27,28400000000,0,1
kabupaten,16,1674,13,2023,2024,2171923211.24,65900622.96,222176165.8,2460000000,1,1
kabupaten,16,1674,14,2023,2024,12488935621.95,10727771378.79,-10736707000.73,12480000000,0,1
kabupaten,16,1674,15,2023,2024,10916943966.85,3752837285.78,-1919781252.64,12750000000,0,1
kabupaten,16,1674,16,2023,2024,9471677166.88,4359954481.78,-3841631648.65,9990000000,0,1
kabupaten,16,1674,17,2023,2024,1793760151.54,-323332863.2,539572711.66,2010000000,1,0
kabupaten,16,1674,1,2024,2025,23887326464.4,1968829745.43,-9116156209.83,16740000000,0,1
kabupaten,16,1674,2,2024,2025,35138200565.83,-12647171490.31,-15071029075.52,7420000000,0,0
kabupaten,16,1674,3,2024,2025,30054005023.53,-4442083820.46,10238078796.92,35850000000,1,0
kabupaten,16,1674,4,2024,2025,675683226.31,193626113.02,-119309339.33,750000000,0,1
kabupaten,16,1674,5,2024,2025,133105319.11,-104473988.94,-38631330.16,-10000000,0,0
kabupaten,16,1674,6,2024,2025,55602207899.45,7124756460.68,-9386964360.13,53340000000,0,1
kabupaten,16,1674,7,2024,2025,81706352670.43,47979275984.94,-15145628655.37,114540000000,0,1
kabupaten,16,1674,8,2024,2025,9203511160.94,-544600330.08,871089169.15,9530000000,1,0
kabupaten,16,1674,9,2024,2025,12869520311.29,10381830703.65,-911351014.94,22340000000,0,1
kabupaten,16,1674,10,2024,2025,5847546528.98,825306097.13,597147373.89,7270000000,1,1
kabupaten,16,1674,11,2024,2025,15496880325,-2536115686.2,-1510764638.8,11450000000,0,0
kabupaten,16,1674,12,2024,2025,30627052823.06,13979546481.96,-12096599305.03,32510000000,0,1
kabupaten,16,1674,13,2024,2025,2440264183.64,348897121.28,180838695.08,2970000000,1,1
kabupaten,16,1674,14,2024,2025,13942915816.39,-5067740649.4,-5365175166.98,3510000000,0,0
kabupaten,16,1674,15,2024,2025,12286315880.99,-2448458156.98,2652142275.99,12490000000,1,0
kabupaten,16,1674,16,2024,2025,10602453410.35,888863685.73,-1317096.08,11490000000,0,1
kabupaten,16,1674,17,2024,2025,2014220250.59,-466919314.83,612699064.24,2160000000,1,0
kabupaten,17,1701,1,2021,2022,52496452224.58,2289875896.85,-5776328121.42,49010000000,0,1
kabupaten,17,1701,2,2021,2022,3675161060.39,-6076400414.28,3561239353.89,1160000000,1,0
kabupaten,17,1701,3,2021,2022,4964570287.95,-1417696154.25,-326874133.7,3220000000,0,0
kabupaten,17,1701,4,2021,2022,167209485.39,143833043.78,-41042529.17,270000000,0,1
kabupaten,17,1701,5,2021,2022,248228514.4,53501915.27,-61730429.66,240000000,0,1
kabupaten,17,1701,6,2021,2022,8066133861.08,-7597630513.25,2401496652.17,2870000000,1,0
kabupaten,17,1701,7,2021,2022,27016398554.85,-1231936814.1,1555538259.26,27340000000,1,0
kabupaten,17,1701,8,2021,2022,10359661905.57,21979312711.96,-17328974617.52,15010000000,0,1
kabupaten,17,1701,9,2021,2022,3089496909.23,2926975365.4,123527725.37,6140000000,1,1
kabupaten,17,1701,10,2021,2022,6056172418.11,5528428629.72,-164601047.83,11420000000,0,1
kabupaten,17,1701,11,2021,2022,10305361918.04,-20822251486.21,3846889568.16,-6670000000,1,0
kabupaten,17,1701,12,2021,2022,7018057911.4,-730762736.3,-1567295175.1,4720000000,0,0
kabupaten,17,1701,13,2021,2022,393890385.69,642847580.11,113262034.19,1150000000,1,1
kabupaten,17,1701,14,2021,2022,15605213081.35,-14895104070.4,-1210109010.95,-500000000,0,0
kabupaten,17,1701,15,2021,2022,8297555236.48,1145853354.77,216591408.75,9660000000,1,1
kabupaten,17,1701,16,2021,2022,2515468469.69,-542156367.78,206687898.09,2180000000,1,0
kabupaten,17,1701,17,2021,2022,1008859292.02,894533729.33,-33393021.35,1870000000,0,1
kabupaten,17,1701,1,2022,2023,53940039330.03,-27823241939.21,-8656797390.82,17460000000,0,0
kabupaten,17,1701,2,2022,2023,3679548754.45,3107741944.25,-2127290698.7,4660000000,0,1
kabupaten,17,1701,3,2022,2023,5040862604.14,-2868633276.3,-3002229327.84,-830000000,0,0
kabupaten,17,1701,4,2022,2023,176655799.76,-12535590.7,35879790.94,200000000,1,0
kabupaten,17,1701,5,2022,2023,255405975.55,18643241.45,105950783,380000000,1,1
kabupaten,17,1701,6,2022,2023,8089558598.98,1480497945.81,809943455.22,10380000000,1,1
kabupaten,17,1701,7,2022,2023,27849467574.16,-7891855074.64,-1277612499.52,18680000000,0,0
kabupaten,17,1701,8,2022,2023,10871781025.99,7577985934.5,-4839766960.49,13610000000,0,1
kabupaten,17,1701,9,2022,2023,3313041179.53,4378292688.81,-551333868.34,7140000000,0,1
kabupaten,17,1701,10,2022,2023,6468156330.85,8136070692.92,115772976.23,14720000000,1,1
kabupaten,17,1701,11,2022,2023,9895278846.13,-21735109252.6,-3790169593.52,-15630000000,0,0
kabupaten,17,1701,12,2022,2023,7133063220.53,1688997084.48,367939694.98,9190000000,1,1
kabupaten,17,1701,13,2022,2023,438021248.07,369073266.44,-7094514.51,800000000,0,1
kabupaten,17,1701,14,2022,2023,15392892469.88,6880318350.77,2326789179.35,24600000000,1,1
kabupaten,17,1701,15,2022,2023,8607181376.09,1264948411.85,667870212.06,10540000000,1,1
kabupaten,17,1701,16,2022,2023,2577471969.94,2634718942.89,237809087.16,5450000000,1,1
kabupaten,17,1701,17,2022,2023,1076110510.32,1434511020,-630621530.32,1880000000,0,1
kabupaten,17,1701,1,2023,2024,59583747612.21,-26545049415.72,-9148698196.5,23890000000,0,0
kabupaten,17,1701,2,2023,2024,4225435854.55,-1650535381.72,2525099527.17,5100000000,1,0
kabupaten,17,1701,3,2023,2024,5454105402.16,-3706591211.59,1972485809.44,3720000000,1,0
kabupaten,17,1701,4,2023,2024,201763402.5,-26072100.33,44308697.84,220000000,1,0
kabupaten,17,1701,5,2023,2024,295919656.99,92522132.99,-128441789.98,260000000,0,1
kabupaten,17,1701,6,2023,2024,9295958880.01,1990147943.16,1173893176.83,12460000000,1,1
kabupaten,17,1701,7,2023,2024,31211638806.19,-8842691393.69,-5388947412.5,16980000000,0,0
kabupaten,17,1701,8,2023,2024,12477327104.64,-1791901341.86,-795425762.78,9890000000,0,0
kabupaten,17,1701,9,2023,2024,3941111795.4,4041514445.4,267373759.19,8250000000,1,1
kabupaten,17,1701,10,2023,2024,7730553171,7654424081.24,25022747.76,15410000000,1,1
kabupaten,17,1701,11,2023,2024,10057093922.53,1789035634.51,2573870442.96,14420000000,1,1
kabupaten,17,1701,12,2023,2024,8198551500,-654179515.59,615628015.58,8160000000,1,0
kabupaten,17,1701,13,2023,2024,514380720.38,396158031.36,-538751.74,910000000,0,1
kabupaten,17,1701,14,2023,2024,17913343374.16,14567432048.71,649224577.13,33130000000,1,1
kabupaten,17,1701,15,2023,2024,9867389941.79,3785931753.33,336678304.88,13990000000,1,1
kabupaten,17,1701,16,2023,2024,3061237830.96,2926126396.14,-567364227.1,5420000000,0,1
kabupaten,17,1701,17,2023,2024,1259745749.83,1284953938.58,-84699688.41,2460000000,0,1
kabupaten,17,1701,1,2024,2025,62768754673.84,-9016931355.55,-7311823318.3,46440000000,0,0
kabupaten,17,1701,2,2024,2025,4614679444.27,-8616095266.97,9001415822.7,5000000000,1,0
kabupaten,17,1701,3,2024,2025,5819197124.58,5600505646.63,1190297228.79,12610000000,1,1
kabupaten,17,1701,4,2024,2025,219221258.42,-58741232.65,29519974.23,190000000,1,0
kabupaten,17,1701,5,2024,2025,318518414.86,-316286669.63,-72231745.23,-70000000,0,0
kabupaten,17,1701,6,2024,2025,10211777131.98,-3503143164.83,-2998633967.15,3710000000,0,0
kabupaten,17,1701,7,2024,2025,33094255182.98,-10661010180.34,-903245002.64,21530000000,0,0
kabupaten,17,1701,8,2024,2025,13378732817.12,-898313899.21,9899581082.08,22380000000,1,0
kabupaten,17,1701,9,2024,2025,4471729914.71,6339714400.18,-691444314.89,10120000000,0,1
kabupaten,17,1701,10,2024,2025,8734312195.56,7080101050.17,-844413245.73,14970000000,0,1
kabupaten,17,1701,11,2024,2025,11092979433.35,10757956119.48,-4690935552.83,17160000000,0,1
kabupaten,17,1701,12,2024,2025,8870545975.41,1081821945.59,187632078.99,10140000000,1,1
kabupaten,17,1701,13,2024,2025,575635689.51,352779283.85,-78414973.36,850000000,0,1
kabupaten,17,1701,14,2024,2025,20115589170.07,-13032578663.08,-5073010506.99,2010000000,0,0
kabupaten,17,1701,15,2024,2025,10876156656.96,5538415225.61,-604571882.57,15810000000,0,1
kabupaten,17,1701,16,2024,2025,3425991745.42,1829662553.66,-2005654299.08,3250000000,0,1
kabupaten,17,1701,17,2024,2025,1420860760.28,1695073614.41,-105934374.69,3010000000,0,1
kabupaten,17,1709,1,2021,2022,37563093750.78,1638488304.37,18417944.85,39220000000,1,1
kabupaten,17,1709,2,2021,2022,18038369665.18,-29824096170.32,16455726505.14,4670000000,1,0
kabupaten,17,1709,3,2021,2022,18411143389.06,-5257536033.15,-283607355.91,12870000000,0,0
kabupaten,17,1709,4,2021,2022,62919033.16,54122743.28,2958223.56,120000000,1,1
kabupaten,17,1709,5,2021,2022,143076157.6,30837909.49,16085932.9,190000000,1,1
kabupaten,17,1709,6,2021,2022,5766141532.36,-5431228095.71,2205086563.34,2540000000,1,0
kabupaten,17,1709,7,2021,2022,10401464276.92,-474302551.37,2482838274.45,12410000000,1,0
kabupaten,17,1709,8,2021,2022,1563063926.6,3316234752.12,-2279298678.72,2600000000,0,1
kabupaten,17,1709,9,2021,2022,2565027982.11,2430095881.55,-485123863.66,4510000000,0,1
kabupaten,17,1709,10,2021,2022,933873594.96,852494473.82,-176368068.79,1610000000,0,1
kabupaten,17,1709,11,2021,2022,3324796855.17,-6717838423.29,2733041568.12,-660000000,1,0
kabupaten,17,1709,12,2021,2022,5239517843.83,-545570362.17,-433947481.66,4260000000,0,0
kabupaten,17,1709,13,2021,2022,109030927.33,177943586.18,-6974513.51,280000000,0,1
kabupaten,17,1709,14,2021,2022,19326055083.62,-18446630638.12,-179424445.5,700000000,0,0
