tingkat_wilayah,provinsi_id,kabupaten_id,sektor_id,tahun_awal,tahun_akhir,n_nij,c_cij,s_sij,d_dij,keunggulan_kompetitif,spesialisasi
kabupaten,18,1808,2,2024,2025,29306437281.43,-35820864640.16,22534427358.73,16020000000,1,0
kabupaten,18,1808,3,2024,2025,122598200034.73,24265638769.03,-163838803.76,146700000000,0,1
kabupaten,18,1808,4,2024,2025,702108647.83,-1107319260.86,1185210613.03,780000000,1,0
kabupaten,18,1808,5,2024,2025,306182718.6,-158513630.51,12330911.91,160000000,1,0
kabupaten,18,1808,6,2024,2025,53752487855.67,2724806199.49,-3507294055.16,52970000000,0,1
kabupaten,18,1808,7,2024,2025,75073890996.43,1749903440.79,18686205562.77,95510000000,1,1
kabupaten,18,1808,8,2024,2025,22665439695.19,8748663346.3,4485896958.51,35900000000,1,1
kabupaten,18,1808,9,2024,2025,4943267201.72,2388900812.21,-72168013.93,7260000000,0,1
kabupaten,18,1808,10,2024,2025,33527007687,-4757888496.9,-1669119190.1,27100000000,0,0
kabupaten,18,1808,11,2024,2025,5518679552.19,706737692.23,174582755.58,6400000000,1,1
kabupaten,18,1808,12,2024,2025,13788780361.9,-3450283587.04,-1018496774.86,9320000000,0,0
kabupaten,18,1808,13,2024,2025,293513088.87,-56663148.68,-6849940.19,230000000,0,0
kabupaten,18,1808,14,2024,2025,18825486082.92,-9000638537.68,-214847545.24,9610000000,0,0
kabupaten,18,1808,15,2024,2025,18134991262.34,-11791828143.45,496836881.11,6840000000,1,0
kabupaten,18,1808,16,2024,2025,6539640548.36,-3746977695.15,-1272662853.21,1520000000,0,0
kabupaten,18,1808,17,2024,2025,4396889419.38,1751960603.95,-168850023.33,5980000000,0,1
kabupaten,18,1871,1,2021,2022,63610721439.17,-34132765709.97,-24637955729.2,4840000000,0,0
kabupaten,18,1871,2,2021,2022,45949159145.84,-86036805285.79,56717646139.95,16630000000,1,0
kabupaten,18,1871,3,2021,2022,342533752048.71,-312488692572.66,21544940523.95,51590000000,1,0
kabupaten,18,1871,4,2021,2022,2721442427.27,1261438223.01,-772880650.28,3210000000,0,1
kabupaten,18,1871,5,2021,2022,5042798585.75,-663587943.71,110789357.96,4490000000,1,0
kabupaten,18,1871,6,2021,2022,195736751283.14,-19297494557.21,5150743274.07,181590000000,1,0
kabupaten,18,1871,7,2021,2022,248006417676.34,645529523970.56,-408015941646.9,485520000000,0,1
kabupaten,18,1871,8,2021,2022,220590024720.36,826633434967.31,-123973459687.66,923250000000,0,1
kabupaten,18,1871,9,2021,2022,37754450981.59,73538293660.33,3477255358.09,114770000000,1,1
kabupaten,18,1871,10,2021,2022,140861603295.65,-125004969981.21,9013366685.56,24870000000,1,0
kabupaten,18,1871,11,2021,2022,79173863345.19,-146704380005.94,21780516660.75,-45750000000,1,0
kabupaten,18,1871,12,2021,2022,103798210414.7,-20940644855.64,-11607565559.06,71250000000,0,0
kabupaten,18,1871,13,2021,2022,5648704635.6,17433734074.08,-6222438709.68,16860000000,0,1
kabupaten,18,1871,14,2021,2022,91588518870.72,-118559197196.77,-1929321673.95,-28900000000,0,0
kabupaten,18,1871,15,2021,2022,56310751657.85,-20993320640.4,-1037431017.44,34280000000,0,0
kabupaten,18,1871,16,2021,2022,36971822333.87,-37858237436.39,-673584897.48,-1560000000,0,0
kabupaten,18,1871,17,2021,2022,28374460502.31,140363846638.02,-65118307140.34,103620000000,0,1
kabupaten,18,1871,1,2022,2023,67793387057.98,-59610309778.69,4086922720.7,12270000000,1,0
kabupaten,18,1871,2,2022,2023,49567510728.87,-17275714345.16,-811796383.71,31480000000,0,0
kabupaten,18,1871,3,2022,2023,366217111368.67,-250694924654.19,-27482186714.48,88040000000,0,0
kabupaten,18,1871,4,2022,2023,3036888461.56,-2128513033.03,291624571.47,1200000000,1,0
kabupaten,18,1871,5,2022,2023,5561037784.58,-4934251691.72,133213907.14,760000000,1,0
kabupaten,18,1871,6,2022,2023,216184548402.47,117613512720.08,-152168061122.55,181630000000,0,1
kabupaten,18,1871,7,2022,2023,285525698551.55,328434263425.5,-268489961977.05,345470000000,0,1
kabupaten,18,1871,8,2022,2023,276298666837.54,728862387102.32,-64331053939.87,940830000000,0,1
kabupaten,18,1871,9,2022,2023,45323321600.65,88077189506.6,-24090511107.25,109310000000,0,1
kabupaten,18,1871,10,2022,2023,150767125420.01,98089874361.01,-71936999781.02,176920000000,0,1
kabupaten,18,1871,11,2022,2023,82026443712.44,-24448925932.65,-33207517779.79,24370000000,0,0
kabupaten,18,1871,12,2022,2023,113503081236.44,-92148944119.86,-13704137116.58,7650000000,0,0
kabupaten,18,1871,13,2022,2023,6766974783.31,1856777770.84,-2343752554.15,6280000000,0,1
kabupaten,18,1871,14,2022,2023,95980402998.93,-93543917388.43,6453514389.5,8890000000,1,0
kabupaten,18,1871,15,2022,2023,61376874930.54,-31220238738.01,-2376636192.54,27780000000,0,0
kabupaten,18,1871,16,2022,2023,39204089080.14,-5805457289.17,-23178631790.96,10220000000,0,0
kabupaten,18,1871,17,2022,2023,34852170186.11,83066357509.55,-18068527695.66,99850000000,0,1
kabupaten,18,1871,1,2023,2024,68787701092.57,-98090437538.77,-26397263553.8,-55700000000,0,0
kabupaten,18,1871,2,2023,2024,51324191398.36,3237888014.7,-36582079413.06,17980000000,0,1
kabupaten,18,1871,3,2023,2024,372583693413.94,357525313784.27,-391549007198.21,338560000000,0,1
kabupaten,18,1871,4,2023,2024,3111180862.62,-7484839460.93,8183658598.32,3810000000,1,0
kabupaten,18,1871,5,2023,2024,5631324278.61,-6016458036.12,1045133757.51,660000000,1,0
kabupaten,18,1871,6,2023,2024,225874200906.22,-89496874550.15,75692673643.93,212070000000,1,0
kabupaten,18,1871,7,2023,2024,303153261971.13,173944408840.76,-273277670811.89,203820000000,0,1
kabupaten,18,1871,8,2023,2024,321102593467.44,369302139779.14,-112394733246.58,578010000000,0,1
kabupaten,18,1871,9,2023,2024,50613299608.84,10661849722.85,13904850668.31,75180000000,1,1
kabupaten,18,1871,10,2023,2024,159823478949.22,141457559462.56,-43541038411.77,257740000000,0,1
kabupaten,18,1871,11,2023,2024,83665193228.14,4279463483.61,-3324656711.75,84620000000,0,1
kabupaten,18,1871,12,2023,2024,114578007048.34,54717563695.25,12954429256.4,182250000000,1,1
kabupaten,18,1871,13,2023,2024,7097481412.07,6844293093,268225494.93,14210000000,1,1
kabupaten,18,1871,14,2023,2024,97000132523.13,52651928139.96,-39902060663.09,109750000000,0,1
kabupaten,18,1871,15,2023,2024,63039724686.34,-42496464457.68,-5993260228.67,14550000000,0,0
kabupaten,18,1871,16,2023,2024,39922017747.33,23737356602.11,-39374349.44,63620000000,0,1
kabupaten,18,1871,17,2023,2024,39642510100.35,52513800554.97,-8606310655.33,83550000000,0,1
kabupaten,18,1871,1,2024,2025,76439571501.65,9195955559.68,-53515527061.33,32120000000,0,1
kabupaten,18,1871,2,2024,2025,60176518032.69,-73552949690.38,45686431657.68,32310000000,1,0
kabupaten,18,1871,3,2024,2025,447828651141.98,88637910474.66,114823438383.36,651290000000,1,1
kabupaten,18,1871,4,2024,2025,3791386698.28,-5979524008.63,6928137310.35,4740000000,1,0
kabupaten,18,1871,5,2024,2025,6533305733.5,-3382352915.95,-300952817.55,2850000000,0,0
kabupaten,18,1871,6,2024,2025,271850661526.3,13780578302.76,81958760170.94,367590000000,1,1
kabupaten,18,1871,7,2024,2025,360594027204.63,8405115554.28,-122319142758.91,246680000000,0,1
kabupaten,18,1871,8,2024,2025,401060824579.13,154806003449.31,-36586828028.44,519280000000,0,1
kabupaten,18,1871,9,2024,2025,62375754594.24,30143928040.33,-24569682634.57,67950000000,0,1
kabupaten,18,1871,10,2024,2025,198040038194.72,-28104280240.26,-7655757954.47,162280000000,0,0
kabupaten,18,1871,11,2024,2025,101015485780.67,12936328450.41,-34031814231.08,79920000000,0,1
kabupaten,18,1871,12,2024,2025,141842311800.15,-35492348670.93,-29579963129.22,76770000000,0,0
kabupaten,18,1871,13,2024,2025,8940535383.2,-1725983967.67,3185448584.47,10400000000,1,0
kabupaten,18,1871,14,2024,2025,117730422710.18,-56288001012.85,-13502421697.34,47940000000,0,0
kabupaten,18,1871,15,2024,2025,73514998637.75,-47801303974.29,-5053694663.46,20660000000,0,0
kabupaten,18,1871,16,2024,2025,49427920906.02,-28320412380.91,6302491474.89,27410000000,1,0
kabupaten,18,1871,17,2024,2025,50157480418.28,19985476391.29,25407043190.43,95550000000,1,1
kabupaten,18,1872,1,2021,2022,9488677016.46,-5091512596.82,3672835580.36,8070000000,1,0
kabupaten,18,1872,3,2021,2022,29250371296.12,-26684699621.34,26524328325.22,29090000000,1,0
kabupaten,18,1872,4,2021,2022,312366819.48,144787720.57,-327154540.05,130000000,0,1
kabupaten,18,1872,5,2021,2022,117672432,-15484657.15,-52187774.85,50000000,0,0
kabupaten,18,1872,6,2021,2022,13056077254.85,-1287185866.28,9221108611.43,20990000000,1,0
kabupaten,18,1872,7,2021,2022,33272628971.65,86604469926.85,-66177098898.5,53700000000,0,1
kabupaten,18,1872,8,2021,2022,14309823530.31,53624267886.24,-38784091416.55,29150000000,0,1
kabupaten,18,1872,9,2021,2022,4266588434.33,8310480620.26,1792930945.41,14370000000,1,1
kabupaten,18,1872,10,2021,2022,17449751915.74,-15485452837.19,9495700921.46,11460000000,1,0
kabupaten,18,1872,11,2021,2022,13028691670.68,-24141377634.97,7762685964.29,-3350000000,1,0
kabupaten,18,1872,12,2021,2022,11928989306.2,-2406599569.97,-2382389736.23,7140000000,0,0
kabupaten,18,1872,13,2021,2022,1189133412.8,3670051283.38,-949184696.17,3910000000,0,1
kabupaten,18,1872,14,2021,2022,12834853082.7,-16614417356.95,2719564274.25,-1060000000,1,0
kabupaten,18,1872,15,2021,2022,10681661527.04,-3982250969.97,-2079410557.06,4620000000,0,0
kabupaten,18,1872,16,2021,2022,11193001731.53,-11461358689.64,5928356958.11,5660000000,1,0
kabupaten,18,1872,17,2021,2022,4115111921.86,20356790172.34,-12041902094.2,12430000000,0,1
kabupaten,18,1872,1,2022,2023,10446605391.95,-9185636100.72,-1000969291.23,260000000,0,0
kabupaten,18,1872,3,2022,2023,32394840591.26,-22175976679.13,-458863912.13,9760000000,0,0
kabupaten,18,1872,4,2022,2023,337735088.6,-236713842.77,308978754.17,410000000,1,0
kabupaten,18,1872,5,2022,2023,127275672.69,-112930396.74,5654724.05,20000000,1,0
kabupaten,18,1872,6,2022,2023,14823524864.54,8064622763.73,-258147628.27,22630000000,0,1
kabupaten,18,1872,7,2022,2023,37786328997.57,43464827141.05,-33161156138.62,48090000000,0,1
kabupaten,18,1872,8,2022,2023,16526291542.74,43595549850.67,-11921841393.41,48200000000,0,1
kabupaten,18,1872,9,2022,2023,5185574550.14,10077170344.62,307255105.24,15570000000,1,1
kabupaten,18,1872,10,2022,2023,19057713761.33,12399047492.94,-2726761254.28,28730000000,0,1
kabupaten,18,1872,11,2022,2023,13688044041.77,-4079879119.39,-938164922.38,8670000000,0,0
kabupaten,18,1872,12,2022,2023,12996664405.48,-10551510047.12,184845641.64,2630000000,1,0
kabupaten,18,1872,13,2022,2023,1440942437.23,395377546.42,-76319983.65,1760000000,0,1
kabupaten,18,1872,14,2022,2023,13586223503.61,-13241333952.9,375110449.29,720000000,1,0
kabupaten,18,1872,15,2022,2023,11557085636.17,-5878679438.88,2311593802.71,7990000000,1,0
kabupaten,18,1872,16,2022,2023,12147553846.25,-1798845647.92,531291801.67,10880000000,1,0
kabupaten,18,1872,17,2022,2023,4936477876.45,11765558182.85,-1852036059.3,14850000000,0,1
kabupaten,18,1872,1,2023,2024,10525224126.9,-15008843490.96,2753619364.06,-1730000000,1,0
kabupaten,18,1872,3,2023,2024,33048233944.7,31712553232.89,-18510787177.59,46250000000,0,1
kabupaten,18,1872,4,2023,2024,358648110.03,-862831074.46,734182964.43,230000000,1,0
kabupaten,18,1872,5,2023,2024,129003529.37,-137826252.33,-31177277.04,-40000000,0,0
kabupaten,18,1872,6,2023,2024,15953436465.64,-6321141132.02,-4202295333.63,5430000000,0,0
kabupaten,18,1872,7,2023,2024,40227600575.77,23081942631.05,-7169543206.82,56140000000,0,1
kabupaten,18,1872,8,2023,2024,18836802584.9,21664326737.7,-6051129322.6,34450000000,0,1
kabupaten,18,1872,9,2023,2024,5930960135.83,1249375286.12,-5860335421.96,1320000000,0,1
kabupaten,18,1872,10,2023,2024,20493720256.48,18138709474.04,-8062429730.51,30570000000,0,1
kabupaten,18,1872,11,2023,2024,14172089857.94,724900507.53,-11046990365.46,3850000000,0,1
kabupaten,18,1872,12,2023,2024,13199988794.41,6303751009.82,-9643739804.23,9860000000,0,1
kabupaten,18,1872,13,2023,2024,1530658898.15,1476055732.46,-646714630.61,2360000000,0,1
kabupaten,18,1872,14,2023,2024,13705938806.77,7439619785.8,-13775558592.57,7370000000,0,1
kabupaten,18,1872,15,2023,2024,11996413312.93,-8087045977.9,-1079367335.03,2830000000,0,0
kabupaten,18,1872,16,2023,2024,12722858719.46,7564924106.13,7112217174.41,27400000000,1,1
kabupaten,18,1872,17,2023,2024,5647335354.95,7480935030.25,-6258270385.19,6870000000,0,1
kabupaten,18,1872,1,2024,2025,12054624791.89,1450214747.38,7305160460.74,20810000000,1,1
kabupaten,18,1872,3,2024,2025,40578712437.16,8031670754,21909616808.83,70520000000,1,1
kabupaten,18,1872,4,2024,2025,426016299.85,-671884694.37,745868394.52,500000000,1,0
kabupaten,18,1872,5,2024,2025,146756544.43,-75977222.9,-20779321.53,50000000,0,0
kabupaten,18,1872,6,2024,2025,18696678180.61,947766822.5,-3394445003.11,16250000000,0,1
kabupaten,18,1872,7,2024,2025,49385688806.9,1151135043.38,-18056823850.29,32480000000,0,1
kabupaten,18,1872,8,2024,2025,23556009085.33,9092415414.9,-15928424500.23,16720000000,0,1
kabupaten,18,1872,9,2024,2025,6913922526.79,3341246682.78,3954830790.42,14210000000,1,1
kabupaten,18,1872,10,2024,2025,25263241692.16,-3585160004.85,201918312.69,21880000000,1,0
kabupaten,18,1872,11,2024,2025,16557622360.3,2120415890.25,3051961749.45,21730000000,1,1
kabupaten,18,1872,12,2024,2025,15753100872.11,-3941803695.28,-1081297176.83,10730000000,0,0
kabupaten,18,1872,13,2024,2025,1890942237.99,-365049278,454107040.01,1980000000,1,0
kabupaten,18,1872,14,2024,2025,16205512233.91,-7748004874.5,5062492640.6,13520000000,1,0
kabupaten,18,1872,15,2024,2025,13993078141.38,-9098651896.44,-234426244.94,4660000000,0,0
kabupaten,18,1872,16,2024,2025,16128438653.02,-9241012475.16,2762573822.14,9650000000,1,0
kabupaten,18,1872,17,2024,2025,6879608946.26,2741211500.86,-4740820447.12,4880000000,0,1
kabupaten,18,1802,1,2021,2022,683984917723.05,-367018270153.08,138993352430.03,455960000000,1,0
kabupaten,18,1802,2,2021,2022,95640301629.18,-179080230448.32,123929928819.14,40490000000,1,0
kabupaten,18,1802,3,2021,2022,487304219585.42,-444560740518.59,31816520933.17,74560000000,1,0
kabupaten,18,1802,4,2021,2022,2672233955.71,1238629198.53,-1030863154.24,2880000000,0,1
kabupaten,18,1802,5,2021,2022,794181941.04,-104507358.81,20325417.77,710000000,1,0
kabupaten,18,1802,6,2021,2022,241958482571.46,-23854449764.21,75865967192.75,293970000000,1,0
kabupaten,18,1802,7,2021,2022,221444968426.28,576393411078.78,112021620494.94,909860000000,1,1
kabupaten,18,1802,8,2021,2022,55857605819.72,209319368028.27,27443026152.01,292620000000,1,1
kabupaten,18,1802,9,2021,2022,19537046909.48,38054350031.09,-1371396940.57,56220000000,0,1
kabupaten,18,1802,10,2021,2022,93375428238.06,-82864260598.98,10908832360.92,21420000000,1,0
kabupaten,18,1802,11,2021,2022,32730052085.2,-60646806860.84,3336754775.63,-24580000000,1,0
kabupaten,18,1802,12,2021,2022,39682995167.08,-8005798031.41,3162802864.33,34840000000,1,0
kabupaten,18,1802,13,2021,2022,2121526973.96,6547720137.81,-39247111.78,8630000000,0,1
kabupaten,18,1802,14,2021,2022,33324404841.73,-43137663255.28,183258413.56,-9630000000,1,0
kabupaten,18,1802,15,2021,2022,50528114399.65,-18837484418.47,9149370018.82,40840000000,1,0
kabupaten,18,1802,16,2021,2022,12329503474.74,-12625108543.59,-324394931.15,-620000000,0,0
kabupaten,18,1802,17,2021,2022,11015851233.91,54493626515.2,-269477749.1,65240000000,0,1
kabupaten,18,1802,1,2022,2023,747320021770.31,-657113915306.25,49823893535.93,140030000000,1,0
kabupaten,18,1802,2,2022,2023,103438757418.53,-36051405428.76,92272648010.23,159660000000,1,0
kabupaten,18,1802,3,2022,2023,521050239975.14,-356686366083.3,70296126108.16,234660000000,1,0
kabupaten,18,1802,4,2022,2023,2969614177.43,-2081361419.67,2911747242.24,3800000000,1,0
kabupaten,18,1802,5,2022,2023,875929361.69,-777203123.26,21273761.57,120000000,1,0
kabupaten,18,1802,6,2022,2023,270393984736.71,147105732570.94,60130282692.35,477630000000,1,1
kabupaten,18,1802,7,2022,2023,276598219224.34,318165169918.49,94696610857.17,689460000000,1,1
kabupaten,18,1802,8,2022,2023,72638499183.68,191616812764.71,24704688051.61,288960000000,1,1
kabupaten,18,1802,9,2022,2023,23309630341.11,45297799375.17,4002570283.73,72610000000,1,1
kabupaten,18,1802,10,2022,2023,100165954406.52,65168489852.24,24555555741.24,189890000000,1,1
kabupaten,18,1802,11,2022,2023,33651687859.06,-10030273003.9,6678585144.84,30300000000,1,0
kabupaten,18,1802,12,2022,2023,43738739475.67,-35509861194.17,1341121718.5,9570000000,1,0
kabupaten,18,1802,13,2022,2023,2645970324.02,726022933.03,58006742.95,3430000000,1,1
kabupaten,18,1802,14,2022,2023,34962627287.76,-34075092586.61,992465298.85,1880000000,1,0
kabupaten,18,1802,15,2022,2023,55532194218.26,-28247257018.24,2045062799.98,29330000000,1,0
kabupaten,18,1802,16,2022,2023,13069393361.3,-1935354365.7,225961004.4,11360000000,1,0
kabupaten,18,1802,17,2022,2023,14667612165.5,34958658512.36,983729322.14,50610000000,1,1
kabupaten,18,1802,1,2023,2024,758499123907.6,-1081610662300.6,-150928461607,-474040000000,0,0
kabupaten,18,1802,2,2023,2024,111403239339.69,7028093451.23,69488667209.08,187920000000,1,1
kabupaten,18,1802,3,2023,2024,535113044264.69,513485862217.38,187161093517.93,1235760000000,1,1
kabupaten,18,1802,4,2023,2024,3162416306.9,-7608101043,4325684736.09,-120000000,1,0
kabupaten,18,1802,5,2023,2024,887013629.26,-947677671.16,-289335958.1,-350000000,0,0
kabupaten,18,1802,6,2023,2024,293970680960.21,-116478362954.97,3607681994.76,181100000000,1,0
kabupaten,18,1802,7,2023,2024,309904904134.24,177818391251.94,135596704613.82,623320000000,1,1
kabupaten,18,1802,8,2023,2024,86321202063.36,99278564791.59,27680233145.05,213280000000,1,1
kabupaten,18,1802,9,2023,2024,26780126287.07,5641317286.92,-2781443573.99,29640000000,0,1
kabupaten,18,1802,10,2023,2024,109492431743.29,96910242949.65,10907325307.07,217310000000,1,1
kabupaten,18,1802,11,2023,2024,35252730427.12,1803172463.24,-2315902890.36,34740000000,0,1
kabupaten,18,1802,12,2023,2024,44455897107.62,21230238195.62,-166135303.25,65520000000,0,1
kabupaten,18,1802,13,2023,2024,2819779273.22,2719189340.98,141031385.8,5680000000,1,1
kabupaten,18,1802,14,2023,2024,35271943718.73,19145704214.3,6332352066.97,60750000000,1,1
kabupaten,18,1802,15,2023,2024,57228618893.4,-38579070274.59,1980451381.19,20630000000,1,0
kabupaten,18,1802,16,2023,2024,13672544276.11,8129600592.7,-172144868.81,21630000000,0,1
kabupaten,18,1802,17,2023,2024,17076499106.1,22620965876.39,552535017.51,40250000000,1,1
kabupaten,18,1802,1,2024,2025,850272049065.98,102290787654.13,-74852836720.11,877710000000,0,1
kabupaten,18,1802,2,2024,2025,138477997204.19,-169259795923.23,109951798719.04,79170000000,1,0
kabupaten,18,1802,3,2024,2025,682748397792.41,135135148691.18,89826453516.42,907710000000,1,1
kabupaten,18,1802,4,2024,2025,3643046450.13,-5745571593.37,5212525143.24,3110000000,1,0
kabupaten,18,1802,5,2024,2025,1005123959,-520361987.07,-344761971.93,140000000,0,0
kabupaten,18,1802,6,2024,2025,348798074019.84,17681175186.02,37740750794.14,404220000000,1,1
kabupaten,18,1802,7,2024,2025,390530778565.39,9102913730.41,-40763692295.8,358870000000,0,1
kabupaten,18,1802,8,2024,2025,110872457714.72,42795808065.85,-4748265780.57,148920000000,0,1
kabupaten,18,1802,9,2024,2025,32468565702.86,15690874034.09,9800560263.04,57960000000,1,1
kabupaten,18,1802,10,2024,2025,137824455470.35,-19558959672.04,-11955495798.31,106310000000,0,0
kabupaten,18,1802,11,2024,2025,42515054181.71,5444597932,-12369652113.71,35590000000,0,1
kabupaten,18,1802,12,2024,2025,54760251320.86,-13702328371,7732077050.14,48790000000,1,0
kabupaten,18,1802,13,2024,2025,3553831140.75,-686072512.42,-387758628.33,2480000000,0,0
kabupaten,18,1802,14,2024,2025,43910297156.3,-20993918087.71,-16486379068.6,6430000000,0,0
kabupaten,18,1802,15,2024,2025,67130033152.41,-43649638576.94,-5660394575.47,17820000000,0,0
kabupaten,18,1802,16,2024,2025,16919762610.23,-9694412504.62,3344649894.39,10570000000,1,0
kabupaten,18,1802,17,2024,2025,21830827836.37,8698592726.11,-4639420562.48,25890000000,0,1
kabupaten,11,1101,1,2021,2022,44815030585.32,-9966061826.52,5151031241.2,40000000000,1,0
kabupaten,11,1101,2,2021,2022,7118176850.49,147803083.68,-15265979934.16,-8000000000,0,1
kabupaten,11,1101,3,2021,2022,5391281874.93,-28423320.08,-3362858554.85,2000000000,0,0
kabupaten,11,1101,4,2021,2022,168477558.59,-71109986.79,-97367571.8,-0,0,0
kabupaten,11,1101,5,2021,2022,42119389.65,47020353.44,-89139743.09,-0,0,1
kabupaten,11,1101,6,2021,2022,30115363598.22,-46266727290.1,19151363691.88,3000000000,1,0
kabupaten,11,1101,7,2021,2022,26745812426.39,13669856999.05,-7415669425.44,33000000000,0,1
kabupaten,11,1101,8,2021,2022,8297519760.63,5959935095.25,-2257454855.88,12000000000,0,1
kabupaten,11,1101,9,2021,2022,758149013.66,5073939238.71,-1832088252.37,4000000000,0,1
kabupaten,11,1101,10,2021,2022,10361369853.37,17306901867.27,-2668271720.65,25000000000,0,1
kabupaten,11,1101,11,2021,2022,3538028730.42,-8519462514.49,2981433784.07,-2000000000,1,0
kabupaten,11,1101,12,2021,2022,6739102343.66,-366095364.23,-1373006979.43,5000000000,0,0
kabupaten,11,1101,13,2021,2022,1137223520.49,1984308170.28,-121531690.77,3000000000,0,1
kabupaten,11,1101,14,2021,2022,24976798061.18,-25346991634.87,-4629806426.31,-5000000000,0,0
kabupaten,11,1101,15,2021,2022,6107311498.94,-552838053.93,1445526554.99,7000000000,1,0
kabupaten,11,1101,16,2021,2022,3917103237.25,5201687674.92,-118790912.17,9000000000,0,1
kabupaten,11,1101,17,2021,2022,2864118496.05,6377891569.6,-2242010065.66,7000000000,0,1
kabupaten,11,1101,1,2022,2023,46681165084.91,27510124308.35,51808710606.74,126000000000,1,1
kabupaten,11,1101,2,2022,2023,6807669908.22,-14586541067.78,3778871159.56,-4000000000,1,0
kabupaten,11,1101,3,2022,2023,5496876323.4,-7527109499.56,1030233176.15,-1000000000,1,0
kabupaten,11,1101,4,2022,2023,169134656.1,123947840.86,706917503.04,1000000000,1,1
kabupaten,11,1101,5,2022,2023,42283664.03,1855006.45,-44138670.48,0,0,1
kabupaten,11,1101,6,2022,2023,30359670770.8,-4030792069.18,4671121298.38,31000000000,1,0
kabupaten,11,1101,7,2022,2023,28245487569.49,32235941431.97,-44481429001.46,16000000000,0,1
kabupaten,11,1101,8,2022,2023,8837285781.47,6793866852.73,-18631152634.2,-3000000000,0,1
kabupaten,11,1101,9,2022,2023,930240608.58,866342803.53,-1796583412.11,-0,0,1
kabupaten,11,1101,10,2022,2023,11458872951.1,1688812586.09,-5147685537.18,8000000000,0,1
kabupaten,11,1101,11,2022,2023,3467260450.15,-12417994870.45,7950734420.31,-1000000000,1,0
kabupaten,11,1101,12,2022,2023,6976804564.32,-953776439.77,-23028124.55,6000000000,0,0
kabupaten,11,1101,13,2022,2023,1268509920.79,-1581445217.72,312935296.93,0,1,0
kabupaten,11,1101,14,2022,2023,24862794447.4,-14031019897.18,-28831774550.22,-18000000000,0,0
kabupaten,11,1101,15,2022,2023,6427116931.98,-3665986366.7,-9761130565.28,-7000000000,0,0
kabupaten,11,1101,16,2022,2023,4312933730.67,-4744365447.02,1431431716.35,1000000000,1,0
kabupaten,11,1101,17,2022,2023,3171274801.96,1068655027.33,-239929829.3,4000000000,0,1
kabupaten,11,1101,1,2023,2024,57325914960.95,-42697874336.65,-7628040624.3,7000000000,0,0
kabupaten,11,1101,2,2023,2024,7317210283.63,10198070824.28,-21515281107.92,-4000000000,0,1
kabupaten,11,1101,3,2023,2024,6012230105.66,-2207595872.04,-3804634233.62,0,0,0
kabupaten,11,1101,4,2023,2024,233032174.64,44151538.2,-277183712.84,0,0,1
kabupaten,11,1101,5,2023,2024,46606434.93,-27609344.39,-18997090.54,0,0,0
kabupaten,11,1101,6,2023,2024,34908219760.77,-2180297527.24,-24727922233.54,8000000000,0,0
kabupaten,11,1101,7,2023,2024,31878801490.48,-14432909823.23,11554108332.75,29000000000,1,0
kabupaten,11,1101,8,2023,2024,9600925595.09,24987622425.99,-588548021.08,34000000000,0,1
kabupaten,11,1101,9,2023,2024,1025341568.41,-404766237.54,379424669.14,1000000000,1,0
kabupaten,11,1101,10,2023,2024,13003195344.8,-7836052421.82,7832857077.02,13000000000,1,0
kabupaten,11,1101,11,2023,2024,3775121229.14,14080951382.88,-8856072612.02,9000000000,0,1
kabupaten,11,1101,12,2023,2024,7969700372.62,-1920044624.31,-4049655748.31,2000000000,0,0
kabupaten,11,1101,13,2023,2024,1398193047.83,-101665926.71,-296527121.12,1000000000,0,0
kabupaten,11,1101,14,2023,2024,26565667908.73,16090381095.86,-4656049004.59,38000000000,0,1
kabupaten,11,1101,15,2023,2024,6757933064.5,-388812331.61,630879267.11,7000000000,1,0
kabupaten,11,1101,16,2023,2024,4800462797.54,-2504193967.79,-296268829.76,2000000000,0,0
kabupaten,11,1101,17,2023,2024,3681908359.28,-456766480.13,-1225141879.15,2000000000,0,0
kabupaten,11,1101,1,2024,2025,36679528938.97,7847792228.4,39472678832.62,84000000000,1,1
kabupaten,11,1101,2,2024,2025,4536756610.88,-2988936089.69,-547820521.19,1000000000,0,0
kabupaten,11,1101,3,2024,2025,3825108515.06,2151711793.55,1023179691.39,7000000000,1,1
kabupaten,11,1101,4,2024,2025,148260019.96,-279175034.47,130915014.5,0,1,0
kabupaten,11,1101,5,2024,2025,29652003.99,-35026542.12,5374538.13,-0,1,0
kabupaten,11,1101,6,2024,2025,22446567022.48,-41188086061.2,4741519038.73,-14000000000,1,0
kabupaten,11,1101,7,2024,2025,21141878846.8,10771827007.24,86294145.96,32000000000,1,1
kabupaten,11,1101,8,2024,2025,7116480958.25,7289471932.32,-405952890.57,14000000000,0,1
kabupaten,11,1101,9,2024,2025,681996091.83,424997809.75,-106993901.58,1000000000,0,1
kabupaten,11,1101,10,2024,2025,8658385165.87,-3194657819.78,-1463727346.09,4000000000,0,0
kabupaten,11,1101,11,2024,2025,2668680359.34,797610301.73,-3466290661.07,0,0,1
kabupaten,11,1101,12,2024,2025,5129796690.74,2589861031.54,-1719657722.28,6000000000,0,1
kabupaten,11,1101,13,2024,2025,919212123.77,-1078864390.84,-840347732.94,-1000000000,0,0
kabupaten,11,1101,14,2024,2025,18028418427.56,-2563844224.01,-15464574203.55,0,0,0
