tingkat_wilayah,provinsi_id,kabupaten_id,sektor_id,tahun,nilai_lq,kategori,persen_daerah,persen_acuan
kabupaten,21,2103,6,2023,0.3902,"Non Basis",7.53,19.3
kabupaten,21,2103,7,2023,0.4097,"Non Basis",3.36,8.2
kabupaten,21,2103,8,2023,0.314,"Non Basis",0.63,2
kabupaten,21,2103,9,2023,0.2328,"Non Basis",0.52,2.25
kabupaten,21,2103,10,2023,0.257,"Non Basis",0.99,3.85
kabupaten,21,2103,11,2023,0.0545,"Non Basis",0.15,2.74
kabupaten,21,2103,12,2023,0.645,"Non Basis",0.8,1.24
kabupaten,21,2103,13,2023,0.0519,"Non Basis",0,0
kabupaten,21,2103,14,2023,0.9212,"Non Basis",2.02,2.19
kabupaten,21,2103,15,2023,0.1552,"Non Basis",0.18,1.17
kabupaten,21,2103,16,2023,0.3833,"Non Basis",0.34,0.9
kabupaten,21,2103,17,2023,0.255,"Non Basis",0.07,0.28
kabupaten,21,2103,1,2024,4.7886,Basis,13.05,2.72
kabupaten,21,2103,2,2024,6.9365,Basis,68.23,9.84
kabupaten,21,2103,3,2024,0.0203,"Non Basis",0.85,41.73
kabupaten,21,2103,4,2024,0.0891,"Non Basis",0.09,1.06
kabupaten,21,2103,5,2024,0.0656,"Non Basis",0.01,0.12
kabupaten,21,2103,6,2024,0.405,"Non Basis",7.87,19.43
kabupaten,21,2103,7,2024,0.4476,"Non Basis",3.69,8.24
kabupaten,21,2103,8,2024,0.3261,"Non Basis",0.64,1.95
kabupaten,21,2103,9,2024,0.2505,"Non Basis",0.56,2.23
kabupaten,21,2103,10,2024,0.2801,"Non Basis",1.03,3.67
kabupaten,21,2103,11,2024,0.0565,"Non Basis",0.16,2.8
kabupaten,21,2103,12,2024,0.7106,"Non Basis",0.88,1.25
kabupaten,21,2103,13,2024,0.0538,"Non Basis",0,0
kabupaten,21,2103,14,2024,0.9335,"Non Basis",2.29,2.46
kabupaten,21,2103,15,2024,0.1697,"Non Basis",0.2,1.16
kabupaten,21,2103,16,2024,0.3679,"Non Basis",0.38,1.02
kabupaten,21,2103,17,2024,0.2488,"Non Basis",0.08,0.31
kabupaten,21,2103,1,2025,4.3403,Basis,11.44,2.64
kabupaten,21,2103,2,2025,6.7203,Basis,71.71,10.67
kabupaten,21,2103,3,2025,0.0183,"Non Basis",0.77,41.96
kabupaten,21,2103,4,2025,0.0813,"Non Basis",0.09,1.09
kabupaten,21,2103,5,2025,0.0574,"Non Basis",0.01,0.13
kabupaten,21,2103,6,2025,0.3521,"Non Basis",6.74,19.14
kabupaten,21,2103,7,2025,0.4283,"Non Basis",3.55,8.29
kabupaten,21,2103,8,2025,0.3013,"Non Basis",0.59,1.96
kabupaten,21,2103,9,2025,0.2404,"Non Basis",0.52,2.15
kabupaten,21,2103,10,2025,0.2411,"Non Basis",0.8,3.34
kabupaten,21,2103,11,2025,0.0538,"Non Basis",0.15,2.72
kabupaten,21,2103,12,2025,0.6502,"Non Basis",0.8,1.23
kabupaten,21,2103,13,2025,0.0446,"Non Basis",0,0
kabupaten,21,2103,14,2025,0.9771,"Non Basis",2.21,2.26
kabupaten,21,2103,15,2025,0.1646,"Non Basis",0.19,1.14
kabupaten,21,2103,16,2025,0.3707,"Non Basis",0.36,0.98
kabupaten,21,2103,17,2025,0.243,"Non Basis",0.07,0.3
kabupaten,21,2105,1,2021,1.9427,Basis,5.71,2.94
kabupaten,21,2105,2,2021,5.9608,Basis,81.53,13.68
kabupaten,21,2105,3,2021,0.0034,"Non Basis",0.14,41.96
kabupaten,21,2105,4,2021,0.0662,"Non Basis",0.06,0.91
kabupaten,21,2105,5,2021,0.0238,"Non Basis",0,0.12
kabupaten,21,2105,6,2021,0.3271,"Non Basis",6.01,18.38
kabupaten,21,2105,7,2021,0.315,"Non Basis",2.37,7.51
kabupaten,21,2105,8,2021,0.0924,"Non Basis",0.13,1.39
kabupaten,21,2105,9,2021,0.0804,"Non Basis",0.1,1.3
kabupaten,21,2105,10,2021,0.1839,"Non Basis",0.6,3.27
kabupaten,21,2105,11,2021,0.0561,"Non Basis",0.15,2.67
kabupaten,21,2105,12,2021,0.5362,"Non Basis",0.67,1.24
kabupaten,21,2105,13,2021,0.0568,"Non Basis",0,0
kabupaten,21,2105,14,2021,0.9047,"Non Basis",2.01,2.23
kabupaten,21,2105,15,2021,0.1738,"Non Basis",0.21,1.21
kabupaten,21,2105,16,2021,0.2281,"Non Basis",0.24,1.04
kabupaten,21,2105,17,2021,0.4233,"Non Basis",0.06,0.15
kabupaten,21,2105,1,2022,1.9699,Basis,5.8,2.95
kabupaten,21,2105,2,2022,6.6801,Basis,80.87,12.11
kabupaten,21,2105,3,2022,0.0036,"Non Basis",0.15,41.74
kabupaten,21,2105,4,2022,0.0614,"Non Basis",0.06,1.01
kabupaten,21,2105,5,2022,0.0244,"Non Basis",0,0.13
kabupaten,21,2105,6,2022,0.3364,"Non Basis",6.18,18.37
kabupaten,21,2105,7,2022,0.3199,"Non Basis",2.6,8.14
kabupaten,21,2105,8,2022,0.0774,"Non Basis",0.14,1.83
kabupaten,21,2105,9,2022,0.0625,"Non Basis",0.12,1.86
kabupaten,21,2105,10,2022,0.1832,"Non Basis",0.62,3.38
kabupaten,21,2105,11,2022,0.0573,"Non Basis",0.15,2.65
kabupaten,21,2105,12,2022,0.555,"Non Basis",0.69,1.24
kabupaten,21,2105,13,2022,0.0517,"Non Basis",0,0
kabupaten,21,2105,14,2022,0.9471,"Non Basis",2.07,2.19
kabupaten,21,2105,15,2022,0.1834,"Non Basis",0.22,1.19
kabupaten,21,2105,16,2022,0.2525,"Non Basis",0.25,0.99
kabupaten,21,2105,17,2022,0.2839,"Non Basis",0.07,0.24
kabupaten,21,2105,1,2023,2.0838,Basis,5.93,2.85
kabupaten,21,2105,2,2023,7.156,Basis,80.2,11.21
kabupaten,21,2105,3,2023,0.0037,"Non Basis",0.15,40.67
kabupaten,21,2105,4,2023,0.0611,"Non Basis",0.06,1.04
kabupaten,21,2105,5,2023,0.0244,"Non Basis",0,0.12
kabupaten,21,2105,6,2023,0.3357,"Non Basis",6.48,19.3
kabupaten,21,2105,7,2023,0.3349,"Non Basis",2.74,8.2
kabupaten,21,2105,8,2023,0.0736,"Non Basis",0.15,2
kabupaten,21,2105,9,2023,0.054,"Non Basis",0.12,2.25
kabupaten,21,2105,10,2023,0.1747,"Non Basis",0.67,3.85
kabupaten,21,2105,11,2023,0.0569,"Non Basis",0.16,2.74
kabupaten,21,2105,12,2023,0.553,"Non Basis",0.68,1.24
kabupaten,21,2105,13,2023,0.0457,"Non Basis",0,0
kabupaten,21,2105,14,2023,0.9675,"Non Basis",2.12,2.19
kabupaten,21,2105,15,2023,0.1914,"Non Basis",0.22,1.17
kabupaten,21,2105,16,2023,0.2583,"Non Basis",0.23,0.9
kabupaten,21,2105,17,2023,0.2489,"Non Basis",0.07,0.28
kabupaten,21,2105,1,2024,2.3178,Basis,6.32,2.72
kabupaten,21,2105,2,2024,7.9689,Basis,78.39,9.84
kabupaten,21,2105,3,2024,0.0038,"Non Basis",0.16,41.73
kabupaten,21,2105,4,2024,0.0652,"Non Basis",0.07,1.06
kabupaten,21,2105,5,2024,0.0275,"Non Basis",0,0.12
kabupaten,21,2105,6,2024,0.363,"Non Basis",7.05,19.43
kabupaten,21,2105,7,2024,0.3849,"Non Basis",3.17,8.24
kabupaten,21,2105,8,2024,0.0785,"Non Basis",0.15,1.95
kabupaten,21,2105,9,2024,0.0602,"Non Basis",0.13,2.23
kabupaten,21,2105,10,2024,0.2031,"Non Basis",0.74,3.67
kabupaten,21,2105,11,2024,0.059,"Non Basis",0.17,2.8
kabupaten,21,2105,12,2024,0.6016,"Non Basis",0.75,1.25
kabupaten,21,2105,13,2024,0.0485,"Non Basis",0,0
kabupaten,21,2105,14,2024,0.942,"Non Basis",2.31,2.46
kabupaten,21,2105,15,2024,0.2116,"Non Basis",0.25,1.16
kabupaten,21,2105,16,2024,0.2421,"Non Basis",0.25,1.02
kabupaten,21,2105,17,2024,0.2703,"Non Basis",0.08,0.31
kabupaten,21,2105,1,2025,2.0549,Basis,5.42,2.64
kabupaten,21,2105,2,2025,7.5683,Basis,80.76,10.67
kabupaten,21,2105,3,2025,0.0034,"Non Basis",0.14,41.96
kabupaten,21,2105,4,2025,0.0555,"Non Basis",0.06,1.09
kabupaten,21,2105,5,2025,0.0221,"Non Basis",0,0.13
kabupaten,21,2105,6,2025,0.3291,"Non Basis",6.3,19.14
kabupaten,21,2105,7,2025,0.3546,"Non Basis",2.94,8.29
kabupaten,21,2105,8,2025,0.0715,"Non Basis",0.14,1.96
kabupaten,21,2105,9,2025,0.0553,"Non Basis",0.12,2.15
kabupaten,21,2105,10,2025,0.1967,"Non Basis",0.66,3.34
kabupaten,21,2105,11,2025,0.0503,"Non Basis",0.14,2.72
kabupaten,21,2105,12,2025,0.5331,"Non Basis",0.66,1.23
kabupaten,21,2105,13,2025,0.0384,"Non Basis",0,0
kabupaten,21,2105,14,2025,0.9557,"Non Basis",2.16,2.26
kabupaten,21,2105,15,2025,0.1898,"Non Basis",0.22,1.14
kabupaten,21,2105,16,2025,0.2214,"Non Basis",0.22,0.98
kabupaten,21,2105,17,2025,0.2493,"Non Basis",0.07,0.3
kabupaten,21,2104,1,2021,7.8463,Basis,23.08,2.94
kabupaten,21,2104,2,2021,0.3566,"Non Basis",4.88,13.68
kabupaten,21,2104,3,2021,0.018,"Non Basis",0.76,41.96
kabupaten,21,2104,4,2021,0.3106,"Non Basis",0.28,0.91
kabupaten,21,2104,5,2021,0.2534,"Non Basis",0.03,0.12
kabupaten,21,2104,6,2021,1.0956,Basis,20.14,18.38
kabupaten,21,2104,7,2021,2.8241,Basis,21.21,7.51
kabupaten,21,2104,8,2021,0.9281,"Non Basis",1.29,1.39
kabupaten,21,2104,9,2021,1.7548,Basis,2.29,1.3
kabupaten,21,2104,10,2021,1.2692,Basis,4.14,3.27
kabupaten,21,2104,11,2021,0.3327,"Non Basis",0.89,2.67
kabupaten,21,2104,12,2021,2.0994,Basis,2.61,1.24
kabupaten,21,2104,13,2021,0.3183,"Non Basis",0,0
kabupaten,21,2104,14,2021,3.412,Basis,7.6,2.23
kabupaten,21,2104,15,2021,5.6642,Basis,6.83,1.21
kabupaten,21,2104,16,2021,3.1347,Basis,3.27,1.04
kabupaten,21,2104,17,2021,4.7067,Basis,0.71,0.15
kabupaten,21,2104,1,2022,7.6638,Basis,22.58,2.95
kabupaten,21,2104,2,2022,0.3927,"Non Basis",4.75,12.11
kabupaten,21,2104,3,2022,0.018,"Non Basis",0.75,41.74
kabupaten,21,2104,4,2022,0.2805,"Non Basis",0.28,1.01
kabupaten,21,2104,5,2022,0.2488,"Non Basis",0.03,0.13
kabupaten,21,2104,6,2022,1.1106,Basis,20.4,18.37
kabupaten,21,2104,7,2022,2.6359,Basis,21.46,8.14
kabupaten,21,2104,8,2022,0.7555,"Non Basis",1.38,1.83
kabupaten,21,2104,9,2022,1.2889,Basis,2.39,1.86
kabupaten,21,2104,10,2022,1.2355,Basis,4.17,3.38
kabupaten,21,2104,11,2022,0.3308,"Non Basis",0.88,2.65
kabupaten,21,2104,12,2022,2.1183,Basis,2.62,1.24
kabupaten,21,2104,13,2022,0.2799,"Non Basis",0,0
kabupaten,21,2104,14,2022,3.451,Basis,7.56,2.19
kabupaten,21,2104,15,2022,5.6869,Basis,6.75,1.19
kabupaten,21,2104,16,2022,3.2947,Basis,3.27,0.99
kabupaten,21,2104,17,2022,2.9492,Basis,0.72,0.24
kabupaten,21,2104,1,2023,7.7709,Basis,22.11,2.85
kabupaten,21,2104,2,2023,0.4112,"Non Basis",4.61,11.21
kabupaten,21,2104,3,2023,0.0183,"Non Basis",0.74,40.67
kabupaten,21,2104,4,2023,0.2855,"Non Basis",0.3,1.04
kabupaten,21,2104,5,2023,0.2451,"Non Basis",0.03,0.12
kabupaten,21,2104,6,2023,1.0452,Basis,20.17,19.3
kabupaten,21,2104,7,2023,2.627,Basis,21.53,8.2
kabupaten,21,2104,8,2023,0.7878,"Non Basis",1.58,2
kabupaten,21,2104,9,2023,1.2278,Basis,2.76,2.25
kabupaten,21,2104,10,2023,1.2386,Basis,4.77,3.85
kabupaten,21,2104,11,2023,0.3263,"Non Basis",0.89,2.74
kabupaten,21,2104,12,2023,2.0297,Basis,2.51,1.24
kabupaten,21,2104,13,2023,0.2385,"Non Basis",0,0
kabupaten,21,2104,14,2023,3.4098,Basis,7.47,2.19
kabupaten,21,2104,15,2023,5.73,Basis,6.72,1.17
kabupaten,21,2104,16,2023,3.4722,Basis,3.12,0.9
kabupaten,21,2104,17,2023,2.4613,Basis,0.69,0.28
kabupaten,21,2104,1,2024,7.7866,Basis,21.22,2.72
kabupaten,21,2104,2,2024,0.4815,"Non Basis",4.74,9.84
kabupaten,21,2104,3,2024,0.0172,"Non Basis",0.72,41.73
kabupaten,21,2104,4,2024,0.2828,"Non Basis",0.3,1.06
kabupaten,21,2104,5,2024,0.2442,"Non Basis",0.03,0.12
kabupaten,21,2104,6,2024,1.0484,Basis,20.37,19.43
kabupaten,21,2104,7,2024,2.6877,Basis,22.15,8.24
kabupaten,21,2104,8,2024,0.8155,"Non Basis",1.59,1.95
kabupaten,21,2104,9,2024,1.325,Basis,2.96,2.23
kabupaten,21,2104,10,2024,1.261,Basis,4.62,3.67
kabupaten,21,2104,11,2024,0.3125,"Non Basis",0.87,2.8
kabupaten,21,2104,12,2024,2.0162,Basis,2.51,1.25
kabupaten,21,2104,13,2024,0.2285,"Non Basis",0,0
kabupaten,21,2104,14,2024,3.1266,Basis,7.68,2.46
kabupaten,21,2104,15,2024,5.6051,Basis,6.5,1.16
kabupaten,21,2104,16,2024,2.9638,Basis,3.03,1.02
kabupaten,21,2104,17,2024,2.2584,Basis,0.7,0.31
kabupaten,21,2102,1,2021,5.368,Basis,15.79,2.94
kabupaten,21,2102,2,2021,0.7918,"Non Basis",10.83,13.68
kabupaten,21,2102,3,2021,0.3154,"Non Basis",13.23,41.96
kabupaten,21,2102,4,2021,0.3355,"Non Basis",0.31,0.91
kabupaten,21,2102,5,2021,0.368,"Non Basis",0.04,0.12
kabupaten,21,2102,6,2021,1.0801,Basis,19.85,18.38
kabupaten,21,2102,7,2021,2.2002,Basis,16.53,7.51
kabupaten,21,2102,8,2021,1.7903,Basis,2.49,1.39
kabupaten,21,2102,9,2021,1.4105,Basis,1.84,1.3
kabupaten,21,2102,10,2021,1.2176,Basis,3.98,3.27
kabupaten,21,2102,11,2021,0.6467,"Non Basis",1.73,2.67
kabupaten,21,2102,12,2021,2.5563,Basis,3.18,1.24
kabupaten,21,2102,13,2021,5.7761,Basis,0.02,0
kabupaten,21,2102,14,2021,1.6469,Basis,3.67,2.23
kabupaten,21,2102,15,2021,2.7119,Basis,3.27,1.21
kabupaten,21,2102,16,2021,2.055,Basis,2.14,1.04
kabupaten,21,2102,17,2021,7.4,Basis,1.12,0.15
kabupaten,21,2102,1,2022,5.2373,Basis,15.43,2.95
kabupaten,21,2102,2,2022,0.8275,"Non Basis",10.02,12.11
kabupaten,21,2102,3,2022,0.3122,"Non Basis",13.03,41.74
kabupaten,21,2102,4,2022,0.3205,"Non Basis",0.32,1.01
kabupaten,21,2102,5,2022,0.3584,"Non Basis",0.04,0.13
kabupaten,21,2102,6,2022,1.0748,Basis,19.74,18.37
kabupaten,21,2102,7,2022,2.1133,Basis,17.21,8.14
kabupaten,21,2102,8,2022,1.588,Basis,2.91,1.83
kabupaten,21,2102,9,2022,1.2151,Basis,2.26,1.86
kabupaten,21,2102,10,2022,1.1865,Basis,4.01,3.38
kabupaten,21,2102,11,2022,0.6397,"Non Basis",1.69,2.65
kabupaten,21,2102,12,2022,2.5439,Basis,3.15,1.24
kabupaten,21,2102,13,2022,5.4323,Basis,0.02,0
kabupaten,21,2102,14,2022,1.6361,Basis,3.58,2.19
kabupaten,21,2102,15,2022,2.7092,Basis,3.21,1.19
kabupaten,21,2102,16,2022,2.1202,Basis,2.1,0.99
kabupaten,21,2102,17,2022,5.2118,Basis,1.27,0.24
kabupaten,21,2102,1,2023,5.3104,Basis,15.11,2.85
kabupaten,21,2102,2,2023,0.8298,"Non Basis",9.3,11.21
kabupaten,21,2102,3,2023,0.3269,"Non Basis",13.3,40.67
kabupaten,21,2102,4,2023,0.3284,"Non Basis",0.34,1.04
kabupaten,21,2102,5,2023,0.3443,"Non Basis",0.04,0.12
kabupaten,21,2102,6,2023,0.9874,"Non Basis",19.06,19.3
kabupaten,21,2102,7,2023,2.1377,Basis,17.52,8.2
kabupaten,21,2102,8,2023,1.6586,Basis,3.32,2
kabupaten,21,2102,9,2023,1.1203,Basis,2.52,2.25
kabupaten,21,2102,10,2023,1.2279,Basis,4.73,3.85
kabupaten,21,2102,11,2023,0.6311,"Non Basis",1.73,2.74
kabupaten,21,2102,12,2023,2.5048,Basis,3.1,1.24
kabupaten,21,2102,13,2023,5.2235,Basis,0.02,0
kabupaten,21,2102,14,2023,1.615,Basis,3.54,2.19
kabupaten,21,2102,15,2023,2.702,Basis,3.17,1.17
kabupaten,21,2102,16,2023,2.0217,Basis,1.82,0.9
kabupaten,21,2102,17,2023,4.9643,Basis,1.4,0.28
kabupaten,21,2102,1,2024,5.1555,Basis,14.05,2.72
kabupaten,21,2102,2,2024,0.8798,"Non Basis",8.65,9.84
kabupaten,21,2102,3,2024,0.3778,"Non Basis",15.77,41.73
kabupaten,21,2102,4,2024,0.3313,"Non Basis",0.35,1.06
kabupaten,21,2102,5,2024,0.3444,"Non Basis",0.04,0.12
kabupaten,21,2102,6,2024,0.9455,"Non Basis",18.38,19.43
kabupaten,21,2102,7,2024,2.094,Basis,17.26,8.24
kabupaten,21,2102,8,2024,1.6741,Basis,3.27,1.95
kabupaten,21,2102,9,2024,1.1641,Basis,2.6,2.23
kabupaten,21,2102,10,2024,1.2711,Basis,4.66,3.67
kabupaten,21,2102,11,2024,0.6106,"Non Basis",1.71,2.8
kabupaten,21,2102,12,2024,2.457,Basis,3.06,1.25
kabupaten,21,2102,13,2024,4.9316,Basis,0.02,0
kabupaten,21,2102,14,2024,1.582,Basis,3.89,2.46
kabupaten,21,2102,15,2024,2.6442,Basis,3.07,1.16
kabupaten,21,2102,16,2024,1.789,Basis,1.83,1.02
kabupaten,21,2102,17,2024,4.5225,Basis,1.41,0.31
kabupaten,21,2102,1,2025,5.3936,Basis,14.22,2.64
kabupaten,21,2102,2,2025,0.7729,"Non Basis",8.25,10.67
kabupaten,21,2102,3,2025,0.3806,"Non Basis",15.97,41.96
kabupaten,21,2102,4,2025,0.3366,"Non Basis",0.37,1.09
kabupaten,21,2102,5,2025,0.3457,"Non Basis",0.04,0.13
kabupaten,21,2102,6,2025,0.9584,"Non Basis",18.34,19.14
kabupaten,21,2102,7,2025,2.1209,Basis,17.58,8.29
kabupaten,21,2102,8,2025,1.7481,Basis,3.42,1.96
kabupaten,21,2102,9,2025,1.2312,Basis,2.64,2.15
kabupaten,21,2102,10,2025,1.3374,Basis,4.46,3.34
kabupaten,21,2102,11,2025,0.6153,"Non Basis",1.68,2.72
kabupaten,21,2102,12,2025,2.479,Basis,3.05,1.23
kabupaten,21,2102,13,2025,4.6067,Basis,0.02,0
kabupaten,21,2102,14,2025,1.6499,Basis,3.74,2.26
kabupaten,21,2102,15,2025,2.6754,Basis,3.06,1.14
kabupaten,21,2102,16,2025,1.8299,Basis,1.8,0.98
kabupaten,21,2102,17,2025,4.5853,Basis,1.36,0.3
kabupaten,21,2101,1,2021,2.2783,Basis,6.7,2.94
kabupaten,21,2101,2,2021,0.3502,"Non Basis",4.79,13.68
kabupaten,21,2101,3,2021,0.9557,"Non Basis",40.1,41.96
kabupaten,21,2101,4,2021,0.1667,"Non Basis",0.15,0.91
kabupaten,21,2101,5,2021,0.5208,"Non Basis",0.06,0.12
kabupaten,21,2101,6,2021,1.1914,Basis,21.9,18.38
kabupaten,21,2101,7,2021,1.3001,Basis,9.77,7.51
kabupaten,21,2101,8,2021,1.6262,Basis,2.26,1.39
kabupaten,21,2101,9,2021,2.9075,Basis,3.79,1.3
kabupaten,21,2101,10,2021,0.4892,"Non Basis",1.6,3.27
kabupaten,21,2101,11,2021,0.6958,"Non Basis",1.86,2.67
kabupaten,21,2101,12,2021,1.0456,Basis,1.3,1.24
kabupaten,21,2101,13,2021,0.2715,"Non Basis",0,0
kabupaten,21,2101,14,2021,1.1205,Basis,2.49,2.23
kabupaten,21,2101,15,2021,1.6001,Basis,1.93,1.21
kabupaten,21,2101,16,2021,1.0918,Basis,1.14,1.04
kabupaten,21,2101,17,2021,1.088,Basis,0.16,0.15
kabupaten,21,2101,1,2022,2.1943,Basis,6.47,2.95
kabupaten,21,2101,2,2022,0.2346,"Non Basis",2.84,12.11
kabupaten,21,2101,3,2022,1.0372,Basis,43.29,41.74
kabupaten,21,2101,4,2022,0.1442,"Non Basis",0.15,1.01
kabupaten,21,2101,5,2022,0.4841,"Non Basis",0.06,0.13
kabupaten,21,2101,6,2022,1.1161,Basis,20.5,18.37
kabupaten,21,2101,7,2022,1.1559,Basis,9.41,8.14
kabupaten,21,2101,8,2022,1.2209,Basis,2.23,1.83
kabupaten,21,2101,9,2022,2.6799,Basis,4.98,1.86
kabupaten,21,2101,10,2022,0.452,"Non Basis",1.53,3.38
kabupaten,21,2101,11,2022,0.6618,"Non Basis",1.75,2.65
kabupaten,21,2101,12,2022,1.0015,Basis,1.24,1.24
kabupaten,21,2101,13,2022,0.2493,"Non Basis",0,0
kabupaten,21,2101,14,2022,1.1052,Basis,2.42,2.19
kabupaten,21,2101,15,2022,1.5635,Basis,1.86,1.19
kabupaten,21,2101,16,2022,1.1184,Basis,1.11,0.99
kabupaten,21,2101,17,2022,0.7039,"Non Basis",0.17,0.24
kabupaten,21,2101,1,2023,2.174,Basis,6.19,2.85
kabupaten,21,2101,2,2023,0.2077,"Non Basis",2.33,11.21
kabupaten,21,2101,3,2023,1.0869,Basis,44.2,40.67
kabupaten,21,2101,4,2023,0.1412,"Non Basis",0.15,1.04
kabupaten,21,2101,5,2023,0.4658,"Non Basis",0.06,0.12
kabupaten,21,2101,6,2023,1.0019,Basis,19.34,19.3
kabupaten,21,2101,7,2023,1.1734,Basis,9.62,8.2
kabupaten,21,2101,8,2023,1.3016,Basis,2.6,2
kabupaten,21,2101,9,2023,2.7094,Basis,6.09,2.25
kabupaten,21,2101,10,2023,0.3646,"Non Basis",1.4,3.85
kabupaten,21,2101,11,2023,0.6203,"Non Basis",1.7,2.74
kabupaten,21,2101,12,2023,0.939,"Non Basis",1.16,1.24
kabupaten,21,2101,13,2023,0.236,"Non Basis",0,0
kabupaten,21,2101,14,2023,1.0354,Basis,2.27,2.19
kabupaten,21,2101,15,2023,1.5366,Basis,1.8,1.17
kabupaten,21,2101,16,2023,1.0024,Basis,0.9,0.9
kabupaten,21,2101,17,2023,0.704,"Non Basis",0.2,0.28
kabupaten,21,2101,1,2024,2.1239,Basis,5.79,2.72
kabupaten,21,2101,2,2024,0.1432,"Non Basis",1.41,9.84
kabupaten,21,2101,3,2024,1.0967,Basis,45.77,41.73
kabupaten,21,2101,4,2024,0.1353,"Non Basis",0.14,1.06
kabupaten,21,2101,5,2024,0.4596,"Non Basis",0.06,0.12
kabupaten,21,2101,6,2024,0.9822,"Non Basis",19.09,19.43
kabupaten,21,2101,7,2024,1.1674,Basis,9.62,8.24
kabupaten,21,2101,8,2024,1.2588,Basis,2.46,1.95
kabupaten,21,2101,9,2024,2.7451,Basis,6.12,2.23
kabupaten,21,2101,10,2024,0.3716,"Non Basis",1.36,3.67
kabupaten,21,2101,11,2024,0.5753,"Non Basis",1.61,2.8
kabupaten,21,2101,12,2024,0.8578,"Non Basis",1.07,1.25
kabupaten,21,2101,13,2024,0.2168,"Non Basis",0,0
kabupaten,21,2101,14,2024,1.082,Basis,2.66,2.46
kabupaten,21,2101,15,2024,1.5453,Basis,1.79,1.16
kabupaten,21,2101,16,2024,0.8332,"Non Basis",0.85,1.02
kabupaten,21,2101,17,2024,0.6375,"Non Basis",0.2,0.31
kabupaten,21,2101,1,2025,2.0829,Basis,5.49,2.64
kabupaten,21,2101,2,2025,0.1538,"Non Basis",1.64,10.67
kabupaten,21,2101,3,2025,1.0711,Basis,44.94,41.96
kabupaten,21,2101,4,2025,0.1501,"Non Basis",0.16,1.09
kabupaten,21,2101,5,2025,0.4341,"Non Basis",0.05,0.13
kabupaten,21,2101,6,2025,1.0412,Basis,19.93,19.14
kabupaten,21,2101,7,2025,1.2034,Basis,9.97,8.29
kabupaten,21,2101,8,2025,1.2325,Basis,2.41,1.96
kabupaten,21,2101,9,2025,2.8617,Basis,6.14,2.15
kabupaten,21,2101,10,2025,0.3879,"Non Basis",1.29,3.34
kabupaten,21,2101,11,2025,0.558,"Non Basis",1.52,2.72
kabupaten,21,2101,12,2025,0.8364,"Non Basis",1.03,1.23
kabupaten,21,2101,13,2025,0.2113,"Non Basis",0,0
kabupaten,21,2101,14,2025,1.176,Basis,2.66,2.26
kabupaten,21,2101,15,2025,1.4795,Basis,1.69,1.14
kabupaten,21,2101,16,2025,0.874,"Non Basis",0.86,0.98
kabupaten,21,2101,17,2025,0.644,"Non Basis",0.19,0.3
kabupaten,19,1971,1,2021,0.24,"Non Basis",4.67,19.45
kabupaten,19,1971,2,2021,0,"Non Basis",0,11.65
kabupaten,19,1971,3,2021,0.8686,"Non Basis",18.63,21.44
kabupaten,19,1971,4,2021,0.7891,"Non Basis",0.09,0.11
kabupaten,19,1971,5,2021,1.4854,Basis,0.03,0.02
kabupaten,19,1971,6,2021,1.2331,Basis,10.91,8.85
kabupaten,19,1971,7,2021,1.7785,Basis,24.61,13.84
kabupaten,19,1971,8,2021,1.7456,Basis,5.93,3.39
kabupaten,19,1971,9,2021,1.4036,Basis,3.59,2.56
kabupaten,19,1971,10,2021,2.0111,Basis,5.71,2.84
kabupaten,19,1971,11,2021,2.5199,Basis,4.43,1.76
kabupaten,19,1971,12,2021,1.5581,Basis,5.43,3.48
kabupaten,19,1971,13,2021,1.6975,Basis,0.38,0.23
kabupaten,19,1971,14,2021,1.169,Basis,6.62,5.67
kabupaten,19,1971,15,2021,1.8973,Basis,4.81,2.53
kabupaten,19,1971,16,2021,1.5894,Basis,2.31,1.45
kabupaten,19,1971,17,2021,2.5456,Basis,1.87,0.73
kabupaten,19,1971,1,2022,0.2322,"Non Basis",4.37,18.81
kabupaten,19,1971,2,2022,0,"Non Basis",0,11.22
kabupaten,19,1971,3,2022,0.8877,"Non Basis",19.17,21.6
kabupaten,19,1971,4,2022,0.7712,"Non Basis",0.08,0.1
kabupaten,19,1971,5,2022,1.4624,Basis,0.03,0.02
kabupaten,19,1971,6,2022,1.2005,Basis,10.06,8.38
kabupaten,19,1971,7,2022,1.7259,Basis,25.35,14.69
kabupaten,19,1971,8,2022,1.5708,Basis,6.18,3.93
kabupaten,19,1971,9,2022,1.3892,Basis,3.75,2.7
kabupaten,19,1971,10,2022,1.9958,Basis,5.96,2.99
kabupaten,19,1971,11,2022,2.4457,Basis,4.35,1.78
kabupaten,19,1971,12,2022,1.5413,Basis,5.41,3.51
kabupaten,19,1971,13,2022,1.6581,Basis,0.4,0.24
kabupaten,19,1971,14,2022,1.1475,Basis,6.14,5.35
kabupaten,19,1971,15,2022,1.8531,Basis,4.63,2.5
kabupaten,19,1971,16,2022,1.56,Basis,2.22,1.42
kabupaten,19,1971,17,2022,2.5108,Basis,1.91,0.76
kabupaten,19,1971,1,2023,0.2254,"Non Basis",4.22,18.7
kabupaten,19,1971,2,2023,0,"Non Basis",0,10.62
kabupaten,19,1971,3,2023,0.8725,"Non Basis",18.4,21.09
