tingkat_wilayah,provinsi_id,kabupaten_id,sektor_id,tahun,nilai_lq,kategori,persen_daerah,persen_acuan
kabupaten,13,1311,11,2021,0.2592,"Non Basis",0.78,3
kabupaten,13,1311,12,2021,0.4126,"Non Basis",0.82,1.98
kabupaten,13,1311,13,2021,0.0347,"Non Basis",0.01,0.43
kabupaten,13,1311,14,2021,0.8401,"Non Basis",4.72,5.62
kabupaten,13,1311,15,2021,0.583,"Non Basis",2.45,4.21
kabupaten,13,1311,16,2021,0.8371,"Non Basis",1.37,1.64
kabupaten,13,1311,17,2021,0.6578,"Non Basis",1.12,1.71
kabupaten,13,1311,1,2022,1.3317,Basis,29.3,22.01
kabupaten,13,1311,2,2022,2.0065,Basis,7.73,3.85
kabupaten,13,1311,3,2022,0.5105,"Non Basis",4.73,9.26
kabupaten,13,1311,4,2022,0.2556,"Non Basis",0.03,0.1
kabupaten,13,1311,5,2022,0.4922,"Non Basis",0.05,0.1
kabupaten,13,1311,6,2022,1.2804,Basis,11.64,9.09
kabupaten,13,1311,7,2022,1.2527,Basis,20.97,16.74
kabupaten,13,1311,8,2022,0.6148,"Non Basis",6.41,10.42
kabupaten,13,1311,9,2022,0.6943,"Non Basis",0.77,1.12
kabupaten,13,1311,10,2022,0.8203,"Non Basis",7.14,8.71
kabupaten,13,1311,11,2022,0.2612,"Non Basis",0.78,3
kabupaten,13,1311,12,2022,0.4133,"Non Basis",0.83,2.01
kabupaten,13,1311,13,2022,0.0346,"Non Basis",0.02,0.44
kabupaten,13,1311,14,2022,0.8285,"Non Basis",4.5,5.44
kabupaten,13,1311,15,2022,0.5945,"Non Basis",2.52,4.24
kabupaten,13,1311,16,2022,0.8438,"Non Basis",1.38,1.64
kabupaten,13,1311,17,2022,0.6445,"Non Basis",1.18,1.83
kabupaten,13,1311,1,2023,1.324,Basis,28.84,21.78
kabupaten,13,1311,2,2023,2.0003,Basis,7.71,3.86
kabupaten,13,1311,3,2023,0.5093,"Non Basis",4.65,9.13
kabupaten,13,1311,4,2023,0.3582,"Non Basis",0.04,0.1
kabupaten,13,1311,5,2023,0.5165,"Non Basis",0.05,0.1
kabupaten,13,1311,6,2023,1.291,Basis,11.88,9.2
kabupaten,13,1311,7,2023,1.2549,Basis,21.01,16.74
kabupaten,13,1311,8,2023,0.6169,"Non Basis",6.5,10.53
kabupaten,13,1311,9,2023,0.7,"Non Basis",0.8,1.15
kabupaten,13,1311,10,2023,0.8234,"Non Basis",7.38,8.96
kabupaten,13,1311,11,2023,0.2631,"Non Basis",0.78,2.95
kabupaten,13,1311,12,2023,0.4133,"Non Basis",0.84,2.04
kabupaten,13,1311,13,2023,0.0344,"Non Basis",0.02,0.45
kabupaten,13,1311,14,2023,0.825,"Non Basis",4.39,5.32
kabupaten,13,1311,15,2023,0.5967,"Non Basis",2.46,4.13
kabupaten,13,1311,16,2023,0.8454,"Non Basis",1.42,1.68
kabupaten,13,1311,17,2023,0.6576,"Non Basis",1.24,1.89
kabupaten,13,1311,1,2024,1.3279,Basis,28.28,21.3
kabupaten,13,1311,2,2024,2.0065,Basis,7.71,3.84
kabupaten,13,1311,3,2024,0.5037,"Non Basis",4.52,8.97
kabupaten,13,1311,4,2024,0.3638,"Non Basis",0.04,0.1
kabupaten,13,1311,5,2024,0.5169,"Non Basis",0.05,0.1
kabupaten,13,1311,6,2024,1.2956,Basis,11.94,9.22
kabupaten,13,1311,7,2024,1.2664,Basis,21.21,16.75
kabupaten,13,1311,8,2024,0.6189,"Non Basis",6.59,10.66
kabupaten,13,1311,9,2024,0.7127,"Non Basis",0.83,1.16
kabupaten,13,1311,10,2024,0.8229,"Non Basis",7.45,9.05
kabupaten,13,1311,11,2024,0.2602,"Non Basis",0.78,3
kabupaten,13,1311,12,2024,0.4134,"Non Basis",0.86,2.07
kabupaten,13,1311,13,2024,0.0344,"Non Basis",0.02,0.45
kabupaten,13,1311,14,2024,0.8103,"Non Basis",4.55,5.62
kabupaten,13,1311,15,2024,0.6006,"Non Basis",2.45,4.08
kabupaten,13,1311,16,2024,0.8484,"Non Basis",1.44,1.7
kabupaten,13,1311,17,2024,0.6629,"Non Basis",1.29,1.94
kabupaten,13,1311,1,2025,1.3348,Basis,28.64,21.46
kabupaten,13,1311,2,2025,2.0817,Basis,7.81,3.75
kabupaten,13,1311,3,2025,0.505,"Non Basis",4.62,9.15
kabupaten,13,1311,4,2025,0.3677,"Non Basis",0.04,0.1
kabupaten,13,1311,5,2025,0.5322,"Non Basis",0.05,0.09
kabupaten,13,1311,6,2025,1.3078,Basis,11.5,8.79
kabupaten,13,1311,7,2025,1.2671,Basis,21.29,16.8
kabupaten,13,1311,8,2025,0.6325,"Non Basis",6.52,10.31
kabupaten,13,1311,9,2025,0.7098,"Non Basis",0.82,1.16
kabupaten,13,1311,10,2025,0.816,"Non Basis",7.52,9.22
kabupaten,13,1311,11,2025,0.2619,"Non Basis",0.82,3.12
kabupaten,13,1311,12,2025,0.4109,"Non Basis",0.87,2.12
kabupaten,13,1311,13,2025,0.0339,"Non Basis",0.02,0.46
kabupaten,13,1311,14,2025,0.7641,"Non Basis",4.23,5.54
kabupaten,13,1311,15,2025,0.5954,"Non Basis",2.45,4.12
kabupaten,13,1311,16,2025,0.8212,"Non Basis",1.46,1.78
kabupaten,13,1311,17,2025,0.6586,"Non Basis",1.34,2.04
kabupaten,13,1312,1,2021,1.9347,Basis,42.92,22.18
kabupaten,13,1312,2,2021,0.3781,"Non Basis",1.49,3.95
kabupaten,13,1312,3,2021,1.5041,Basis,14.29,9.5
kabupaten,13,1312,4,2021,0.1872,"Non Basis",0.02,0.1
kabupaten,13,1312,5,2021,0.1207,"Non Basis",0.01,0.1
kabupaten,13,1312,6,2021,0.6675,"Non Basis",6.18,9.26
kabupaten,13,1312,7,2021,0.7096,"Non Basis",11.74,16.55
kabupaten,13,1312,8,2021,0.4596,"Non Basis",4.73,10.28
kabupaten,13,1312,9,2021,0.4892,"Non Basis",0.49,1.01
kabupaten,13,1312,10,2021,0.8523,"Non Basis",7.24,8.49
kabupaten,13,1312,11,2021,0.5914,"Non Basis",1.77,3
kabupaten,13,1312,12,2021,0.6995,"Non Basis",1.39,1.98
kabupaten,13,1312,13,2021,0.1225,"Non Basis",0.05,0.43
kabupaten,13,1312,14,2021,0.6107,"Non Basis",3.43,5.62
kabupaten,13,1312,15,2021,0.5667,"Non Basis",2.39,4.21
kabupaten,13,1312,16,2021,0.7906,"Non Basis",1.29,1.64
kabupaten,13,1312,17,2021,0.3306,"Non Basis",0.56,1.71
kabupaten,13,1312,1,2022,1.9238,Basis,42.33,22.01
kabupaten,13,1312,2,2022,0.3874,"Non Basis",1.49,3.85
kabupaten,13,1312,3,2022,1.5138,Basis,14.02,9.26
kabupaten,13,1312,4,2022,0.1909,"Non Basis",0.02,0.1
kabupaten,13,1312,5,2022,0.1156,"Non Basis",0.01,0.1
kabupaten,13,1312,6,2022,0.6942,"Non Basis",6.31,9.09
kabupaten,13,1312,7,2022,0.7222,"Non Basis",12.09,16.74
kabupaten,13,1312,8,2022,0.4553,"Non Basis",4.74,10.42
kabupaten,13,1312,9,2022,0.4851,"Non Basis",0.54,1.12
kabupaten,13,1312,10,2022,0.8666,"Non Basis",7.55,8.71
kabupaten,13,1312,11,2022,0.5996,"Non Basis",1.8,3
kabupaten,13,1312,12,2022,0.7068,"Non Basis",1.42,2.01
kabupaten,13,1312,13,2022,0.1236,"Non Basis",0.05,0.44
kabupaten,13,1312,14,2022,0.5972,"Non Basis",3.25,5.44
kabupaten,13,1312,15,2022,0.5757,"Non Basis",2.44,4.24
kabupaten,13,1312,16,2022,0.7993,"Non Basis",1.31,1.64
kabupaten,13,1312,17,2022,0.332,"Non Basis",0.61,1.83
kabupaten,13,1312,1,2023,1.9344,Basis,42.13,21.78
kabupaten,13,1312,2,2023,0.3878,"Non Basis",1.5,3.86
kabupaten,13,1312,3,2023,1.4998,Basis,13.69,9.13
kabupaten,13,1312,4,2023,0.1902,"Non Basis",0.02,0.1
kabupaten,13,1312,5,2023,0.1174,"Non Basis",0.01,0.1
kabupaten,13,1312,6,2023,0.6958,"Non Basis",6.4,9.2
kabupaten,13,1312,7,2023,0.7286,"Non Basis",12.2,16.74
kabupaten,13,1312,8,2023,0.4584,"Non Basis",4.83,10.53
kabupaten,13,1312,9,2023,0.4881,"Non Basis",0.56,1.15
kabupaten,13,1312,10,2023,0.871,"Non Basis",7.8,8.96
kabupaten,13,1312,11,2023,0.6068,"Non Basis",1.79,2.95
kabupaten,13,1312,12,2023,0.7101,"Non Basis",1.45,2.04
kabupaten,13,1312,13,2023,0.1241,"Non Basis",0.06,0.45
kabupaten,13,1312,14,2023,0.602,"Non Basis",3.2,5.32
kabupaten,13,1312,15,2023,0.579,"Non Basis",2.39,4.13
kabupaten,13,1312,16,2023,0.7997,"Non Basis",1.34,1.68
kabupaten,13,1312,17,2023,0.3335,"Non Basis",0.63,1.89
kabupaten,13,1312,1,2024,1.9661,Basis,41.87,21.3
kabupaten,13,1312,2,2024,0.3924,"Non Basis",1.51,3.84
kabupaten,13,1312,3,2024,1.5033,Basis,13.49,8.97
kabupaten,13,1312,4,2024,0.1911,"Non Basis",0.02,0.1
kabupaten,13,1312,5,2024,0.1155,"Non Basis",0.01,0.1
kabupaten,13,1312,6,2024,0.698,"Non Basis",6.43,9.22
kabupaten,13,1312,7,2024,0.7338,"Non Basis",12.29,16.75
kabupaten,13,1312,8,2024,0.4591,"Non Basis",4.89,10.66
kabupaten,13,1312,9,2024,0.4976,"Non Basis",0.58,1.16
kabupaten,13,1312,10,2024,0.8683,"Non Basis",7.86,9.05
kabupaten,13,1312,11,2024,0.6061,"Non Basis",1.82,3
kabupaten,13,1312,12,2024,0.7113,"Non Basis",1.47,2.07
kabupaten,13,1312,13,2024,0.1245,"Non Basis",0.06,0.45
kabupaten,13,1312,14,2024,0.593,"Non Basis",3.33,5.62
kabupaten,13,1312,15,2024,0.577,"Non Basis",2.36,4.08
kabupaten,13,1312,16,2024,0.8035,"Non Basis",1.37,1.7
kabupaten,13,1312,17,2024,0.3348,"Non Basis",0.65,1.94
kabupaten,13,1312,1,2025,1.9689,Basis,42.24,21.46
kabupaten,13,1312,2,2025,0.3839,"Non Basis",1.44,3.75
kabupaten,13,1312,3,2025,1.4943,Basis,13.67,9.15
kabupaten,13,1312,4,2025,0.1923,"Non Basis",0.02,0.1
kabupaten,13,1312,5,2025,0.1122,"Non Basis",0.01,0.09
kabupaten,13,1312,6,2025,0.692,"Non Basis",6.09,8.79
kabupaten,13,1312,7,2025,0.7283,"Non Basis",12.24,16.8
kabupaten,13,1312,8,2025,0.4627,"Non Basis",4.77,10.31
kabupaten,13,1312,9,2025,0.4942,"Non Basis",0.57,1.16
kabupaten,13,1312,10,2025,0.8581,"Non Basis",7.91,9.22
kabupaten,13,1312,11,2025,0.5997,"Non Basis",1.87,3.12
kabupaten,13,1312,12,2025,0.6961,"Non Basis",1.48,2.12
kabupaten,13,1312,13,2025,0.1226,"Non Basis",0.06,0.46
kabupaten,13,1312,14,2025,0.5842,"Non Basis",3.24,5.54
kabupaten,13,1312,15,2025,0.5668,"Non Basis",2.34,4.12
kabupaten,13,1312,16,2025,0.7864,"Non Basis",1.4,1.78
kabupaten,13,1312,17,2025,0.328,"Non Basis",0.67,2.04
kabupaten,13,1371,1,2021,0.2137,"Non Basis",4.74,22.18
kabupaten,13,1371,2,2021,0.7405,"Non Basis",2.92,3.95
kabupaten,13,1371,3,2021,1.3234,Basis,12.57,9.5
kabupaten,13,1371,4,2021,0.9461,"Non Basis",0.09,0.1
kabupaten,13,1371,5,2021,1.6549,Basis,0.17,0.1
kabupaten,13,1371,6,2021,1.0344,Basis,9.58,9.26
kabupaten,13,1371,7,2021,1.0544,Basis,17.45,16.55
kabupaten,13,1371,8,2021,1.5674,Basis,16.12,10.28
kabupaten,13,1371,9,2021,0.9206,"Non Basis",0.93,1.01
kabupaten,13,1371,10,2021,1.3004,Basis,11.04,8.49
kabupaten,13,1371,11,2021,1.6512,Basis,4.95,3
kabupaten,13,1371,12,2021,1.5084,Basis,2.99,1.98
kabupaten,13,1371,13,2021,3.2875,Basis,1.4,0.43
kabupaten,13,1371,14,2021,1.0232,Basis,5.75,5.62
kabupaten,13,1371,15,2021,1.2238,Basis,5.15,4.21
kabupaten,13,1371,16,2021,1.1491,Basis,1.88,1.64
kabupaten,13,1371,17,2021,1.3275,Basis,2.26,1.71
kabupaten,13,1371,1,2022,0.2113,"Non Basis",4.65,22.01
kabupaten,13,1371,2,2022,0.7507,"Non Basis",2.89,3.85
kabupaten,13,1371,3,2022,1.3067,Basis,12.11,9.26
kabupaten,13,1371,4,2022,0.9491,"Non Basis",0.09,0.1
kabupaten,13,1371,5,2022,1.6215,Basis,0.16,0.1
kabupaten,13,1371,6,2022,1.0583,Basis,9.62,9.09
kabupaten,13,1371,7,2022,1.0695,Basis,17.91,16.74
kabupaten,13,1371,8,2022,1.5334,Basis,15.98,10.42
kabupaten,13,1371,9,2022,0.9198,"Non Basis",1.03,1.12
kabupaten,13,1371,10,2022,1.3023,Basis,11.34,8.71
kabupaten,13,1371,11,2022,1.6338,Basis,4.91,3
kabupaten,13,1371,12,2022,1.5084,Basis,3.03,2.01
kabupaten,13,1371,13,2022,3.2603,Basis,1.43,0.44
kabupaten,13,1371,14,2022,1.0054,Basis,5.47,5.44
kabupaten,13,1371,15,2022,1.1958,Basis,5.07,4.24
kabupaten,13,1371,16,2022,1.1492,Basis,1.88,1.64
kabupaten,13,1371,17,2022,1.3305,Basis,2.43,1.83
kabupaten,13,1371,1,2023,0.2123,"Non Basis",4.62,21.78
kabupaten,13,1371,2,2023,0.7497,"Non Basis",2.89,3.86
kabupaten,13,1371,3,2023,1.278,Basis,11.67,9.13
kabupaten,13,1371,4,2023,0.954,"Non Basis",0.09,0.1
kabupaten,13,1371,5,2023,1.6365,Basis,0.16,0.1
kabupaten,13,1371,6,2023,1.0675,Basis,9.82,9.2
kabupaten,13,1371,7,2023,1.0741,Basis,17.98,16.74
kabupaten,13,1371,8,2023,1.522,Basis,16.03,10.53
kabupaten,13,1371,9,2023,0.9277,"Non Basis",1.07,1.15
kabupaten,13,1371,10,2023,1.3022,Basis,11.67,8.96
kabupaten,13,1371,11,2023,1.5995,Basis,4.72,2.95
kabupaten,13,1371,12,2023,1.5123,Basis,3.09,2.04
kabupaten,13,1371,13,2023,3.2504,Basis,1.45,0.45
kabupaten,13,1371,14,2023,1.009,Basis,5.37,5.32
kabupaten,13,1371,15,2023,1.1954,Basis,4.94,4.13
kabupaten,13,1371,16,2023,1.1487,Basis,1.93,1.68
kabupaten,13,1371,17,2023,1.3254,Basis,2.5,1.89
kabupaten,13,1371,1,2024,0.213,"Non Basis",4.54,21.3
kabupaten,13,1371,2,2024,0.7501,"Non Basis",2.88,3.84
kabupaten,13,1371,3,2024,1.2643,Basis,11.34,8.97
kabupaten,13,1371,4,2024,0.9537,"Non Basis",0.09,0.1
kabupaten,13,1371,5,2024,1.6257,Basis,0.16,0.1
kabupaten,13,1371,6,2024,1.0628,Basis,9.8,9.22
kabupaten,13,1371,7,2024,1.0714,Basis,17.94,16.75
kabupaten,13,1371,8,2024,1.5175,Basis,16.17,10.66
kabupaten,13,1371,9,2024,0.9139,"Non Basis",1.06,1.16
kabupaten,13,1371,10,2024,1.2972,Basis,11.74,9.05
kabupaten,13,1371,11,2024,1.5882,Basis,4.76,3
kabupaten,13,1371,12,2024,1.5113,Basis,3.13,2.07
kabupaten,13,1371,13,2024,3.2577,Basis,1.46,0.45
kabupaten,13,1371,14,2024,0.9853,"Non Basis",5.53,5.62
kabupaten,13,1371,15,2024,1.1922,Basis,4.87,4.08
kabupaten,13,1371,16,2024,1.142,Basis,1.94,1.7
kabupaten,13,1371,17,2024,1.3254,Basis,2.57,1.94
kabupaten,13,1371,1,2025,0.2102,"Non Basis",4.51,21.46
kabupaten,13,1371,2,2025,0.7571,"Non Basis",2.84,3.75
kabupaten,13,1371,3,2025,1.2562,Basis,11.49,9.15
kabupaten,13,1371,4,2025,0.9532,"Non Basis",0.09,0.1
kabupaten,13,1371,5,2025,1.6097,Basis,0.15,0.09
kabupaten,13,1371,6,2025,1.0581,Basis,9.3,8.79
kabupaten,13,1371,7,2025,1.0724,Basis,18.02,16.8
kabupaten,13,1371,8,2025,1.5272,Basis,15.74,10.31
kabupaten,13,1371,9,2025,0.9034,"Non Basis",1.05,1.16
kabupaten,13,1371,10,2025,1.3014,Basis,12,9.22
kabupaten,13,1371,11,2025,1.5861,Basis,4.95,3.12
kabupaten,13,1371,12,2025,1.5191,Basis,3.22,2.12
kabupaten,13,1371,13,2025,3.2738,Basis,1.5,0.46
kabupaten,13,1371,14,2025,0.9933,"Non Basis",5.5,5.54
kabupaten,13,1371,15,2025,1.1927,Basis,4.92,4.12
kabupaten,13,1371,16,2025,1.1214,Basis,1.99,1.78
kabupaten,13,1371,17,2025,1.3398,Basis,2.73,2.04
kabupaten,13,1372,1,2021,0.2313,"Non Basis",5.13,22.18
kabupaten,13,1372,2,2021,0.1443,"Non Basis",0.57,3.95
kabupaten,13,1372,3,2021,0.5086,"Non Basis",4.83,9.5
kabupaten,13,1372,4,2021,0.5029,"Non Basis",0.05,0.1
kabupaten,13,1372,5,2021,1.8627,Basis,0.19,0.1
kabupaten,13,1372,6,2021,1.3145,Basis,12.17,9.26
kabupaten,13,1372,7,2021,1.5414,Basis,25.5,16.55
kabupaten,13,1372,8,2021,1.5251,Basis,15.68,10.28
kabupaten,13,1372,9,2021,1.9445,Basis,1.96,1.01
kabupaten,13,1372,10,2021,1.0838,Basis,9.2,8.49
kabupaten,13,1372,11,2021,1.4304,Basis,4.29,3
kabupaten,13,1372,12,2021,1.2736,Basis,2.53,1.98
kabupaten,13,1372,13,2021,0.0368,"Non Basis",0.02,0.43
kabupaten,13,1372,14,2021,1.4357,Basis,8.07,5.62
kabupaten,13,1372,15,2021,1.2904,Basis,5.43,4.21
kabupaten,13,1372,16,2021,1.0165,Basis,1.66,1.64
kabupaten,13,1372,17,2021,1.59,Basis,2.71,1.71
kabupaten,13,1372,1,2022,0.2307,"Non Basis",5.08,22.01
kabupaten,13,1372,2,2022,0.1477,"Non Basis",0.57,3.85
kabupaten,13,1372,3,2022,0.5089,"Non Basis",4.71,9.26
kabupaten,13,1372,4,2022,0.5026,"Non Basis",0.05,0.1
kabupaten,13,1372,5,2022,1.8882,Basis,0.19,0.1
kabupaten,13,1372,6,2022,1.3228,Basis,12.03,9.09
kabupaten,13,1372,7,2022,1.5394,Basis,25.77,16.74
kabupaten,13,1372,8,2022,1.4906,Basis,15.53,10.42
kabupaten,13,1372,9,2022,1.9107,Basis,2.13,1.12
kabupaten,13,1372,10,2022,1.0712,Basis,9.33,8.71
kabupaten,13,1372,11,2022,1.4386,Basis,4.32,3
kabupaten,13,1372,12,2022,1.2659,Basis,2.54,2.01
kabupaten,13,1372,13,2022,0.0364,"Non Basis",0.02,0.44
kabupaten,13,1372,14,2022,1.4063,Basis,7.64,5.44
kabupaten,13,1372,15,2022,1.3094,Basis,5.55,4.24
kabupaten,13,1372,16,2022,1.0137,Basis,1.66,1.64
kabupaten,13,1372,17,2022,1.5664,Basis,2.86,1.83
kabupaten,13,1372,1,2023,0.2265,"Non Basis",4.93,21.78
kabupaten,13,1372,2,2023,0.1462,"Non Basis",0.56,3.86
kabupaten,13,1372,3,2023,0.5089,"Non Basis",4.65,9.13
kabupaten,13,1372,4,2023,0.5005,"Non Basis",0.05,0.1
kabupaten,13,1372,5,2023,1.8855,Basis,0.19,0.1
kabupaten,13,1372,6,2023,1.323,Basis,12.17,9.2
kabupaten,13,1372,7,2023,1.5379,Basis,25.75,16.74
kabupaten,13,1372,8,2023,1.4848,Basis,15.64,10.53
kabupaten,13,1372,9,2023,1.9139,Basis,2.2,1.15
kabupaten,13,1372,10,2023,1.0686,Basis,9.57,8.96
kabupaten,13,1372,11,2023,1.4574,Basis,4.3,2.95
kabupaten,13,1372,12,2023,1.2602,Basis,2.57,2.04
kabupaten,13,1372,13,2023,0.0361,"Non Basis",0.02,0.45
kabupaten,13,1372,14,2023,1.3848,Basis,7.37,5.32
kabupaten,13,1372,15,2023,1.3057,Basis,5.39,4.13
kabupaten,13,1372,16,2023,1.0115,Basis,1.7,1.68
kabupaten,13,1372,17,2023,1.5593,Basis,2.94,1.89
kabupaten,13,1372,1,2024,0.2245,"Non Basis",4.78,21.3
kabupaten,13,1372,2,2024,0.1456,"Non Basis",0.56,3.84
kabupaten,13,1372,3,2024,0.5091,"Non Basis",4.57,8.97
kabupaten,13,1372,4,2024,0.4997,"Non Basis",0.05,0.1
kabupaten,13,1372,5,2024,1.8645,Basis,0.18,0.1
kabupaten,13,1372,6,2024,1.3134,Basis,12.11,9.22
kabupaten,13,1372,7,2024,1.5356,Basis,25.72,16.75
kabupaten,13,1372,8,2024,1.4637,Basis,15.6,10.66
kabupaten,13,1372,9,2024,1.9291,Basis,2.24,1.16
kabupaten,13,1372,10,2024,1.0614,Basis,9.61,9.05
kabupaten,13,1372,11,2024,1.4704,Basis,4.41,3
kabupaten,13,1372,12,2024,1.2535,Basis,2.6,2.07
kabupaten,13,1372,13,2024,0.0364,"Non Basis",0.02,0.45
kabupaten,13,1372,14,2024,1.3434,Basis,7.55,5.62
kabupaten,13,1372,15,2024,1.2993,Basis,5.31,4.08
kabupaten,13,1372,16,2024,1.0016,Basis,1.7,1.7
kabupaten,13,1372,17,2024,1.5539,Basis,3.02,1.94
kabupaten,13,1372,1,2025,0.2195,"Non Basis",4.71,21.46
kabupaten,13,1372,2,2025,0.1465,"Non Basis",0.55,3.75
kabupaten,13,1372,3,2025,0.5127,"Non Basis",4.69,9.15
kabupaten,13,1372,4,2025,0.4943,"Non Basis",0.05,0.1
kabupaten,13,1372,5,2025,1.8471,Basis,0.18,0.09
kabupaten,13,1372,6,2025,1.3348,Basis,11.74,8.79
kabupaten,13,1372,7,2025,1.5385,Basis,25.85,16.8
kabupaten,13,1372,8,2025,1.4811,Basis,15.26,10.31
kabupaten,13,1372,9,2025,1.9657,Basis,2.28,1.16
kabupaten,13,1372,10,2025,1.0598,Basis,9.77,9.22
kabupaten,13,1372,11,2025,1.482,Basis,4.62,3.12
kabupaten,13,1372,12,2025,1.2456,Basis,2.64,2.12
kabupaten,13,1372,13,2025,0.0358,"Non Basis",0.02,0.46
kabupaten,13,1372,14,2025,1.3415,Basis,7.43,5.54
kabupaten,13,1372,15,2025,1.2875,Basis,5.31,4.12
kabupaten,13,1372,16,2025,0.9883,"Non Basis",1.76,1.78
kabupaten,13,1372,17,2025,1.546,Basis,3.15,2.04
kabupaten,13,1373,1,2021,0.3745,"Non Basis",8.31,22.18
kabupaten,13,1373,2,2021,1.3202,Basis,5.21,3.95
kabupaten,13,1373,3,2021,1.1857,Basis,11.27,9.5
kabupaten,13,1373,4,2021,20.1633,Basis,2.02,0.1
kabupaten,13,1373,5,2021,3.7795,Basis,0.38,0.1
kabupaten,13,1373,6,2021,1.1279,Basis,10.44,9.26
kabupaten,13,1373,7,2021,0.9792,"Non Basis",16.2,16.55
kabupaten,13,1373,8,2021,0.8381,"Non Basis",8.62,10.28
kabupaten,13,1373,9,2021,1.7577,Basis,1.77,1.01
kabupaten,13,1373,10,2021,1.1682,Basis,9.92,8.49
kabupaten,13,1373,11,2021,1.1194,Basis,3.35,3
kabupaten,13,1373,12,2021,0.8856,"Non Basis",1.76,1.98
kabupaten,13,1373,13,2021,0.3038,"Non Basis",0.13,0.43
kabupaten,13,1373,14,2021,2.0813,Basis,11.7,5.62
kabupaten,13,1373,15,2021,0.7415,"Non Basis",3.12,4.21
kabupaten,13,1373,16,2021,0.7666,"Non Basis",1.25,1.64
kabupaten,13,1373,17,2021,2.6633,Basis,4.54,1.71
kabupaten,13,1373,1,2022,0.381,"Non Basis",8.39,22.01
kabupaten,13,1373,2,2022,1.2606,Basis,4.86,3.85
kabupaten,13,1373,3,2022,1.1998,Basis,11.11,9.26
kabupaten,13,1373,4,2022,20.002,Basis,1.98,0.1
kabupaten,13,1373,5,2022,3.6241,Basis,0.37,0.1
kabupaten,13,1373,6,2022,1.1398,Basis,10.36,9.09
kabupaten,13,1373,7,2022,0.9781,"Non Basis",16.38,16.74
kabupaten,13,1373,8,2022,0.8238,"Non Basis",8.58,10.42
kabupaten,13,1373,9,2022,1.701,Basis,1.9,1.12
kabupaten,13,1373,10,2022,1.1591,Basis,10.09,8.71
kabupaten,13,1373,11,2022,1.1346,Basis,3.41,3
kabupaten,13,1373,12,2022,0.8903,"Non Basis",1.79,2.01
kabupaten,13,1373,13,2022,0.2982,"Non Basis",0.13,0.44
kabupaten,13,1373,14,2022,2.1136,Basis,11.49,5.44
kabupaten,13,1373,15,2022,0.7364,"Non Basis",3.12,4.24
kabupaten,13,1373,16,2022,0.7691,"Non Basis",1.26,1.64
kabupaten,13,1373,17,2022,2.6123,Basis,4.78,1.83
kabupaten,13,1373,1,2023,0.3777,"Non Basis",8.23,21.78
kabupaten,13,1373,2,2023,1.196,Basis,4.61,3.86
kabupaten,13,1373,3,2023,1.2248,Basis,11.18,9.13
kabupaten,13,1373,4,2023,19.99,Basis,1.97,0.1
kabupaten,13,1373,5,2023,3.6809,Basis,0.36,0.1
kabupaten,13,1373,6,2023,1.1413,Basis,10.5,9.2
kabupaten,13,1373,7,2023,0.9821,"Non Basis",16.44,16.74
kabupaten,13,1373,8,2023,0.8238,"Non Basis",8.68,10.53
kabupaten,13,1373,9,2023,1.6753,Basis,1.92,1.15
kabupaten,13,1373,10,2023,1.1615,Basis,10.41,8.96
kabupaten,13,1373,11,2023,1.1458,Basis,3.38,2.95
kabupaten,13,1373,12,2023,0.8913,"Non Basis",1.82,2.04
kabupaten,13,1373,13,2023,0.294,"Non Basis",0.13,0.45
kabupaten,13,1373,14,2023,2.0889,Basis,11.11,5.32
kabupaten,13,1373,15,2023,0.7383,"Non Basis",3.05,4.13
kabupaten,13,1373,16,2023,0.7693,"Non Basis",1.29,1.68
kabupaten,13,1373,17,2023,2.6023,Basis,4.91,1.89
kabupaten,13,1373,1,2024,0.377,"Non Basis",8.03,21.3
kabupaten,13,1373,2,2024,1.0834,Basis,4.16,3.84
kabupaten,13,1373,3,2024,1.2353,Basis,11.08,8.97
kabupaten,13,1373,4,2024,20.0147,Basis,1.98,0.1
kabupaten,13,1373,5,2024,3.6517,Basis,0.36,0.1
kabupaten,13,1373,6,2024,1.1344,Basis,10.46,9.22
kabupaten,13,1373,7,2024,0.9916,"Non Basis",16.61,16.75
kabupaten,13,1373,8,2024,0.8251,"Non Basis",8.79,10.66
kabupaten,13,1373,9,2024,1.6982,Basis,1.97,1.16
kabupaten,13,1373,10,2024,1.1563,Basis,10.47,9.05
kabupaten,13,1373,11,2024,1.1336,Basis,3.4,3
kabupaten,13,1373,12,2024,0.8866,"Non Basis",1.84,2.07
kabupaten,13,1373,13,2024,0.2963,"Non Basis",0.13,0.45
kabupaten,13,1373,14,2024,2.0068,Basis,11.27,5.62
kabupaten,13,1373,15,2024,0.7386,"Non Basis",3.02,4.08
kabupaten,13,1373,16,2024,0.7678,"Non Basis",1.31,1.7
kabupaten,13,1373,17,2024,2.6485,Basis,5.14,1.94
kabupaten,13,1373,1,2025,0.3696,"Non Basis",7.93,21.46
kabupaten,13,1373,2,2025,1.1069,Basis,4.15,3.75
kabupaten,13,1373,3,2025,1.2418,Basis,11.36,9.15
kabupaten,13,1373,4,2025,19.8553,Basis,1.91,0.1
kabupaten,13,1373,5,2025,3.674,Basis,0.35,0.09
kabupaten,13,1373,6,2025,1.1348,Basis,9.98,8.79
kabupaten,13,1373,7,2025,0.9982,"Non Basis",16.77,16.8
