ID,Kode Kategori,Kode Kelompok,Uraian Kelompok,Kode Subkelompok,Uraian Subkelompok,HS Code,Uraian Barang
0,01,01.01,"Kuda, keledai, bagal, hinnie, hidup",,,0101.21.00,Bibit
2,01,01.01,"Kuda, keledai, bagal, hinnie, hidup",,,0101.29.00,Lain-lain
3,01,01.01,"Kuda, keledai, bagal, hinnie, hidup",0101.30,Keledai,0101.30.10,Bibit
4,01,01.01,"Kuda, keledai, bagal, hinnie, hidup",0101.30,Keledai,0101.30.90,Lain-lain
5,01,01.01,"Kuda, keledai, bagal, hinnie, hidup",0101.30,Keledai,0101.90.00,Lain-lain
6,01,01.02,Binatang hidup jenis lembu.,,Sapi,0102.21.00,Bibit
7,01,01.02,Binatang hidup jenis lembu.,,-,0102.29.11,Oxen
8,01,01.02,Binatang hidup jenis lembu.,,-,0102.29.19,Lain-lain
9,01,01.02,Binatang hidup jenis lembu.,,,0102.29.90,Lain-lain
10,01,01.02,Binatang hidup jenis lembu.,,Kerbau,0102.31.00,Bibit
11,01,01.02,Binatang hidup jenis lembu.,,Kerbau,0102.39.00,Lain-lain
12,01,01.02,Binatang hidup jenis lembu.,0102.90,Lain-lain,0102.90.10,Bibit
13,01,01.02,Binatang hidup jenis lembu.,0102.90,Lain-lain,0102.90.90,Lain-lain
14,01,01.03,Babi hidup.,,,0103.10.00,Bibit
15,01,01.03,Babi hidup.,,Lain-lain,0103.91.00,Berat kurang dari 50 kg
16,01,01.03,Babi hidup.,,Lain-lain,0103.92.00,Berat 50 kg atau lebih
17,01,01.04,"Biri-biri dan kambing, hidup.",0104.10,Biri-biri,0104.10.10,Bibit
18,01,01.04,"Biri-biri dan kambing, hidup.",0104.10,Biri-biri,0104.10.90,Lain-lain
19,01,01.04,"Biri-biri dan kambing, hidup.",0104.20,Kambing,0104.20.10,Bibit
20,01,01.04,"Biri-biri dan kambing, hidup.",0104.20,Kambing,0104.20.90,Lain-lain
21,01,01.04,"Biri-biri dan kambing, hidup.",0105.11,Ayam dari spesies Gallus domesticus,0105.11.10,Ayam bibit
22,01,01.04,"Biri-biri dan kambing, hidup.",0105.11,Ayam dari spesies Gallus domesticus,0105.11.90,Lain-lain
23,01,01.04,"Biri-biri dan kambing, hidup.",0105.12,Kalkun,0105.12.10,Kalkun bibit
24,01,01.04,"Biri-biri dan kambing, hidup.",0105.12,Kalkun,0105.12.90,Lain-lain
25,01,01.04,"Biri-biri dan kambing, hidup.",0105.13,Bebek,0105.13.10,Bebek bibit
26,01,01.04,"Biri-biri dan kambing, hidup.",0105.13,Bebek,0105.13.90,Lain-lain
27,01,01.04,"Biri-biri dan kambing, hidup.",0105.14,Angsa,0105.14.10,Angsa bibit
28,01,01.04,"Biri-biri dan kambing, hidup.",0105.14,Angsa,0105.14.90,Lain-lain
29,01,01.04,"Biri-biri dan kambing, hidup.",0105.15,Ayrun guinea,0105.15.10,Ayam guinea bibit
30,01,01.04,"Biri-biri dan kambing, hidup.",0105.15,Ayrun guinea,0105.15.90,Lain-lain
31,01,01.04,"Biri-biri dan kambing, hidup.",0105.94,Ayam dari spesies Gallus domesticu.s,0105.94.10,"Ayam bibit, selain ayam sabung"
32,01,01.04,"Biri-biri dan kambing, hidup.",,-,0105.94.41,Berat tidak lebih dari 2 kg
33,01,01.04,"Biri-biri dan kambing, hidup.",,-,0105.94.49,Lain-lain
34,01,01.04,"Biri-biri dan kambing, hidup.",,-,0105.94.91,Berat tidak lebih dari 2 kg
35,01,01.04,"Biri-biri dan kambing, hidup.",,-,0105.94.99,Lain-lain
36,01,01.04,"Biri-biri dan kambing, hidup.",0105.99,Lain-lain,0105.99.10,Bebek bibit
37,01,01.04,"Biri-biri dan kambing, hidup.",0105.99,Lain-lain,0105.99.20,Bebek lainnya
38,01,01.04,"Biri-biri dan kambing, hidup.",0105.99,Lain-lain,0105.99.30,"Angsa, kalkun dan ayam guinea,"
39,01,01.04,"Biri-biri dan kambing, hidup.",0105.99,Lain-lain,0105.99.40,"Angsa, kalkun dan ayam guinea"
40,01,01.06,Binatang hidup lainnya.,,Binatang menyusui,0106.11.00,Primata
41,01,01.06,Binatang hidup lainnya.,0106.12,"Paus, lumba-lumba dan porpoise",0106.12.10,"Paus, lumba-lumba dan porpoise"
42,01,01.06,Binatang hidup lainnya.,0106.12,"Paus, lumba-lumba dan porpoise",0106.12.20,"Anjing laut, singa laut dan beruang"
43,01,01.06,Binatang hidup lainnya.,0106.12,"Paus, lumba-lumba dan porpoise",0106.13.00,Unta dan camelid lainnya
44,01,01.06,Binatang hidup lainnya.,0106.12,"Paus, lumba-lumba dan porpoise",0106.14.00,Kelinci dnn hare
45,01,01.06,Binatang hidup lainnya.,0106.12,"Paus, lumba-lumba dan porpoise",0106.19.00,Lain-lain
46,01,01.06,Binatang hidup lainnya.,0106.12,"Paus, lumba-lumba dan porpoise",0106.20.00,Binatang melata (termasuk ular dan penyu)
47,01,01.06,Binatang hidup lainnya.,,Burung,0106.31.00,Burung pemangsa
48,01,01.06,Binatang hidup lainnya.,,Burung,0106.32.00,"Psittaciformes (termasuk burung Beo,"
49,01,01.06,Binatang hidup lainnya.,,Burung,0106.33.00,Burung unta; emu (Dromaius)
50,01,01.06,Binatang hidup lainnya.,,Burung,0106.39.00,Lain-Iain
51,01,01.06,Binatang hidup lainnya.,,Serangga,0106.41.00,Lebah
52,01,01.06,Binatang hidup lainnya.,,Serangga,0106.49.00,Lain-lain
53,01,01.06,Binatang hidup lainnya.,,Serangga,0106.90.00,Lain-lain
54,02,02.01,"Dagi.ng binatang jenis lembu, segar",,,0201.10.00,Karkas dan setengah karkas
55,02,02.01,"Dagi.ng binatang jenis lembu, segar",,,0201.20.00,"Potongan dnging lainnya, bertulang"
56,02,02.01,"Dagi.ng binatang jenis lembu, segar",,,0201.30.00,Daging tanpa tulang
57,02,02.02,"Dagi.ng binatang jenis lembu, beku.",,,0202.10.00,Karkas dan setengah karkas
58,02,02.02,"Dagi.ng binatang jenis lembu, beku.",,,0202.20.00,"Potongan daging lainnya, bertulang"
59,02,02.02,"Dagi.ng binatang jenis lembu, beku.",,,0202.30.00,Daging tanpa tulang
60,02,02.03,"Dagi.ng babi, segar, dingin atau beku.",,Segar atau dingin,0203.11.00,Karkas dan setengah karkas
61,02,02.03,"Dagi.ng babi, segar, dingin atau beku.",,Segar atau dingin,0203.12.00,"Paha, bahu dan potongannya,"
63,02,02.03,"Dagi.ng babi, segar, dingin atau beku.",,Beku,0203.21.00,Karkas clan setengah karkas
64,02,02.03,"Dagi.ng babi, segar, dingin atau beku.",,Beku,0203.22.00,"Paha, bahu clan potongannya,"
65,02,02.03,"Dagi.ng babi, segar, dingin atau beku.",,Beku,0203.29.00,Lain-Jain
66,02,02.04,"Daging bid-bid atau kamblng, segar",,,0204.10.00,Karkas dan setengah karkas dari biri-biri
67,02,02.04,"Daging bid-bid atau kamblng, segar",,"Daging lainnya dari biri-biri, segar",0204.21.00,Karkas dan setengah karkas
68,02,02.04,"Daging bid-bid atau kamblng, segar",,"Daging lainnya dari biri-biri, segar",0204.22.00,"Potongan daging lainnya, bertulang"
69,02,02.04,"Daging bid-bid atau kamblng, segar",,"Daging lainnya dari biri-biri, segar",0204.23.00,Daging tanpa tulang
70,02,02.04,"Daging bid-bid atau kamblng, segar",,"Daging lainnya dari biri-biri, segar",0204.30.00,Karkas clan setengah karkas dari biri-biri
71,02,02.04,"Daging bid-bid atau kamblng, segar",,"Daging lainnya dari biri-biri, beku",0204.41.00,Karkas dan setengah karkas
72,02,02.04,"Daging bid-bid atau kamblng, segar",,"Daging lainnya dari biri-biri, beku",0204.42.00,"Potongan daging Iainnya, bertulang"
73,02,02.04,"Daging bid-bid atau kamblng, segar",,"Daging lainnya dari biri-biri, beku",0204.43.00,Daging tanpa tulang
74,02,02.04,"Daging bid-bid atau kamblng, segar",,"Daging lainnya dari biri-biri, beku",0204.50.00,Daging kambing
75,02,02.04,"Daging bid-bid atau kamblng, segar",,"Daging lainnya dari biri-biri, beku",0205.00.00,"Daging ku.da, keledai, bagal atau Meat of horses, asses, mules or"
76,02,02.06,Sisa yang dapat dimakan dari,,,0206.10.00,"Dari binatangjenis Iembu, segar atau"
77,02,02.06,Sisa yang dapat dimakan dari,,"Dari binatangjenis Iembu, beku",0206.21.00,Lidah
78,02,02.06,Sisa yang dapat dimakan dari,,"Dari binatangjenis Iembu, beku",0206.22.00,Hati
79,02,02.06,Sisa yang dapat dimakan dari,,"Dari binatangjenis Iembu, beku",0206.29.00,Lain-lain
80,02,02.06,Sisa yang dapat dimakan dari,,"Dari binatangjenis Iembu, beku",0206.30.00,"Dari babi, segar atau dingin"
81,02,02.06,Sisa yang dapat dimakan dari,,"Dari bahi, beku",0206.41.00,•
82,02,02.06,Sisa yang dapat dimakan dari,,"Dari bahi, beku",0206.49.00,Lain-lnin
83,02,02.06,Sisa yang dapat dimakan dari,,"Dari bahi, beku",0206.80.00,"Lain-lain, segar atau dingin"
84,02,02.06,Sisa yang dapat dimakan dari,,"Dari bahi, beku",0206.90.00,"Lain-lain, beku"
85,02,02.07,Daging dan sisanya yang dapat,,Dari ayam spesies Gallus domesticus,0207.11.00,Tidak dipotong menjadi baginn-
86,02,02.07,Daging dan sisanya yang dapat,,Dari ayam spesies Gallus domesticus,0207.12.00,Tidak dipotong menjndi bagian-
87,02,02.07,Daging dan sisanya yang dapat,,Dari ayam spesies Gallus domesticus,0207.13.00,"Potongan dan sisanya, segar atau"
88,02,02.07,Daging dan sisanya yang dapat,0207.14,"Potongan dan sisanya, bcku",0207.14.10,Sayap
89,02,02.07,Daging dan sisanya yang dapat,0207.14,"Potongan dan sisanya, bcku",0207.14.20,Paha
90,02,02.07,Daging dan sisanya yang dapat,0207.14,"Potongan dan sisanya, bcku",0207.14.30,Hati
91,02,02.07,Daging dan sisanya yang dapat,,-,0207.14.91,Daging yang dihilnngkan
92,02,02.07,Daging dan sisanya yang dapat,,-,0207.14.99,-
93,02,02.07,Daging dan sisanya yang dapat,,Dari kalkun,0207.24.00,Tidak dipotong menjadi bagian-
94,02,02.07,Daging dan sisanya yang dapat,,Dari kalkun,0207.25.00,Tidak dipotong menjadi bagiun-
95,02,02.07,Daging dan sisanya yang dapat,,Dari kalkun,0207.26.00,"Potongnn clan sisanya, segar atau"
96,02,02.07,Daging dan sisanya yang dapat,0207.27,"Potongan dan sisnnya, beku",0207.27.10,Hati
97,02,02.07,Daging dan sisanya yang dapat,,-,0207.27.91,Daging yang dihilangkan
98,02,02.07,Daging dan sisanya yang dapat,,-,0207.27.99,Lain-lain
99,02,02.07,Daging dan sisanya yang dapat,,Dari bebek,0207.41.00,Tidak dipotong menjadi bagian-
100,02,02.07,Daging dan sisanya yang dapat,,Dari bebek,0207.42.00,Tidak dipotong menjadi bagian-
102,02,02.07,Daging dan sisanya yang dapat,,Dari bebek,0207.44.00,"Lain-lain, segar atau dingin"
103,02,02.07,Daging dan sisanya yang dapat,0207.45,"Lain-lain, beku",0207.45.10,Hati berlemak
104,02,02.07,Daging dan sisanya yang dapat,0207.45,"Lain-lain, beku",0207.45.90,Ln.in-lain
105,02,02.07,Daging dan sisanya yang dapat,,Dari angsa,0207.51.00,Tidak dipotong mcnjadi bagian-
106,02,02.07,Daging dan sisanya yang dapat,,Dari angsa,0207.52.00,Tidak dipotong menjadi bagian-
107,02,02.07,Daging dan sisanya yang dapat,,Dari angsa,0207.53.00,"Hati berlemak, segar atau dingin"
108,02,02.07,Daging dan sisanya yang dapat,,Dari angsa,0207.54.00,"Lain-lain, segar atau dingin"
109,02,02.07,Daging dan sisanya yang dapat,0207.55,"Lain-lain, beku",0207.55.10,Hati berlemak
110,02,02.07,Daging dan sisanya yang dapat,0207.55,"Lain-lain, beku",0207.55.90,Lain-lain
111,02,02.07,Daging dan sisanya yang dapat,0207.60,Dari ayam guinea,0207.60.10,Tidak dipotong menjadi baginn-
112,02,02.07,Daging dan sisanya yang dapat,0207.60,Dari ayam guinea,0207.60.20,Tidak dipotong menjadi baginn-
113,02,02.07,Daging dan sisanya yang dapat,0207.60,Dari ayam guinea,0207.60.30,"Potongan dan sisanya, segar atau"
114,02,02.07,Daging dan sisanya yang dapat,0207.60,Dari ayam guinea,0207.60.40,"Potongan dan sisanya, beku"
115,02,02.08,Daging dan sisanya yang dapat,,,0208.10.00,Dari kclinci atau hnre
116,02,02.08,Daging dan sisanya yang dapat,,,0208.30.00,Dari primata
117,02,02.08,Daging dan sisanya yang dapat,0208.40,"Dari paus, lumba-lumbn dan porpoise",0208.40.10,"Dari paus, lumba-lumba dan"
118,02,02.08,Daging dan sisanya yang dapat,0208.40,"Dari paus, lumba-lumbn dan porpoise",0208.40.90,Lain-lain
119,02,02.08,Daging dan sisanya yang dapat,0208.40,"Dari paus, lumba-lumbn dan porpoise",0208.50.00,Dari binatang melata (termasuk ular
120,02,02.08,Daging dan sisanya yang dapat,0208.40,"Dari paus, lumba-lumbn dan porpoise",0208.60.00,Dari Unta dan camelid lainnya
121,02,02.08,Daging dan sisanya yang dapat,0208.90,Lain-lain,0208.90.10,Kaki kodok
122,02,02.08,Daging dan sisanya yang dapat,0208.90,Lain-lain,0208.90.90,Lain-lain
123,02,02.09,Lemak babi tanpa daging dan lemak,,,0209.10.00,Dnri babi
124,02,02.09,Lemak babi tanpa daging dan lemak,,,0209.90.00,Lain-lnin
125,02,02.10,Daging dan sisanya yang dapat,,Dnging babi,0210.11.00,"Pnha, bahu dan potongannya,"
126,02,02.10,Daging dan sisanya yang dapat,,Dnging babi,0210.12.00,Perut (streaky) dan potongannya
127,02,02.10,Daging dan sisanya yang dapat,0210.19,Lain-lain,0210.19.30,Bacon; pnha tanpa tulang
128,02,02.10,Daging dan sisanya yang dapat,0210.19,Lain-lain,0210.19.90,Lain-Iain
129,02,02.10,Daging dan sisanya yang dapat,0210.19,Lain-lain,0210.20.00,Daging binatang jenis lembu
131,02,02.10,Daging dan sisanya yang dapat,0210.92,"Dari paus, lumba-lumba dan",0210.92.10,"Dari paus, lumba-lumba clan"
132,02,02.10,Daging dan sisanya yang dapat,0210.92,"Dari paus, lumba-lumba dan",0210.92.90,Lain-lain
133,02,02.10,Daging dan sisanya yang dapat,0210.92,"Dari paus, lumba-lumba dan",0210.93.00,Dari binatang melata (termasuk ular
134,02,02.10,Daging dan sisanya yang dapat,0210.99,Lain-lain,0210.99.10,Daging ayam dipotong berbentuk
135,02,02.10,Daging dan sisanya yang dapat,0210.99,Lain-lain,0210.99.20,Kulit babi dikeringkan
136,02,02.10,Daging dan sisanya yang dapat,0210.99,Lain-lain,0210.99.90,Lain-lain
137,03,03.01,Ikan hidup,0301.11,Air tawar,0301.11.10,Benih ikan ---Fiy
138,03,03.01,Ikan hidup,,-,0301.11.91,Koi (Cyprinus carpio)
139,03,03.01,Ikan hidup,,-,0301.11.92,Ikan mas koki (Carassius auratus)
140,03,03.01,Ikan hidup,,-,0301.11.93,Ikan cupang aduan (Beta
141,03,03.01,Ikan hidup,,-,0301.11.95,An.vana (Scleropagesfonnosus)
142,03,03.01,Ikan hidup,,-,0301.11.99,Lain-lain
143,03,03.01,Ikan hidup,0301.19,Lain-lain,0301.19.10,Benih ikan ---Fiy
144,03,03.01,Ikan hidup,0301.19,Lain-lain,0301.19.90,Lain-lain
145,03,03.01,Ikan hidup,,Ikan hidup lainnya,0301.91.00,"Trout (Salmo trotta, Oncorhynchus"
146,03,03.01,Ikan hidup,,Ikan hidup lainnya,0301.92.00,Sidat (Anguilla spp.)
147,03,03.01,Ikan hidup,0301.93,"Ikan mas (Cyprinus spp., Carassius",0301.93.21,"Bibit, selain benih ikan"
148,03,03.01,Ikan hidup,0301.93,"Ikan mas (Cyprinus spp., Carassius",0301.93.22,Benih ikan
149,03,03.01,Ikan hidup,0301.93,"Ikan mas (Cyprinus spp., Carassius",0301.93.29,Lain-lain
150,03,03.01,Ikan hidup,0301.93,"Ikan mas (Cyprinus spp., Carassius",0301.93.31,"Bibit, selnin benih ikan"
151,03,03.01,Ikan hidup,0301.93,"Ikan mas (Cyprinus spp., Carassius",0301.93.32,Benih ikan
152,03,03.01,Ikan hidup,0301.93,"Ikan mas (Cyprinus spp., Carassius",0301.93.39,Lain-Iain
153,03,03.01,Ikan hidup,0301.93,"Ikan mas (Cyprinus spp., Carassius",0301.94.00,Tuna sirip biru Atlantik dan Pasifik
154,03,03.01,Ikan hidup,0301.93,"Ikan mas (Cyprinus spp., Carassius",0301.95.00,Tuna sirip biru selatan (Thunnus
155,03,03.01,Ikan hidup,,-,0301.99.11,Bibit
156,03,03.01,Ikan hidup,,-,0301.99.19,La.in-lain
157,03,03.01,Ikan hidup,,-,0301.99.22,"Ikan mas lainnya, bibit"
158,03,03.01,Ikan hidup,,-,0301.99.23,lkan mas lainnya
159,03,03.01,Ikan hidup,,-,0301.99.24,"Lain-lain, bibit"
160,03,03.01,Ikan hidup,,-,0301.99.29,Lain-lain
162,03,03.01,Ikan hidup,,-,0301.99.32,"Bandeng, lain-lain"
163,03,03.01,Ikan hidup,,-,0301.99.33,Kerapu sunu (Plectropomus
164,03,03.01,Ikan hidup,,-,0301.99.34,Kcrapu macan (Epinephelus
165,03,03.01,Ikan hidup,,-,0301.99.35,Kerapu bebek (Cromileptes
166,03,03.01,Ikan hidup,,-,0301.99.36,Kerapu lainnya
167,03,03.01,Ikan hidup,,-,0301.99.41,Tilapia ( Oreochromis spp.)
168,03,03.01,Ikan hidup,,-,0301.99.42,"Ikan mas Iainnya, untuk bibit"
169,03,03.01,Ikan hidup,,-,0301.99.49,Lain-lnin
170,03,03.01,Ikan hidup,,-,0301.99.50,"Lain-lain, ikan air laut"
171,03,03.01,Ikan hidup,,-,0301.99.90,Lain-lain
172,03,03.02,"Ikan, segar atau dingin, tidak",,"Salmon (Salmonidae), tidak termasuk",0302.11.00,"Trout (Salmo trutta, Oncorhynchus"
173,03,03.02,"Ikan, segar atau dingin, tidak",,"Salmon (Salmonidae), tidak termasuk",0302.13.00,"Salmon Pasifik (Oncorhynchus nerka,"
174,03,03.02,"Ikan, segar atau dingin, tidak",,"Salmon (Salmonidae), tidak termasuk",0302.14.00,Salmon Atlantik (Salmo salar) clan
175,03,03.02,"Ikan, segar atau dingin, tidak",,"Salmon (Salmonidae), tidak termasuk",0302.19.00,Lain-lain
176,03,03.02,"Ikan, segar atau dingin, tidak",,"Salmon (Salmonidae), tidak termasuk",0302.21.00,Halibut (Reinhardtius
177,03,03.02,"Ikan, segar atau dingin, tidak",,"Salmon (Salmonidae), tidak termasuk",0302.22.00,Plaice (Pleuronectesplatessa)
178,03,03.02,"Ikan, segar atau dingin, tidak",,"Salmon (Salmonidae), tidak termasuk",0302.23.00,Sole (Solea spp.)
179,03,03.02,"Ikan, segar atau dingin, tidak",,"Salmon (Salmonidae), tidak termasuk",0302.24.00,Turbots (Psetta maxima)
180,03,03.02,"Ikan, segar atau dingin, tidak",,"Salmon (Salmonidae), tidak termasuk",0302.29.00,Lain-lain
181,03,03.02,"Ikan, segar atau dingin, tidak",,"Salmon (Salmonidae), tidak termasuk",0302.31.00,Albacore atau tuna sirip panjang
182,03,03.02,"Ikan, segar atau dingin, tidak",,"Salmon (Salmonidae), tidak termasuk",0302.32.00,Tuna sirip kuning (Thunnus
183,03,03.02,"Ikan, segar atau dingin, tidak",,"Salmon (Salmonidae), tidak termasuk",0302.33.00,Cakalang (stripe-bellied bonito)
184,03,03.02,"Ikan, segar atau dingin, tidak",,"Salmon (Salmonidae), tidak termasuk",0302.34.00,Tuna mata besar (Thunm1s obesus)
185,03,03.02,"Ikan, segar atau dingin, tidak",,"Salmon (Salmonidae), tidak termasuk",0302.35.00,Tuna sirip biru Atlantik dan Pasifik
186,03,03.02,"Ikan, segar atau dingin, tidak",,"Salmon (Salmonidae), tidak termasuk",0302.36.00,•
187,03,03.02,"Ikan, segar atau dingin, tidak",,"Salmon (Salmonidae), tidak termasuk",0302.39.00,Lain-l11in
188,03,03.02,"Ikan, segar atau dingin, tidak",,"Salmon (Salmonidae), tidak termasuk",0302.41.00,"Herring (C!upea harengus, Clupea"
189,03,03.02,"Ikan, segar atau dingin, tidak",,"Salmon (Salmonidae), tidak termasuk",0302.42.00,Teri (Engraulis spp. I
190,03,03.02,"Ikan, segar atau dingin, tidak",,"Salmon (Salmonidae), tidak termasuk",0302.43.00,"Sarden {Sardinapilchardus,"
191,03,03.02,"Ikan, segar atau dingin, tidak",,"Salmon (Salmonidae), tidak termasuk",0302.44.00,"Makarcl {Scomber scombrus, Scomber"
192,03,03.02,"Ikan, segar atau dingin, tidak",,"Salmon (Salmonidae), tidak termasuk",0302.45.00,MakRrel jack dan makarcl kudn
193,03,03.02,"Ikan, segar atau dingin, tidak",,"Salmon (Salmonidae), tidak termasuk",0302.46.00,• Cobia (Rachycentron canadum) •
194,03,03.02,"Ikan, segar atau dingin, tidak",,"Salmon (Salmonidae), tidak termasuk",0302.47.00,Todrik (Xiphias g1adius)
195,03,03.02,"Ikan, segar atau dingin, tidak",,"Salmon (Salmonidae), tidak termasuk",0302.49.00,Lain-lain
196,03,03.02,"Ikan, segar atau dingin, tidak",0302.91,sampai dengan 0302.99:,0302.51.00,"Cod (Gadus morlma, Gadus ogac,"
197,03,03.02,"Ikan, segar atau dingin, tidak",0302.91,sampai dengan 0302.99:,0302.52.00,Haddock (Melanogrammus
198,03,03.02,"Ikan, segar atau dingin, tidak",0302.91,sampai dengan 0302.99:,0302.53.00,ConHish (Pollachius uirens)
199,03,03.02,"Ikan, segar atau dingin, tidak",0302.91,sampai dengan 0302.99:,0302.54.00,•
200,03,03.02,"Ikan, segar atau dingin, tidak",0302.91,sampai dengan 0302.99:,0302.55.00,Alaska Pollock (Theragra
201,03,03.02,"Ikan, segar atau dingin, tidak",0302.91,sampai dengan 0302.99:,0302.56.00,Blue whitings (Micromesistius • -Blue whitings (Micromesistius
202,03,03.02,"Ikan, segar atau dingin, tidak",0302.91,sampai dengan 0302.99:,0302.59.00,Lain-lain
203,03,03.02,"Ikan, segar atau dingin, tidak",0302.91,sampai dengan 0302.99:,0302.71.00,Tilnpia {Oreochromis spp.)
207,03,03.02,"Ikan, segar atau dingin, tidak",0302.72,"Catfish (Pangasius spp., Silurns spp.,",0302.74.00,Sidat (Anguilla spp.)
208,03,03.02,"Ikan, segar atau dingin, tidak",0302.72,"Catfish (Pangasius spp., Silurns spp.,",0302.79.00,Lain-lain
209,03,03.02,"Ikan, segar atau dingin, tidak",0302.91,sampai dengan 0302.99,0302.81.00,Dogfish dan hiu lainnya
210,03,03.02,"Ikan, segar atau dingin, tidak",0302.91,sampai dengan 0302.99,0302.82.00,Pari dan skates (Rajidae)
211,03,03.02,"Ikan, segar atau dingin, tidak",0302.91,sampai dengan 0302.99,0302.83.00,Toothfish (Dissostichus spp.)
212,03,03.02,"Ikan, segar atau dingin, tidak",0302.91,sampai dengan 0302.99,0302.84.00,Scabass (Dicentrarchus spp.)
213,03,03.02,"Ikan, segar atau dingin, tidak",0302.91,sampai dengan 0302.99,0302.85.00,Seabream (Sparidae)
214,03,03.02,"Ikan, segar atau dingin, tidak",,-,0302.89.11,Kerapu
215,03,03.02,"Ikan, segar atau dingin, tidak",,-,0302.89.12,Longfin mojarra (Pentaprion
216,03,03.02,"Ikan, segar atau dingin, tidak",,-,0302.89.13,Bluntnose lizardfish
217,03,03.02,"Ikan, segar atau dingin, tidak",,-,0302.89.14,"Layur (Lepturacanthus savala),"
218,03,03.02,"Ikan, segar atau dingin, tidak",,-,0302.89.15,Indian threadfins (Polynemus
219,03,03.02,"Ikan, segar atau dingin, tidak",,-,0302.89.16,"Scad torpedo (Megalaspis cordyla),"
220,03,03.02,"Ikan, segar atau dingin, tidak",,-,0302.89.17,Bawa! hitam (Parastromatus niger)
221,03,03.02,"Ikan, segar atau dingin, tidak",,-,0302.89.18,Kakap merah (Luljmms
222,03,03.02,"Ikan, segar atau dingin, tidak",,-,0302.89.19,Lain-lain
223,03,03.02,"Ikan, segar atau dingin, tidak",,-,0302.89.22,Swamp barb (Puntius chola)
224,03,03.02,"Ikan, segar atau dingin, tidak",,-,0302.89.23,Silver grunts (Pomadasys
225,03,03.02,"Ikan, segar atau dingin, tidak",,-,0302.89.27,Hilsa shad (Tenualosa ilisha)
226,03,03.02,"Ikan, segar atau dingin, tidak",,-,0302.89.28,Wallngo (Wallago attu) dan giant
227,03,03.02,"Ikan, segar atau dingin, tidak",,-,0302.89.29,Lain-Iain
228,03,03.02,"Ikan, segar atau dingin, tidak",,-,0302.91.00,"Hati, telur dan spcrma"
229,03,03.02,"Ikan, segar atau dingin, tidak",,-,0302.92.00,Sirip hiu
230,03,03.02,"Ikan, segar atau dingin, tidak",,-,0302.99.00,Lain-lain
232,03,03.03,"Umn, beku, tidak termasuk potongan",,,0303.12.00,Salmon Pasifik lainnya
234,03,03.03,"Umn, beku, tidak termasuk potongan",,,0303.14.00,"Trout (Salmo trutta, Oncorhynchus"
235,03,03.03,"Umn, beku, tidak termasuk potongan",,,0303.19.00,Lain-lain
236,03,03.03,"Umn, beku, tidak termasuk potongan",,,0303.23.00,Tilapia {Oreochromis spp.)
237,03,03.03,"Umn, beku, tidak termasuk potongan",,,0303.24.00,"Catfish (Pm1gasius spp., Silurus spp.,"
238,03,03.03,"Umn, beku, tidak termasuk potongan",,,0303.25.00,"Ikan mas (Cyprinus spp., Carassius"
239,03,03.03,"Umn, beku, tidak termasuk potongan",,,0303.26.00,Sidat (Anguilla spp.)
240,03,03.03,"Umn, beku, tidak termasuk potongan",,,0303.29.00,Lain-lain
241,03,03.03,"Umn, beku, tidak termasuk potongan",,,0303.31.00,Halibut (Reinhardtius
242,03,03.03,"Umn, beku, tidak termasuk potongan",,,0303.32.00,Plaice (Pleuronectes platessa)
243,03,03.03,"Umn, beku, tidak termasuk potongan",,,0303.33.00,Sole (Solea spp.)
244,03,03.03,"Umn, beku, tidak termasuk potongan",,,0303.34.00,Turbots (Psetta maxima)
245,03,03.03,"Umn, beku, tidak termasuk potongan",,,0303.39.00,Lain-lain
246,03,03.03,"Umn, beku, tidak termasuk potongan",,,0303.41.00,Albacore atau tuna sirip panjang
247,03,03.03,"Umn, beku, tidak termasuk potongan",,,0303.42.00,Tuna sirip kuning (Thunnus
248,03,03.03,"Umn, beku, tidak termasuk potongan",,,0303.43.00,Cakalang (stripe-bellied bonito)
249,03,03.03,"Umn, beku, tidak termasuk potongan",,,0303.44.00,Tuna mata besar (Tlmnnus obesus)
250,03,03.03,"Umn, beku, tidak termasuk potongan",0303.45,Tuna sirip biru Atlantik dan Pasifik,0303.45.10,Tuna sirip biru Atlantik (Thunnus
251,03,03.03,"Umn, beku, tidak termasuk potongan",0303.45,Tuna sirip biru Atlantik dan Pasifik,0303.45.90,Tunn sirip biru Pasifik {Thunnus
252,03,03.03,"Umn, beku, tidak termasuk potongan",0303.45,Tuna sirip biru Atlantik dan Pasifik,0303.46.00,Tuna sirip biru Selatan (Thunnus
254,03,03.03,"Umn, beku, tidak termasuk potongan",0303.49,Lain-lain,0303.49.90,Lain-lain
255,03,03.03,"Umn, beku, tidak termasuk potongan",0303.49,Lain-lain,0303.51.00,"Herring (Clupea harengus, Clupea"
256,03,03.03,"Umn, beku, tidak termasuk potongan",0303.49,Lain-lain,0303.53.00,"Sarden (Sardina pilchardus,"
257,03,03.03,"Umn, beku, tidak termasuk potongan",0303.54,"Mnkarel (Scomber scombrus, Scomber",0303.54.10,"Makarcl (Scomber scombrus,"
258,03,03.03,"Umn, beku, tidak termasuk potongan",0303.54,"Mnkarel (Scomber scombrus, Scomber",0303.54.20,Makarel pasifik (Scomber japonicus)
