tingkat_wilayah,provinsi_id,kabupaten_id,sektor_id,tahun,nilai_lq,kategori_lq,shift_share_net,klasifikasi_sektor
kabupaten,13,1311,8,2023,0.6169,"Non Basis",729383466.77,"Potensial / Cepat Berkembang"
kabupaten,13,1311,9,2023,0.7,"Non Basis",259499462.61,"Potensial / Cepat Berkembang"
kabupaten,13,1311,10,2023,0.8234,"Non Basis",947940884.44,"Potensial / Cepat Berkembang"
kabupaten,13,1311,11,2023,0.2631,"Non Basis",207894160.88,"Potensial / Cepat Berkembang"
kabupaten,13,1311,12,2023,0.4133,"Non Basis",-26168385.96,"Relatif Tertinggal"
kabupaten,13,1311,13,2023,0.0344,"Non Basis",-4059826.92,"Relatif Tertinggal"
kabupaten,13,1311,14,2023,0.825,"Non Basis",-991908496.44,"Relatif Tertinggal"
kabupaten,13,1311,15,2023,0.5967,"Non Basis",304122944.26,"Potensial / Cepat Berkembang"
kabupaten,13,1311,16,2023,0.8454,"Non Basis",61031436.71,"Potensial / Cepat Berkembang"
kabupaten,13,1311,17,2023,0.6576,"Non Basis",1041163930.2,"Potensial / Cepat Berkembang"
kabupaten,13,1311,1,2024,1.3279,Basis,360079566.81,"Maju dan Tumbuh Cepat"
kabupaten,13,1311,2,2024,2.0065,Basis,135882217.98,"Maju dan Tumbuh Cepat"
kabupaten,13,1311,3,2024,0.5037,"Non Basis",-2857932350.1,"Relatif Tertinggal"
kabupaten,13,1311,4,2024,0.3638,"Non Basis",21404020.58,"Potensial / Cepat Berkembang"
kabupaten,13,1311,5,2024,0.5169,"Non Basis",-4582338.9,"Relatif Tertinggal"
kabupaten,13,1311,6,2024,1.2956,Basis,503325855.3,"Maju dan Tumbuh Cepat"
kabupaten,13,1311,7,2024,1.2664,Basis,6217568237.59,"Maju dan Tumbuh Cepat"
kabupaten,13,1311,8,2024,0.6189,"Non Basis",189325316.47,"Potensial / Cepat Berkembang"
kabupaten,13,1311,9,2024,0.7127,"Non Basis",575821827.92,"Potensial / Cepat Berkembang"
kabupaten,13,1311,10,2024,0.8229,"Non Basis",-1133147661.21,"Relatif Tertinggal"
kabupaten,13,1311,11,2024,0.2602,"Non Basis",-494448141.25,"Relatif Tertinggal"
kabupaten,13,1311,12,2024,0.4134,"Non Basis",-98449068.8,"Relatif Tertinggal"
kabupaten,13,1311,13,2024,0.0344,"Non Basis",-2102867.71,"Relatif Tertinggal"
kabupaten,13,1311,14,2024,0.8103,"Non Basis",-4366617357.5,"Relatif Tertinggal"
kabupaten,13,1311,15,2024,0.6006,"Non Basis",424905018.2,"Potensial / Cepat Berkembang"
kabupaten,13,1311,16,2024,0.8484,"Non Basis",58187987.15,"Potensial / Cepat Berkembang"
kabupaten,13,1311,17,2024,0.6629,"Non Basis",316083152.02,"Potensial / Cepat Berkembang"
kabupaten,13,1311,1,2025,1.3348,Basis,13844714656.35,"Maju dan Tumbuh Cepat"
kabupaten,13,1311,2,2025,2.0817,Basis,15280593938.65,"Maju dan Tumbuh Cepat"
kabupaten,13,1311,3,2025,0.505,"Non Basis",1654279072.81,"Potensial / Cepat Berkembang"
kabupaten,13,1311,4,2025,0.3677,"Non Basis",25916065.44,"Potensial / Cepat Berkembang"
kabupaten,13,1311,5,2025,0.5322,"Non Basis",81186858.32,"Potensial / Cepat Berkembang"
kabupaten,13,1311,6,2025,1.3078,Basis,7848112996.44,"Maju dan Tumbuh Cepat"
kabupaten,13,1311,7,2025,1.2671,Basis,5652861786.18,"Maju dan Tumbuh Cepat"
kabupaten,13,1311,8,2025,0.6325,"Non Basis",8190358381.78,"Potensial / Cepat Berkembang"
kabupaten,13,1311,9,2025,0.7098,"Non Basis",37830926.71,"Potensial / Cepat Berkembang"
kabupaten,13,1311,10,2025,0.816,"Non Basis",-1214642021.21,"Relatif Tertinggal"
kabupaten,13,1311,11,2025,0.2619,"Non Basis",455798157.22,"Potensial / Cepat Berkembang"
kabupaten,13,1311,12,2025,0.4109,"Non Basis",-43383169.7,"Relatif Tertinggal"
kabupaten,13,1311,13,2025,0.0339,"Non Basis",-7061136.93,"Relatif Tertinggal"
kabupaten,13,1311,14,2025,0.7641,"Non Basis",-11128227748.32,"Relatif Tertinggal"
kabupaten,13,1311,15,2025,0.5954,"Non Basis",-413006519.01,"Relatif Tertinggal"
kabupaten,13,1311,16,2025,0.8212,"Non Basis",-1941673220.57,"Relatif Tertinggal"
kabupaten,13,1311,17,2025,0.6586,"Non Basis",-94233157.37,"Relatif Tertinggal"
kabupaten,13,1312,1,2022,1.9238,Basis,-40406496143.42,"Maju tapi Tertekan"
kabupaten,13,1312,2,2022,0.3874,"Non Basis",3956026895.31,"Potensial / Cepat Berkembang"
kabupaten,13,1312,3,2022,1.5138,Basis,7266980245.21,"Maju dan Tumbuh Cepat"
kabupaten,13,1312,4,2022,0.1909,"Non Basis",39568341.22,"Potensial / Cepat Berkembang"
kabupaten,13,1312,5,2022,0.1156,"Non Basis",-66053165.13,"Relatif Tertinggal"
kabupaten,13,1312,6,2022,0.6942,"Non Basis",27897079691.41,"Potensial / Cepat Berkembang"
kabupaten,13,1312,7,2022,0.7222,"Non Basis",22586836891.89,"Potensial / Cepat Berkembang"
kabupaten,13,1312,8,2022,0.4553,"Non Basis",-6696986689.23,"Relatif Tertinggal"
kabupaten,13,1312,9,2022,0.4851,"Non Basis",-698116536.63,"Relatif Tertinggal"
kabupaten,13,1312,10,2022,0.8666,"Non Basis",13188697891.61,"Potensial / Cepat Berkembang"
kabupaten,13,1312,11,2022,0.5996,"Non Basis",2541529463.8,"Potensial / Cepat Berkembang"
kabupaten,13,1312,12,2022,0.7068,"Non Basis",1417459710.07,"Potensial / Cepat Berkembang"
kabupaten,13,1312,13,2022,0.1236,"Non Basis",43696445.83,"Potensial / Cepat Berkembang"
kabupaten,13,1312,14,2022,0.5972,"Non Basis",-9793972836.61,"Relatif Tertinggal"
kabupaten,13,1312,15,2022,0.5757,"Non Basis",3997769600.43,"Potensial / Cepat Berkembang"
kabupaten,13,1312,16,2022,0.7993,"Non Basis",1387473816.14,"Potensial / Cepat Berkembang"
kabupaten,13,1312,17,2022,0.332,"Non Basis",158054969.14,"Potensial / Cepat Berkembang"
kabupaten,13,1312,1,2023,1.9344,Basis,14340580718.97,"Maju dan Tumbuh Cepat"
kabupaten,13,1312,2,2023,0.3878,"Non Basis",-327592437.36,"Relatif Tertinggal"
kabupaten,13,1312,3,2023,1.4998,Basis,-21140371721.72,"Maju tapi Tertekan"
kabupaten,13,1312,4,2023,0.1902,"Non Basis",-15552731.89,"Relatif Tertinggal"
kabupaten,13,1312,5,2023,0.1174,"Non Basis",18986559.72,"Potensial / Cepat Berkembang"
kabupaten,13,1312,6,2023,0.6958,"Non Basis",-334960611.48,"Relatif Tertinggal"
kabupaten,13,1312,7,2023,0.7286,"Non Basis",9199138553.19,"Potensial / Cepat Berkembang"
kabupaten,13,1312,8,2023,0.4584,"Non Basis",2414123975.05,"Potensial / Cepat Berkembang"
kabupaten,13,1312,9,2023,0.4881,"Non Basis",238947099.79,"Potensial / Cepat Berkembang"
kabupaten,13,1312,10,2023,0.871,"Non Basis",2145142494.22,"Potensial / Cepat Berkembang"
kabupaten,13,1312,11,2023,0.6068,"Non Basis",2056083150.19,"Potensial / Cepat Berkembang"
kabupaten,13,1312,12,2023,0.7101,"Non Basis",337202765.39,"Potensial / Cepat Berkembang"
kabupaten,13,1312,13,2023,0.1241,"Non Basis",7009904.46,"Potensial / Cepat Berkembang"
kabupaten,13,1312,14,2023,0.602,"Non Basis",2127010612.49,"Potensial / Cepat Berkembang"
kabupaten,13,1312,15,2023,0.579,"Non Basis",887090439.68,"Potensial / Cepat Berkembang"
kabupaten,13,1312,16,2023,0.7997,"Non Basis",-395567634.18,"Relatif Tertinggal"
kabupaten,13,1312,17,2023,0.3335,"Non Basis",144419173.01,"Potensial / Cepat Berkembang"
kabupaten,13,1312,1,2024,1.9661,Basis,73919779399.77,"Maju dan Tumbuh Cepat"
kabupaten,13,1312,2,2024,0.3924,"Non Basis",1776112878.28,"Potensial / Cepat Berkembang"
kabupaten,13,1312,3,2024,1.5033,Basis,-892002146.74,"Maju tapi Tertekan"
kabupaten,13,1312,4,2024,0.1911,"Non Basis",5347159.6,"Potensial / Cepat Berkembang"
kabupaten,13,1312,5,2024,0.1155,"Non Basis",-28727128.08,"Relatif Tertinggal"
kabupaten,13,1312,6,2024,0.698,"Non Basis",286548533.08,"Potensial / Cepat Berkembang"
kabupaten,13,1312,7,2024,0.7338,"Non Basis",7079915873.39,"Potensial / Cepat Berkembang"
kabupaten,13,1312,8,2024,0.4591,"Non Basis",-790076936.07,"Relatif Tertinggal"
kabupaten,13,1312,9,2024,0.4976,"Non Basis",1234132104.87,"Potensial / Cepat Berkembang"
kabupaten,13,1312,10,2024,0.8683,"Non Basis",-6065512398.62,"Relatif Tertinggal"
kabupaten,13,1312,11,2024,0.6061,"Non Basis",-960714204.6,"Relatif Tertinggal"
kabupaten,13,1312,12,2024,0.7113,"Non Basis",-213669014.43,"Relatif Tertinggal"
kabupaten,13,1312,13,2024,0.1245,"Non Basis",7640899.04,"Potensial / Cepat Berkembang"
kabupaten,13,1312,14,2024,0.593,"Non Basis",-7957803965.79,"Relatif Tertinggal"
kabupaten,13,1312,15,2024,0.577,"Non Basis",-1921216104.19,"Relatif Tertinggal"
kabupaten,13,1312,16,2024,0.8035,"Non Basis",353625457.58,"Potensial / Cepat Berkembang"
kabupaten,13,1312,17,2024,0.3348,"Non Basis",73119558.74,"Potensial / Cepat Berkembang"
kabupaten,13,1312,1,2025,1.9689,Basis,37312989078.3,"Maju dan Tumbuh Cepat"
kabupaten,13,1312,2,2025,0.3839,"Non Basis",-3389084359.82,"Relatif Tertinggal"
kabupaten,13,1312,3,2025,1.4943,Basis,-1801661950.01,"Maju tapi Tertekan"
kabupaten,13,1312,4,2025,0.1923,"Non Basis",28746062.39,"Potensial / Cepat Berkembang"
kabupaten,13,1312,5,2025,0.1122,"Non Basis",-35660164.27,"Relatif Tertinggal"
kabupaten,13,1312,6,2025,0.692,"Non Basis",-3034111516.94,"Relatif Tertinggal"
kabupaten,13,1312,7,2025,0.7283,"Non Basis",-4230545247.41,"Relatif Tertinggal"
kabupaten,13,1312,8,2025,0.4627,"Non Basis",8266016281.78,"Potensial / Cepat Berkembang"
kabupaten,13,1312,9,2025,0.4942,"Non Basis",-131741330.32,"Relatif Tertinggal"
kabupaten,13,1312,10,2025,0.8581,"Non Basis",-7404034224.28,"Relatif Tertinggal"
kabupaten,13,1312,11,2025,0.5997,"Non Basis",-1409963325.04,"Relatif Tertinggal"
kabupaten,13,1312,12,2025,0.6961,"Non Basis",-3368691492.89,"Relatif Tertinggal"
kabupaten,13,1312,13,2025,0.1226,"Non Basis",-85227028.96,"Relatif Tertinggal"
kabupaten,13,1312,14,2025,0.5842,"Non Basis",-4419005962.23,"Relatif Tertinggal"
kabupaten,13,1312,15,2025,0.5668,"Non Basis",-4156022345.64,"Relatif Tertinggal"
kabupaten,13,1312,16,2025,0.7864,"Non Basis",-3180769607.18,"Relatif Tertinggal"
kabupaten,13,1312,17,2025,0.328,"Non Basis",-1430280458.59,"Relatif Tertinggal"
kabupaten,13,1371,1,2022,0.2113,"Non Basis",-25659727593.85,"Relatif Tertinggal"
kabupaten,13,1371,2,2022,0.7507,"Non Basis",17837387476.37,"Potensial / Cepat Berkembang"
kabupaten,13,1371,3,2022,1.3067,Basis,-75482195133.98,"Maju tapi Tertekan"
kabupaten,13,1371,4,2022,0.9491,"Non Basis",120954553.23,"Potensial / Cepat Berkembang"
kabupaten,13,1371,5,2022,1.6215,Basis,-1626697454.38,"Maju tapi Tertekan"
kabupaten,13,1371,6,2022,1.0583,Basis,100632938246.59,"Maju dan Tumbuh Cepat"
kabupaten,13,1371,7,2022,1.0695,Basis,115222924222.29,"Maju dan Tumbuh Cepat"
kabupaten,13,1371,8,2022,1.5334,Basis,-170735725069.33,"Maju tapi Tertekan"
kabupaten,13,1371,9,2022,0.9198,"Non Basis",-605897465.04,"Relatif Tertinggal"
kabupaten,13,1371,10,2022,1.3023,Basis,5261179202.34,"Maju dan Tumbuh Cepat"
kabupaten,13,1371,11,2022,1.6338,Basis,-25747930679.46,"Maju tapi Tertekan"
kabupaten,13,1371,12,2022,1.5084,Basis,-626924595.23,"Maju tapi Tertekan"
kabupaten,13,1371,13,2022,3.2603,Basis,-5938454311.18,"Maju tapi Tertekan"
kabupaten,13,1371,14,2022,1.0054,Basis,-46919601491.8,"Maju tapi Tertekan"
kabupaten,13,1371,15,2022,1.1958,Basis,-57080967579.96,"Maju tapi Tertekan"
kabupaten,13,1371,16,2022,1.1492,Basis,-319872083.12,"Maju tapi Tertekan"
kabupaten,13,1371,17,2022,1.3305,Basis,2043222081.48,"Maju dan Tumbuh Cepat"
kabupaten,13,1371,1,2023,0.2123,"Non Basis",8491686203.29,"Potensial / Cepat Berkembang"
kabupaten,13,1371,2,2023,0.7497,"Non Basis",-2951208519.7,"Relatif Tertinggal"
kabupaten,13,1371,3,2023,1.278,Basis,-134097788885.23,"Maju tapi Tertekan"
kabupaten,13,1371,4,2023,0.954,"Non Basis",196247721.12,"Potensial / Cepat Berkembang"
kabupaten,13,1371,5,2023,1.6365,Basis,661951549.97,"Maju dan Tumbuh Cepat"
kabupaten,13,1371,6,2023,1.0675,Basis,37451632665.23,"Maju dan Tumbuh Cepat"
kabupaten,13,1371,7,2023,1.0741,Basis,30856842323.17,"Maju dan Tumbuh Cepat"
kabupaten,13,1371,8,2023,1.522,Basis,-65598182034.11,"Maju tapi Tertekan"
kabupaten,13,1371,9,2023,0.9277,"Non Basis",4012585136.51,"Potensial / Cepat Berkembang"
kabupaten,13,1371,10,2023,1.3022,Basis,-4981422672.18,"Maju tapi Tertekan"
kabupaten,13,1371,11,2023,1.5995,Basis,-51804628341.1,"Maju tapi Tertekan"
kabupaten,13,1371,12,2023,1.5123,Basis,2691122309.72,"Maju dan Tumbuh Cepat"
kabupaten,13,1371,13,2023,3.2504,Basis,-2771952878.8,"Maju tapi Tertekan"
kabupaten,13,1371,14,2023,1.009,Basis,7382257884.83,"Maju dan Tumbuh Cepat"
kabupaten,13,1371,15,2023,1.1954,Basis,-2839653938.5,"Maju tapi Tertekan"
kabupaten,13,1371,16,2023,1.1487,Basis,-1253100922.76,"Maju tapi Tertekan"
kabupaten,13,1371,17,2023,1.3254,Basis,-5727336785.61,"Maju tapi Tertekan"
kabupaten,13,1371,1,2024,0.213,"Non Basis",14611267551.38,"Potensial / Cepat Berkembang"
kabupaten,13,1371,2,2024,0.7501,"Non Basis",4692820938.91,"Potensial / Cepat Berkembang"
kabupaten,13,1371,3,2024,1.2643,Basis,-47405490740.45,"Maju tapi Tertekan"
kabupaten,13,1371,4,2024,0.9537,"Non Basis",118829894.45,"Potensial / Cepat Berkembang"
kabupaten,13,1371,5,2024,1.6257,Basis,-319883320.07,"Maju tapi Tertekan"
kabupaten,13,1371,6,2024,1.0628,Basis,-8561267333.24,"Maju tapi Tertekan"
kabupaten,13,1371,7,2024,1.0714,Basis,2307322641.66,"Maju dan Tumbuh Cepat"
kabupaten,13,1371,8,2024,1.5175,Basis,-1861430997.99,"Maju tapi Tertekan"
kabupaten,13,1371,9,2024,0.9139,"Non Basis",-6744070044.02,"Relatif Tertinggal"
kabupaten,13,1371,10,2024,1.2972,Basis,-6777285506.23,"Maju tapi Tertekan"
kabupaten,13,1371,11,2024,1.5882,Basis,-10877716493.66,"Maju tapi Tertekan"
kabupaten,13,1371,12,2024,1.5113,Basis,3260758645.25,"Maju dan Tumbuh Cepat"
kabupaten,13,1371,13,2024,3.2577,Basis,3748942306.57,"Maju dan Tumbuh Cepat"
kabupaten,13,1371,14,2024,0.9853,"Non Basis",-60699246861.72,"Relatif Tertinggal"
kabupaten,13,1371,15,2024,1.1922,Basis,66517832.7,"Maju dan Tumbuh Cepat"
kabupaten,13,1371,16,2024,1.142,Basis,-3152485681.2,"Maju tapi Tertekan"
kabupaten,13,1371,17,2024,1.3254,Basis,3628821541.92,"Maju dan Tumbuh Cepat"
kabupaten,13,1371,1,2025,0.2102,"Non Basis",-23926348228.09,"Relatif Tertinggal"
kabupaten,13,1371,2,2025,0.7571,"Non Basis",19699701842.38,"Potensial / Cepat Berkembang"
kabupaten,13,1371,3,2025,1.2562,Basis,-17272580775.5,"Maju tapi Tertekan"
kabupaten,13,1371,4,2025,0.9532,"Non Basis",155334823.7,"Potensial / Cepat Berkembang"
kabupaten,13,1371,5,2025,1.6097,Basis,-511347022.59,"Maju tapi Tertekan"
kabupaten,13,1371,6,2025,1.0581,Basis,-3883661750.43,"Maju tapi Tertekan"
kabupaten,13,1371,7,2025,1.0724,Basis,43810810453.39,"Maju dan Tumbuh Cepat"
kabupaten,13,1371,8,2025,1.5272,Basis,84131473723.3,"Maju dan Tumbuh Cepat"
kabupaten,13,1371,9,2025,0.9034,"Non Basis",-4414449071.73,"Relatif Tertinggal"
kabupaten,13,1371,10,2025,1.3014,Basis,43909674304.87,"Maju dan Tumbuh Cepat"
kabupaten,13,1371,11,2025,1.5861,Basis,6198962961.97,"Maju dan Tumbuh Cepat"
kabupaten,13,1371,12,2025,1.5191,Basis,15108048419.85,"Maju dan Tumbuh Cepat"
kabupaten,13,1371,13,2025,3.2738,Basis,6829231319.27,"Maju dan Tumbuh Cepat"
kabupaten,13,1371,14,2025,0.9933,"Non Basis",34372312226.45,"Potensial / Cepat Berkembang"
kabupaten,13,1371,15,2025,1.1927,Basis,10673701299.26,"Maju dan Tumbuh Cepat"
kabupaten,13,1371,16,2025,1.1214,Basis,-15608725496.55,"Maju tapi Tertekan"
kabupaten,13,1371,17,2025,1.3398,Basis,20919174205.25,"Maju dan Tumbuh Cepat"
kabupaten,13,1372,1,2022,0.2307,"Non Basis",-69842730.85,"Relatif Tertinggal"
kabupaten,13,1372,2,2022,0.1477,"Non Basis",436160560.79,"Potensial / Cepat Berkembang"
kabupaten,13,1372,3,2022,0.5089,"Non Basis",413197763.82,"Potensial / Cepat Berkembang"
kabupaten,13,1372,4,2022,0.5026,"Non Basis",2402349.32,"Potensial / Cepat Berkembang"
kabupaten,13,1372,5,2022,1.8882,Basis,92451002.48,"Maju dan Tumbuh Cepat"
kabupaten,13,1372,6,2022,1.3228,Basis,3143662976.6,"Maju dan Tumbuh Cepat"
kabupaten,13,1372,7,2022,1.5394,Basis,795260989.34,"Maju dan Tumbuh Cepat"
kabupaten,13,1372,8,2022,1.4906,Basis,-9912151097.25,"Maju tapi Tertekan"
kabupaten,13,1372,9,2022,1.9107,Basis,-1004959114.44,"Maju tapi Tertekan"
kabupaten,13,1372,10,2022,1.0712,Basis,-2701345223.76,"Maju tapi Tertekan"
kabupaten,13,1372,11,2022,1.4386,Basis,1058888350.8,"Maju dan Tumbuh Cepat"
kabupaten,13,1372,12,2022,1.2659,Basis,-297599489.41,"Maju tapi Tertekan"
kabupaten,13,1372,13,2022,0.0364,"Non Basis",-3710941.69,"Relatif Tertinggal"
kabupaten,13,1372,14,2022,1.4063,Basis,-4377361716.18,"Maju tapi Tertekan"
kabupaten,13,1372,15,2022,1.3094,Basis,2854543135.12,"Maju dan Tumbuh Cepat"
kabupaten,13,1372,16,2022,1.0137,Basis,-25993310.9,"Maju tapi Tertekan"
kabupaten,13,1372,17,2022,1.5664,Basis,-1121915274.34,"Maju tapi Tertekan"
kabupaten,13,1372,1,2023,0.2265,"Non Basis",-2655829220.85,"Relatif Tertinggal"
kabupaten,13,1372,2,2023,0.1462,"Non Basis",-153440840.66,"Relatif Tertinggal"
kabupaten,13,1372,3,2023,0.5089,"Non Basis",273706093.36,"Potensial / Cepat Berkembang"
kabupaten,13,1372,4,2023,0.5005,"Non Basis",-3563339.04,"Relatif Tertinggal"
kabupaten,13,1372,5,2023,1.8855,Basis,2014957.73,"Maju dan Tumbuh Cepat"
kabupaten,13,1372,6,2023,1.323,Basis,758641780.92,"Maju dan Tumbuh Cepat"
kabupaten,13,1372,7,2023,1.5379,Basis,693535067.53,"Maju dan Tumbuh Cepat"
kabupaten,13,1372,8,2023,1.4848,Basis,-1080496240.73,"Maju tapi Tertekan"
kabupaten,13,1372,9,2023,1.9139,Basis,244375567.45,"Maju dan Tumbuh Cepat"
kabupaten,13,1372,10,2023,1.0686,Basis,-197740724.09,"Maju tapi Tertekan"
kabupaten,13,1372,11,2023,1.4574,Basis,2026565198.76,"Maju dan Tumbuh Cepat"
kabupaten,13,1372,12,2023,1.2602,Basis,-227734351.38,"Maju tapi Tertekan"
kabupaten,13,1372,13,2023,0.0361,"Non Basis",-3733304.99,"Relatif Tertinggal"
kabupaten,13,1372,14,2023,1.3848,Basis,-3246035513.98,"Maju tapi Tertekan"
kabupaten,13,1372,15,2023,1.3057,Basis,-183370510.93,"Maju tapi Tertekan"
kabupaten,13,1372,16,2023,1.0115,Basis,-21676568.91,"Maju tapi Tertekan"
kabupaten,13,1372,17,2023,1.5593,Basis,-256358936.88,"Maju tapi Tertekan"
kabupaten,13,1372,1,2024,0.2245,"Non Basis",-1132448336.25,"Relatif Tertinggal"
kabupaten,13,1372,2,2024,0.1456,"Non Basis",-39658910.56,"Relatif Tertinggal"
kabupaten,13,1372,3,2024,0.5091,"Non Basis",309898236.16,"Potensial / Cepat Berkembang"
kabupaten,13,1372,4,2024,0.4997,"Non Basis",84867.13,"Potensial / Cepat Berkembang"
kabupaten,13,1372,5,2024,1.8645,Basis,-58554760.01,"Maju tapi Tertekan"
kabupaten,13,1372,6,2024,1.3134,Basis,-2267788113.8,"Maju tapi Tertekan"
kabupaten,13,1372,7,2024,1.5356,Basis,176636529.89,"Maju dan Tumbuh Cepat"
kabupaten,13,1372,8,2024,1.4637,Basis,-6646166684.88,"Maju tapi Tertekan"
kabupaten,13,1372,9,2024,1.9291,Basis,722910982.31,"Maju dan Tumbuh Cepat"
kabupaten,13,1372,10,2024,1.0614,Basis,-1643906849.25,"Maju tapi Tertekan"
kabupaten,13,1372,11,2024,1.4704,Basis,1568623831.07,"Maju dan Tumbuh Cepat"
kabupaten,13,1372,12,2024,1.2535,Basis,-316025605.88,"Maju tapi Tertekan"
kabupaten,13,1372,13,2024,0.0364,"Non Basis",5450748.22,"Potensial / Cepat Berkembang"
kabupaten,13,1372,14,2024,1.3434,Basis,-7380213453.3,"Maju tapi Tertekan"
kabupaten,13,1372,15,2024,1.2993,Basis,-569606750.26,"Maju tapi Tertekan"
kabupaten,13,1372,16,2024,1.0016,Basis,-464579338.6,"Maju tapi Tertekan"
kabupaten,13,1372,17,2024,1.5539,Basis,-179901076.82,"Maju tapi Tertekan"
kabupaten,13,1372,1,2025,0.2195,"Non Basis",-3357676756.52,"Relatif Tertinggal"
kabupaten,13,1372,2,2025,0.1465,"Non Basis",160353015.07,"Potensial / Cepat Berkembang"
kabupaten,13,1372,3,2025,0.5127,"Non Basis",1524173082.21,"Potensial / Cepat Berkembang"
kabupaten,13,1372,4,2025,0.4943,"Non Basis",-14169291.74,"Relatif Tertinggal"
kabupaten,13,1372,5,2025,1.8471,Basis,-43286447.64,"Maju tapi Tertekan"
kabupaten,13,1372,6,2025,1.3348,Basis,7481678487.22,"Maju dan Tumbuh Cepat"
kabupaten,13,1372,7,2025,1.5385,Basis,3754359673.89,"Maju dan Tumbuh Cepat"
kabupaten,13,1372,8,2025,1.4811,Basis,7469912618.85,"Maju dan Tumbuh Cepat"
kabupaten,13,1372,9,2025,1.9657,Basis,1656583894.45,"Maju dan Tumbuh Cepat"
kabupaten,13,1372,10,2025,1.0598,Basis,281412664.06,"Maju dan Tumbuh Cepat"
kabupaten,13,1372,11,2025,1.482,Basis,1625072304.21,"Maju dan Tumbuh Cepat"
kabupaten,13,1372,12,2025,1.2456,Basis,-369267192.46,"Maju tapi Tertekan"
kabupaten,13,1372,13,2025,0.0358,"Non Basis",-8709331.43,"Relatif Tertinggal"
kabupaten,13,1372,14,2025,1.3415,Basis,240525674,"Maju dan Tumbuh Cepat"
kabupaten,13,1372,15,2025,1.2875,Basis,-1270236349.55,"Maju tapi Tertekan"
kabupaten,13,1372,16,2025,0.9883,"Non Basis",-687188345.65,"Relatif Tertinggal"
kabupaten,13,1372,17,2025,1.546,Basis,-307299365.13,"Maju tapi Tertekan"
kabupaten,13,1373,1,2022,0.381,"Non Basis",3297575593.03,"Potensial / Cepat Berkembang"
kabupaten,13,1373,2,2022,1.2606,Basis,-7344512951.6,"Maju tapi Tertekan"
kabupaten,13,1373,3,2022,1.1998,Basis,2586793624.39,"Maju dan Tumbuh Cepat"
kabupaten,13,1373,4,2022,20.002,Basis,-698620060.44,"Maju tapi Tertekan"
kabupaten,13,1373,5,2022,3.6241,Basis,-505298490.65,"Maju tapi Tertekan"
kabupaten,13,1373,6,2022,1.1398,Basis,2001026490.97,"Maju dan Tumbuh Cepat"
kabupaten,13,1373,7,2022,0.9781,"Non Basis",-2391661643.69,"Relatif Tertinggal"
kabupaten,13,1373,8,2022,0.8238,"Non Basis",-5374219036.23,"Relatif Tertinggal"
kabupaten,13,1373,9,2022,1.701,Basis,-2085134192.15,"Maju tapi Tertekan"
kabupaten,13,1373,10,2022,1.1591,Basis,-3502435759.31,"Maju tapi Tertekan"
kabupaten,13,1373,11,2022,1.1346,Basis,963869904.35,"Maju dan Tumbuh Cepat"
kabupaten,13,1373,12,2022,0.8903,"Non Basis",77533792.25,"Potensial / Cepat Berkembang"
kabupaten,13,1373,13,2022,0.2982,"Non Basis",-88221840.44,"Relatif Tertinggal"
kabupaten,13,1373,14,2022,2.1136,Basis,3856555767.27,"Maju dan Tumbuh Cepat"
kabupaten,13,1373,15,2022,0.7364,"Non Basis",-1001857980.97,"Relatif Tertinggal"
kabupaten,13,1373,16,2022,0.7691,"Non Basis",-20064726.5,"Relatif Tertinggal"
kabupaten,13,1373,17,2022,2.6123,Basis,-3300737412.12,"Maju tapi Tertekan"
kabupaten,13,1373,1,2023,0.3777,"Non Basis",-2660045281.46,"Relatif Tertinggal"
kabupaten,13,1373,2,2023,1.196,Basis,-7889460052.74,"Maju tapi Tertekan"
kabupaten,13,1373,3,2023,1.2248,Basis,6486989130.88,"Maju dan Tumbuh Cepat"
kabupaten,13,1373,4,2023,19.99,Basis,-132469476.82,"Maju tapi Tertekan"
kabupaten,13,1373,5,2023,3.6809,Basis,154778343.81,"Maju dan Tumbuh Cepat"
kabupaten,13,1373,6,2023,1.1413,Basis,-65819132.53,"Maju tapi Tertekan"
kabupaten,13,1373,7,2023,0.9821,"Non Basis",1223619697.39,"Potensial / Cepat Berkembang"
kabupaten,13,1373,8,2023,0.8238,"Non Basis",-419062441.54,"Relatif Tertinggal"
kabupaten,13,1373,9,2023,1.6753,Basis,-1001263833.61,"Maju tapi Tertekan"
kabupaten,13,1373,10,2023,1.1615,Basis,161577915.77,"Maju dan Tumbuh Cepat"
kabupaten,13,1373,11,2023,1.1458,Basis,850574153.95,"Maju dan Tumbuh Cepat"
kabupaten,13,1373,12,2023,0.8913,"Non Basis",-25516072.88,"Relatif Tertinggal"
kabupaten,13,1373,13,2023,0.294,"Non Basis",-64358961.53,"Relatif Tertinggal"
kabupaten,13,1373,14,2023,2.0889,Basis,-4571888512.4,"Maju tapi Tertekan"
kabupaten,13,1373,15,2023,0.7383,"Non Basis",92645083,"Potensial / Cepat Berkembang"
kabupaten,13,1373,16,2023,0.7693,"Non Basis",-53956590.42,"Relatif Tertinggal"
kabupaten,13,1373,17,2023,2.6023,Basis,-816744427.74,"Maju tapi Tertekan"
kabupaten,13,1373,1,2024,0.377,"Non Basis",-1341771530.56,"Relatif Tertinggal"
kabupaten,13,1373,2,2024,1.0834,Basis,-14309607755.29,"Maju tapi Tertekan"
