tingkat_wilayah,provinsi_id,kabupaten_id,sektor_id,tahun,nilai_lq,kategori_lq,shift_share_net,klasifikasi_sektor
kabupaten,19,1902,14,2022,1.0918,Basis,-294006502.2,"Maju tapi Tertekan"
kabupaten,19,1902,15,2022,0.7427,"Non Basis",-141161560.35,"Relatif Tertinggal"
kabupaten,19,1902,16,2022,1.5171,Basis,971214109.93,"Maju dan Tumbuh Cepat"
kabupaten,19,1902,17,2022,1.0038,Basis,2084283782.12,"Maju dan Tumbuh Cepat"
kabupaten,19,1902,1,2023,1.3672,Basis,-18065369006.81,"Maju tapi Tertekan"
kabupaten,19,1902,2,2023,0.6327,"Non Basis",5832203068.3,"Potensial / Cepat Berkembang"
kabupaten,19,1902,3,2023,0.5525,"Non Basis",24953814470.81,"Potensial / Cepat Berkembang"
kabupaten,19,1902,4,2023,1.3832,Basis,17985074.63,"Maju dan Tumbuh Cepat"
kabupaten,19,1902,5,2023,1.7238,Basis,3581526.86,"Maju dan Tumbuh Cepat"
kabupaten,19,1902,6,2023,1.3845,Basis,2039368332.86,"Maju dan Tumbuh Cepat"
kabupaten,19,1902,7,2023,0.7547,"Non Basis",-4611935623.71,"Relatif Tertinggal"
kabupaten,19,1902,8,2023,1.6714,Basis,4855023702.93,"Maju dan Tumbuh Cepat"
kabupaten,19,1902,9,2023,1.3511,Basis,804506808.71,"Maju dan Tumbuh Cepat"
kabupaten,19,1902,10,2023,1.5911,Basis,509387593.17,"Maju dan Tumbuh Cepat"
kabupaten,19,1902,11,2023,1.3028,Basis,2242034664.07,"Maju dan Tumbuh Cepat"
kabupaten,19,1902,12,2023,0.9299,"Non Basis",257157464.82,"Potensial / Cepat Berkembang"
kabupaten,19,1902,13,2023,1.3061,Basis,28847092.61,"Maju dan Tumbuh Cepat"
kabupaten,19,1902,14,2023,1.08,Basis,915764820.7,"Maju dan Tumbuh Cepat"
kabupaten,19,1902,15,2023,0.7351,"Non Basis",390737054.83,"Potensial / Cepat Berkembang"
kabupaten,19,1902,16,2023,1.5027,Basis,560863566.68,"Maju dan Tumbuh Cepat"
kabupaten,19,1902,17,2023,0.9945,"Non Basis",213707772.97,"Potensial / Cepat Berkembang"
kabupaten,19,1902,1,2024,1.3613,Basis,12554673999.37,"Maju dan Tumbuh Cepat"
kabupaten,19,1902,2,2024,0.6411,"Non Basis",11701089690.66,"Potensial / Cepat Berkembang"
kabupaten,19,1902,3,2024,0.5553,"Non Basis",13163453140.95,"Potensial / Cepat Berkembang"
kabupaten,19,1902,4,2024,1.3707,Basis,17303296.34,"Maju dan Tumbuh Cepat"
kabupaten,19,1902,5,2024,1.7072,Basis,2142857.14,"Maju dan Tumbuh Cepat"
kabupaten,19,1902,6,2024,1.3486,Basis,-14002216894.9,"Maju tapi Tertekan"
kabupaten,19,1902,7,2024,0.7442,"Non Basis",-2670332708.04,"Relatif Tertinggal"
kabupaten,19,1902,8,2024,1.6025,Basis,-16392966128.93,"Maju tapi Tertekan"
kabupaten,19,1902,9,2024,1.3456,Basis,1961006732.91,"Maju dan Tumbuh Cepat"
kabupaten,19,1902,10,2024,1.5773,Basis,817262235.52,"Maju dan Tumbuh Cepat"
kabupaten,19,1902,11,2024,1.2829,Basis,-917239398.58,"Maju tapi Tertekan"
kabupaten,19,1902,12,2024,0.9287,"Non Basis",2351215398.17,"Potensial / Cepat Berkembang"
kabupaten,19,1902,13,2024,1.3224,Basis,613356634.13,"Maju dan Tumbuh Cepat"
kabupaten,19,1902,14,2024,1.0597,Basis,-4035200286.1,"Maju tapi Tertekan"
kabupaten,19,1902,15,2024,0.7282,"Non Basis",184328408.58,"Potensial / Cepat Berkembang"
kabupaten,19,1902,16,2024,1.4852,Basis,-178434568.73,"Maju tapi Tertekan"
kabupaten,19,1902,17,2024,0.9848,"Non Basis",55839649.97,"Potensial / Cepat Berkembang"
kabupaten,19,1902,1,2025,1.3686,Basis,10241125187.47,"Maju dan Tumbuh Cepat"
kabupaten,19,1902,2,2025,0.6752,"Non Basis",27854616994.5,"Potensial / Cepat Berkembang"
kabupaten,19,1902,3,2025,0.5431,"Non Basis",-19737397138.35,"Relatif Tertinggal"
kabupaten,19,1902,4,2025,1.3443,Basis,-224582873.36,"Maju tapi Tertekan"
kabupaten,19,1902,5,2025,1.7178,Basis,14235294.12,"Maju dan Tumbuh Cepat"
kabupaten,19,1902,6,2025,1.3552,Basis,3946991146.23,"Maju dan Tumbuh Cepat"
kabupaten,19,1902,7,2025,0.7483,"Non Basis",4262044841.7,"Potensial / Cepat Berkembang"
kabupaten,19,1902,8,2025,1.5657,Basis,-12623461550.53,"Maju tapi Tertekan"
kabupaten,19,1902,9,2025,1.3323,Basis,-3363466459.87,"Maju tapi Tertekan"
kabupaten,19,1902,10,2025,1.5846,Basis,1975024231.14,"Maju dan Tumbuh Cepat"
kabupaten,19,1902,11,2025,1.2978,Basis,2147530102.09,"Maju dan Tumbuh Cepat"
kabupaten,19,1902,12,2025,0.9289,"Non Basis",-24739717,"Relatif Tertinggal"
kabupaten,19,1902,13,2025,1.3206,Basis,-50636066.38,"Maju tapi Tertekan"
kabupaten,19,1902,14,2025,1.0603,Basis,115141735.13,"Maju dan Tumbuh Cepat"
kabupaten,19,1902,15,2025,0.7255,"Non Basis",-714271406.71,"Relatif Tertinggal"
kabupaten,19,1902,16,2025,1.4859,Basis,12149904.85,"Maju dan Tumbuh Cepat"
kabupaten,19,1902,17,2025,0.9906,"Non Basis",388110562.31,"Potensial / Cepat Berkembang"
kabupaten,19,1903,1,2022,2.1163,Basis,44373466632.99,"Maju dan Tumbuh Cepat"
kabupaten,19,1903,2,2022,1.8092,Basis,-14445467206.56,"Maju tapi Tertekan"
kabupaten,19,1903,3,2022,0.2264,"Non Basis",7071872810.33,"Potensial / Cepat Berkembang"
kabupaten,19,1903,4,2022,0.6547,"Non Basis",127203014.91,"Potensial / Cepat Berkembang"
kabupaten,19,1903,5,2022,0.9011,"Non Basis",-1401960.78,"Relatif Tertinggal"
kabupaten,19,1903,6,2022,0.9024,"Non Basis",693287644.1,"Potensial / Cepat Berkembang"
kabupaten,19,1903,7,2022,0.7252,"Non Basis",-52671813.3,"Relatif Tertinggal"
kabupaten,19,1903,8,2022,0.2051,"Non Basis",-5000043838.88,"Relatif Tertinggal"
kabupaten,19,1903,9,2022,0.8397,"Non Basis",430178175.14,"Potensial / Cepat Berkembang"
kabupaten,19,1903,10,2022,0.2967,"Non Basis",50674806.42,"Potensial / Cepat Berkembang"
kabupaten,19,1903,11,2022,0.2956,"Non Basis",397000760.71,"Potensial / Cepat Berkembang"
kabupaten,19,1903,12,2022,0.9402,"Non Basis",-61731244.85,"Relatif Tertinggal"
kabupaten,19,1903,13,2022,0.517,"Non Basis",-87107569.72,"Relatif Tertinggal"
kabupaten,19,1903,14,2022,0.9847,"Non Basis",5698167144.77,"Potensial / Cepat Berkembang"
kabupaten,19,1903,15,2022,0.9709,"Non Basis",184902995.34,"Potensial / Cepat Berkembang"
kabupaten,19,1903,16,2022,0.5083,"Non Basis",-30528749.35,"Relatif Tertinggal"
kabupaten,19,1903,17,2022,0.4872,"Non Basis",-29686462.56,"Relatif Tertinggal"
kabupaten,19,1903,1,2023,2.1364,Basis,6873577045.3,"Maju dan Tumbuh Cepat"
kabupaten,19,1903,2,2023,1.8561,Basis,24472141005.25,"Maju dan Tumbuh Cepat"
kabupaten,19,1903,3,2023,0.2341,"Non Basis",8787786822.61,"Potensial / Cepat Berkembang"
kabupaten,19,1903,4,2023,0.6647,"Non Basis",36689280.87,"Potensial / Cepat Berkembang"
kabupaten,19,1903,5,2023,0.9048,"Non Basis",-3025447.69,"Relatif Tertinggal"
kabupaten,19,1903,6,2023,0.8836,"Non Basis",-14689081226.43,"Relatif Tertinggal"
kabupaten,19,1903,7,2023,0.7244,"Non Basis",-5630177715.68,"Relatif Tertinggal"
kabupaten,19,1903,8,2023,0.2052,"Non Basis",-375959067.36,"Relatif Tertinggal"
kabupaten,19,1903,9,2023,0.8403,"Non Basis",-982697490.99,"Relatif Tertinggal"
kabupaten,19,1903,10,2023,0.2863,"Non Basis",-2720672929.35,"Relatif Tertinggal"
kabupaten,19,1903,11,2023,0.2955,"Non Basis",-277752872.44,"Relatif Tertinggal"
kabupaten,19,1903,12,2023,0.9426,"Non Basis",-952549832.04,"Relatif Tertinggal"
kabupaten,19,1903,13,2023,0.4925,"Non Basis",-474001435.75,"Relatif Tertinggal"
kabupaten,19,1903,14,2023,0.9681,"Non Basis",-8564535665.35,"Relatif Tertinggal"
kabupaten,19,1903,15,2023,0.9654,"Non Basis",-2177815134.19,"Relatif Tertinggal"
kabupaten,19,1903,16,2023,0.5103,"Non Basis",-155079202.86,"Relatif Tertinggal"
kabupaten,19,1903,17,2023,0.4783,"Non Basis",-663184864.37,"Relatif Tertinggal"
kabupaten,19,1903,1,2024,2.1237,Basis,-13027960969.27,"Maju tapi Tertekan"
kabupaten,19,1903,2,2024,1.8639,Basis,6917656838.06,"Maju dan Tumbuh Cepat"
kabupaten,19,1903,3,2024,0.2171,"Non Basis",-22839525055.39,"Relatif Tertinggal"
kabupaten,19,1903,4,2024,0.659,"Non Basis",-34588371.71,"Relatif Tertinggal"
kabupaten,19,1903,5,2024,0.9027,"Non Basis",-1231203.01,"Relatif Tertinggal"
kabupaten,19,1903,6,2024,0.8851,"Non Basis",1481904403.78,"Potensial / Cepat Berkembang"
kabupaten,19,1903,7,2024,0.7274,"Non Basis",3721462200.64,"Potensial / Cepat Berkembang"
kabupaten,19,1903,8,2024,0.2094,"Non Basis",1256335240.05,"Potensial / Cepat Berkembang"
kabupaten,19,1903,9,2024,0.8377,"Non Basis",-313957971.74,"Relatif Tertinggal"
kabupaten,19,1903,10,2024,0.2792,"Non Basis",-1617424663.39,"Relatif Tertinggal"
kabupaten,19,1903,11,2024,0.2947,"Non Basis",-69768354.29,"Relatif Tertinggal"
kabupaten,19,1903,12,2024,0.941,"Non Basis",-109241459.67,"Relatif Tertinggal"
kabupaten,19,1903,13,2024,0.4868,"Non Basis",-91979688.74,"Relatif Tertinggal"
kabupaten,19,1903,14,2024,0.9707,"Non Basis",1489813852.28,"Potensial / Cepat Berkembang"
kabupaten,19,1903,15,2024,0.9449,"Non Basis",-3810984513.27,"Relatif Tertinggal"
kabupaten,19,1903,16,2024,0.5063,"Non Basis",-341462686.57,"Relatif Tertinggal"
kabupaten,19,1903,17,2024,0.4771,"Non Basis",-34700396.46,"Relatif Tertinggal"
kabupaten,19,1903,1,2025,2.158,Basis,38449115793.36,"Maju dan Tumbuh Cepat"
kabupaten,19,1903,2,2025,1.7873,Basis,-59284711684.81,"Maju tapi Tertekan"
kabupaten,19,1903,3,2025,0.2163,"Non Basis",-1826536138.81,"Relatif Tertinggal"
kabupaten,19,1903,4,2025,0.6573,"Non Basis",-24863586.19,"Relatif Tertinggal"
kabupaten,19,1903,5,2025,0.9001,"Non Basis",-6117647.06,"Relatif Tertinggal"
kabupaten,19,1903,6,2025,0.8899,"Non Basis",1458074804.57,"Potensial / Cepat Berkembang"
kabupaten,19,1903,7,2025,0.7382,"Non Basis",8988687026.16,"Potensial / Cepat Berkembang"
kabupaten,19,1903,8,2025,0.2257,"Non Basis",4716039155.68,"Potensial / Cepat Berkembang"
kabupaten,19,1903,9,2025,0.841,"Non Basis",249850914.02,"Potensial / Cepat Berkembang"
kabupaten,19,1903,10,2025,0.2799,"Non Basis",-8181228.51,"Relatif Tertinggal"
kabupaten,19,1903,11,2025,0.2914,"Non Basis",-533801088.76,"Relatif Tertinggal"
kabupaten,19,1903,12,2025,0.9432,"Non Basis",-63139590.74,"Relatif Tertinggal"
kabupaten,19,1903,13,2025,0.4936,"Non Basis",107074464.8,"Potensial / Cepat Berkembang"
kabupaten,19,1903,14,2025,0.9741,"Non Basis",366651441.3,"Potensial / Cepat Berkembang"
kabupaten,19,1903,15,2025,0.9428,"Non Basis",-951185124.97,"Relatif Tertinggal"
kabupaten,19,1903,16,2025,0.5152,"Non Basis",815493504.64,"Potensial / Cepat Berkembang"
kabupaten,19,1903,17,2025,0.5008,"Non Basis",1431544452.89,"Potensial / Cepat Berkembang"
kabupaten,19,1905,1,2022,0.7056,"Non Basis",42113241982.33,"Potensial / Cepat Berkembang"
kabupaten,19,1905,2,2022,0.996,"Non Basis",15124887763.77,"Potensial / Cepat Berkembang"
kabupaten,19,1905,3,2022,2.0648,Basis,-293405699549.94,"Maju tapi Tertekan"
kabupaten,19,1905,4,2022,0.533,"Non Basis",-18189415.04,"Relatif Tertinggal"
kabupaten,19,1905,5,2022,0.398,"Non Basis",254901.96,"Potensial / Cepat Berkembang"
kabupaten,19,1905,6,2022,0.7082,"Non Basis",17999795123.31,"Potensial / Cepat Berkembang"
kabupaten,19,1905,7,2022,0.8754,"Non Basis",-19578445883.34,"Relatif Tertinggal"
kabupaten,19,1905,8,2022,0.231,"Non Basis",-8227778528.52,"Relatif Tertinggal"
kabupaten,19,1905,9,2022,0.4504,"Non Basis",-527116333.31,"Relatif Tertinggal"
kabupaten,19,1905,10,2022,0.1751,"Non Basis",-699215695.01,"Relatif Tertinggal"
kabupaten,19,1905,11,2022,0.2411,"Non Basis",1263563395.63,"Potensial / Cepat Berkembang"
kabupaten,19,1905,12,2022,0.6377,"Non Basis",6706733811.38,"Potensial / Cepat Berkembang"
kabupaten,19,1905,13,2022,0.5449,"Non Basis",-345290836.65,"Relatif Tertinggal"
kabupaten,19,1905,14,2022,0.7363,"Non Basis",1857593803.79,"Potensial / Cepat Berkembang"
kabupaten,19,1905,15,2022,0.6403,"Non Basis",26994602.53,"Potensial / Cepat Berkembang"
kabupaten,19,1905,16,2022,0.5767,"Non Basis",419200536.95,"Potensial / Cepat Berkembang"
kabupaten,19,1905,17,2022,0.3878,"Non Basis",-146956842.49,"Relatif Tertinggal"
kabupaten,19,1905,1,2023,0.7247,"Non Basis",12580361798.07,"Potensial / Cepat Berkembang"
kabupaten,19,1905,2,2023,0.9967,"Non Basis",-19977066457.12,"Relatif Tertinggal"
kabupaten,19,1905,3,2023,2.0683,Basis,-77576799311.48,"Maju tapi Tertekan"
kabupaten,19,1905,4,2023,0.5541,"Non Basis",122969810.04,"Potensial / Cepat Berkembang"
kabupaten,19,1905,5,2023,0.4041,"Non Basis",-2177191.33,"Relatif Tertinggal"
kabupaten,19,1905,6,2023,0.7099,"Non Basis",-10494882831.61,"Relatif Tertinggal"
kabupaten,19,1905,7,2023,0.9201,"Non Basis",44783723429.82,"Potensial / Cepat Berkembang"
kabupaten,19,1905,8,2023,0.234,"Non Basis",-545171637.39,"Relatif Tertinggal"
kabupaten,19,1905,9,2023,0.4701,"Non Basis",3553762044.09,"Potensial / Cepat Berkembang"
kabupaten,19,1905,10,2023,0.1768,"Non Basis",-526722459.36,"Relatif Tertinggal"
kabupaten,19,1905,11,2023,0.241,"Non Basis",-930481596.88,"Relatif Tertinggal"
kabupaten,19,1905,12,2023,0.6668,"Non Basis",6620153898.52,"Potensial / Cepat Berkembang"
kabupaten,19,1905,13,2023,0.5384,"Non Basis",-446027279.25,"Relatif Tertinggal"
kabupaten,19,1905,14,2023,0.7532,"Non Basis",2100720642.98,"Potensial / Cepat Berkembang"
kabupaten,19,1905,15,2023,0.6174,"Non Basis",-9892944482.12,"Relatif Tertinggal"
kabupaten,19,1905,16,2023,0.5664,"Non Basis",-3324691948.32,"Relatif Tertinggal"
kabupaten,19,1905,17,2023,0.3894,"Non Basis",-471805789.83,"Relatif Tertinggal"
kabupaten,19,1905,1,2024,0.6947,"Non Basis",5162092567.91,"Potensial / Cepat Berkembang"
kabupaten,19,1905,2,2024,0.9655,"Non Basis",15232713713.27,"Potensial / Cepat Berkembang"
kabupaten,19,1905,3,2024,2.3037,Basis,750424077645.33,"Maju dan Tumbuh Cepat"
kabupaten,19,1905,4,2024,0.5208,"Non Basis",-101633261.55,"Relatif Tertinggal"
kabupaten,19,1905,5,2024,0.3863,"Non Basis",328947.37,"Potensial / Cepat Berkembang"
kabupaten,19,1905,6,2024,0.6708,"Non Basis",-7343004601.36,"Relatif Tertinggal"
kabupaten,19,1905,7,2024,0.8493,"Non Basis",-48345193513.86,"Relatif Tertinggal"
kabupaten,19,1905,8,2024,0.2261,"Non Basis",1232757246.61,"Potensial / Cepat Berkembang"
kabupaten,19,1905,9,2024,0.4463,"Non Basis",-967798234.07,"Relatif Tertinggal"
kabupaten,19,1905,10,2024,0.1658,"Non Basis",-1266948065.83,"Relatif Tertinggal"
kabupaten,19,1905,11,2024,0.232,"Non Basis",383020967.78,"Potensial / Cepat Berkembang"
kabupaten,19,1905,12,2024,0.6338,"Non Basis",-1343735292.45,"Relatif Tertinggal"
kabupaten,19,1905,13,2024,0.5,"Non Basis",-437511210.76,"Relatif Tertinggal"
kabupaten,19,1905,14,2024,0.7046,"Non Basis",-10147743830.18,"Relatif Tertinggal"
kabupaten,19,1905,15,2024,0.5846,"Non Basis",-1780599220.04,"Relatif Tertinggal"
kabupaten,19,1905,16,2024,0.528,"Non Basis",-2257061099,"Relatif Tertinggal"
kabupaten,19,1905,17,2024,0.3711,"Non Basis",-100996076.5,"Relatif Tertinggal"
kabupaten,19,1905,1,2025,0.7037,"Non Basis",-16009743866.54,"Relatif Tertinggal"
kabupaten,19,1905,2,2025,1.0058,Basis,21251065985.64,"Maju dan Tumbuh Cepat"
kabupaten,19,1905,3,2025,2.2406,Basis,-272837170022.17,"Maju tapi Tertekan"
kabupaten,19,1905,4,2025,0.5341,"Non Basis",13977290.65,"Potensial / Cepat Berkembang"
kabupaten,19,1905,5,2025,0.4007,"Non Basis",11176470.59,"Potensial / Cepat Berkembang"
kabupaten,19,1905,6,2025,0.6864,"Non Basis",-93887486.4,"Relatif Tertinggal"
kabupaten,19,1905,7,2025,0.8674,"Non Basis",-2887169879.96,"Relatif Tertinggal"
kabupaten,19,1905,8,2025,0.2375,"Non Basis",3003684910.55,"Potensial / Cepat Berkembang"
kabupaten,19,1905,9,2025,0.4537,"Non Basis",-1067782816.62,"Relatif Tertinggal"
kabupaten,19,1905,10,2025,0.1646,"Non Basis",-2189078660.85,"Relatif Tertinggal"
kabupaten,19,1905,11,2025,0.2321,"Non Basis",-1166129294.85,"Relatif Tertinggal"
kabupaten,19,1905,12,2025,0.6533,"Non Basis",1949245570.45,"Potensial / Cepat Berkembang"
kabupaten,19,1905,13,2025,0.5098,"Non Basis",-57703744.83,"Relatif Tertinggal"
kabupaten,19,1905,14,2025,0.7132,"Non Basis",-5159502520.54,"Relatif Tertinggal"
kabupaten,19,1905,15,2025,0.5991,"Non Basis",313093169.39,"Potensial / Cepat Berkembang"
kabupaten,19,1905,16,2025,0.5547,"Non Basis",2531628185.81,"Potensial / Cepat Berkembang"
kabupaten,19,1905,17,2025,0.3762,"Non Basis",-371869680.85,"Relatif Tertinggal"
kabupaten,19,1901,1,2022,1.027,Basis,5240979800.76,"Maju dan Tumbuh Cepat"
kabupaten,19,1901,2,2022,1.2107,Basis,20131228506.14,"Maju dan Tumbuh Cepat"
kabupaten,19,1901,3,2022,1.1623,Basis,75834431695.68,"Maju dan Tumbuh Cepat"
kabupaten,19,1901,4,2022,1.9729,Basis,-159202031.79,"Maju tapi Tertekan"
kabupaten,19,1901,5,2022,1.0745,Basis,-6019607.84,"Maju tapi Tertekan"
kabupaten,19,1901,6,2022,0.9472,"Non Basis",11288129321.01,"Potensial / Cepat Berkembang"
kabupaten,19,1901,7,2022,0.8056,"Non Basis",171260090.35,"Potensial / Cepat Berkembang"
kabupaten,19,1901,8,2022,0.54,"Non Basis",-26000913859.79,"Relatif Tertinggal"
kabupaten,19,1901,9,2022,0.9342,"Non Basis",3362948759.63,"Potensial / Cepat Berkembang"
kabupaten,19,1901,10,2022,1.0747,Basis,-1198360320.92,"Maju tapi Tertekan"
kabupaten,19,1901,11,2022,1.3443,Basis,2667545796.58,"Maju dan Tumbuh Cepat"
kabupaten,19,1901,12,2022,0.9979,"Non Basis",-1605507007.42,"Relatif Tertinggal"
kabupaten,19,1901,13,2022,0.7923,"Non Basis",-76525896.41,"Relatif Tertinggal"
kabupaten,19,1901,14,2022,0.8384,"Non Basis",-65961751.77,"Relatif Tertinggal"
kabupaten,19,1901,15,2022,0.7308,"Non Basis",1897790817.89,"Potensial / Cepat Berkembang"
kabupaten,19,1901,16,2022,0.7597,"Non Basis",-4077112.39,"Relatif Tertinggal"
kabupaten,19,1901,17,2022,0.8812,"Non Basis",205284642.81,"Potensial / Cepat Berkembang"
kabupaten,19,1901,1,2023,1.0293,Basis,6015453010.75,"Maju dan Tumbuh Cepat"
kabupaten,19,1901,2,2023,1.2083,Basis,-2336151243.19,"Maju tapi Tertekan"
kabupaten,19,1901,3,2023,1.1749,Basis,32464113948.89,"Maju dan Tumbuh Cepat"
kabupaten,19,1901,4,2023,1.9396,Basis,-381663839.89,"Maju tapi Tertekan"
kabupaten,19,1901,5,2023,1.1434,Basis,143722902.92,"Maju dan Tumbuh Cepat"
kabupaten,19,1901,6,2023,0.9427,"Non Basis",-4215896144.74,"Relatif Tertinggal"
kabupaten,19,1901,7,2023,0.807,"Non Basis",2984650505.84,"Potensial / Cepat Berkembang"
kabupaten,19,1901,8,2023,0.5345,"Non Basis",-2577609037.9,"Relatif Tertinggal"
kabupaten,19,1901,9,2023,0.9423,"Non Basis",2839205170.39,"Potensial / Cepat Berkembang"
kabupaten,19,1901,10,2023,1.0646,Basis,-3722483102.92,"Maju tapi Tertekan"
kabupaten,19,1901,11,2023,1.3821,Basis,8745377215.19,"Maju dan Tumbuh Cepat"
kabupaten,19,1901,12,2023,1.0002,Basis,1126552525.27,"Maju dan Tumbuh Cepat"
kabupaten,19,1901,13,2023,0.7962,"Non Basis",126291457.29,"Potensial / Cepat Berkembang"
kabupaten,19,1901,14,2023,0.8311,"Non Basis",-4482008745.06,"Relatif Tertinggal"
kabupaten,19,1901,15,2023,0.7334,"Non Basis",913037081.12,"Potensial / Cepat Berkembang"
kabupaten,19,1901,16,2023,0.7612,"Non Basis",323559018.91,"Potensial / Cepat Berkembang"
kabupaten,19,1901,17,2023,0.8812,"Non Basis",34424891.73,"Potensial / Cepat Berkembang"
kabupaten,19,1901,1,2024,1.0344,Basis,-16617515733.19,"Maju tapi Tertekan"
kabupaten,19,1901,2,2024,1.2056,Basis,-20498933084.41,"Maju tapi Tertekan"
kabupaten,19,1901,3,2024,1.1545,Basis,-81453821012.4,"Maju tapi Tertekan"
kabupaten,19,1901,4,2024,1.9853,Basis,271376511.51,"Maju dan Tumbuh Cepat"
kabupaten,19,1901,5,2024,1.1567,Basis,-1325187.97,"Maju tapi Tertekan"
kabupaten,19,1901,6,2024,0.9544,"Non Basis",257108699.4,"Potensial / Cepat Berkembang"
kabupaten,19,1901,7,2024,0.8276,"Non Basis",17938422772.84,"Potensial / Cepat Berkembang"
kabupaten,19,1901,8,2024,0.5557,"Non Basis",7209210103.48,"Potensial / Cepat Berkembang"
kabupaten,19,1901,9,2024,0.9574,"Non Basis",1254341269.93,"Potensial / Cepat Berkembang"
kabupaten,19,1901,10,2024,1.0854,Basis,3284088480.44,"Maju dan Tumbuh Cepat"
kabupaten,19,1901,11,2024,1.3894,Basis,-2159004265.36,"Maju tapi Tertekan"
kabupaten,19,1901,12,2024,1.0131,Basis,288842721.54,"Maju dan Tumbuh Cepat"
kabupaten,19,1901,13,2024,0.8071,"Non Basis",39161171.19,"Potensial / Cepat Berkembang"
kabupaten,19,1901,14,2024,0.8331,"Non Basis",-5557698460.08,"Relatif Tertinggal"
kabupaten,19,1901,15,2024,0.7414,"Non Basis",-321475738.71,"Relatif Tertinggal"
kabupaten,19,1901,16,2024,0.7748,"Non Basis",756035664.37,"Potensial / Cepat Berkembang"
kabupaten,19,1901,17,2024,0.894,"Non Basis",213639407.57,"Potensial / Cepat Berkembang"
kabupaten,19,1901,1,2025,1.018,Basis,-18380838258.87,"Maju tapi Tertekan"
kabupaten,19,1901,2,2025,1.2004,Basis,5988254010.07,"Maju dan Tumbuh Cepat"
kabupaten,19,1901,3,2025,1.1769,Basis,79012569442.97,"Maju dan Tumbuh Cepat"
kabupaten,19,1901,4,2025,1.9985,Basis,380398990.7,"Maju dan Tumbuh Cepat"
kabupaten,19,1901,5,2025,1.1435,Basis,-7882352.94,"Maju tapi Tertekan"
kabupaten,19,1901,6,2025,0.9469,"Non Basis",333630923.23,"Potensial / Cepat Berkembang"
kabupaten,19,1901,7,2025,0.8239,"Non Basis",5511561837.78,"Potensial / Cepat Berkembang"
kabupaten,19,1901,8,2025,0.5657,"Non Basis",7619994507.22,"Potensial / Cepat Berkembang"
kabupaten,19,1901,9,2025,0.9534,"Non Basis",1474535012.45,"Potensial / Cepat Berkembang"
kabupaten,19,1901,10,2025,1.084,Basis,3455673514.4,"Maju dan Tumbuh Cepat"
kabupaten,19,1901,11,2025,1.3758,Basis,-489178933.62,"Maju tapi Tertekan"
kabupaten,19,1901,12,2025,1.0086,Basis,1702062363.61,"Maju dan Tumbuh Cepat"
kabupaten,19,1901,13,2025,0.8124,"Non Basis",403523351.22,"Potensial / Cepat Berkembang"
kabupaten,19,1901,14,2025,0.8334,"Non Basis",4942716000.56,"Potensial / Cepat Berkembang"
kabupaten,19,1901,15,2025,0.7434,"Non Basis",2988163541.83,"Potensial / Cepat Berkembang"
kabupaten,19,1901,16,2025,0.7829,"Non Basis",2697578180.86,"Potensial / Cepat Berkembang"
kabupaten,19,1901,17,2025,0.8961,"Non Basis",1055813829.79,"Potensial / Cepat Berkembang"
kabupaten,16,1607,1,2022,2.0473,Basis,-108213500257.96,"Maju tapi Tertekan"
kabupaten,16,1607,2,2022,0.288,"Non Basis",-72991027908.46,"Relatif Tertinggal"
kabupaten,16,1607,3,2022,1.2711,Basis,89401816196.48,"Maju dan Tumbuh Cepat"
kabupaten,16,1607,4,2022,0.6605,"Non Basis",338315144.55,"Potensial / Cepat Berkembang"
kabupaten,16,1607,5,2022,0.131,"Non Basis",9962006.5,"Potensial / Cepat Berkembang"
kabupaten,16,1607,6,2022,1.3283,Basis,240155209526.92,"Maju dan Tumbuh Cepat"
kabupaten,16,1607,7,2022,1.035,Basis,1642860802.44,"Maju dan Tumbuh Cepat"
kabupaten,16,1607,8,2022,0.2488,"Non Basis",-3947832013.85,"Relatif Tertinggal"
kabupaten,16,1607,9,2022,0.2894,"Non Basis",-2376485491.82,"Relatif Tertinggal"
kabupaten,16,1607,10,2022,0.5471,"Non Basis",-854781770.8,"Relatif Tertinggal"
kabupaten,16,1607,11,2022,0.1242,"Non Basis",795286636.06,"Potensial / Cepat Berkembang"
kabupaten,16,1607,12,2022,0.2548,"Non Basis",-2576695340.24,"Relatif Tertinggal"
kabupaten,16,1607,13,2022,0.1233,"Non Basis",-63820427.42,"Relatif Tertinggal"
kabupaten,16,1607,14,2022,0.7557,"Non Basis",-9684411926.95,"Relatif Tertinggal"
kabupaten,16,1607,15,2022,1.0303,Basis,10746604409.26,"Maju dan Tumbuh Cepat"
kabupaten,16,1607,16,2022,0.6747,"Non Basis",-911885723.33,"Relatif Tertinggal"
kabupaten,16,1607,17,2022,0.448,"Non Basis",578382781.86,"Potensial / Cepat Berkembang"
kabupaten,16,1607,1,2023,2.0758,Basis,103890633737.44,"Maju dan Tumbuh Cepat"
kabupaten,16,1607,2,2023,0.2703,"Non Basis",-93370243699.79,"Relatif Tertinggal"
kabupaten,16,1607,3,2023,1.2865,Basis,63228058587.27,"Maju dan Tumbuh Cepat"
kabupaten,16,1607,4,2023,0.6572,"Non Basis",-97134971.93,"Relatif Tertinggal"
kabupaten,16,1607,5,2023,0.1326,"Non Basis",36746711.16,"Potensial / Cepat Berkembang"
kabupaten,16,1607,6,2023,1.3737,Basis,110434480524.06,"Maju dan Tumbuh Cepat"
