kab_id,sektor_id,tahun,nilai
19.06,15,2025,184090000000
19.06,16,2025,106790000000
19.06,17,2025,40200000000
19.04,1,2021,978840000000
19.04,2,2021,1035950000000
19.04,3,2021,345510000000
19.04,4,2021,4200000000
19.04,5,2021,430000000
19.04,6,2021,669190000000
19.04,7,2021,1038800000000
19.04,8,2021,483190000000
19.04,9,2021,195800000000
19.04,10,2021,200570000000
19.04,11,2021,40730000000
19.04,12,2021,189530000000
19.04,13,2021,14750000000
19.04,14,2021,479860000000
19.04,15,2021,179510000000
19.04,16,2021,103600000000
19.04,17,2021,26700000000
19.04,1,2022,989120000000
19.04,2,2022,1035610000000
19.04,3,2022,397410000000
19.04,4,2022,4180000000
19.04,5,2022,440000000
